	LI_v_SI_GF_CD11b-CD103-	LI_v_SI_GF_CD11b-CD103+	LI_v_SI_GF_CD11b+CD103-	LI_v_SI_GF_CD11b+CD103+	LI_v_SI_GF_Monocyte	LI_v_SI_GF_Macrophage
4921504A21Rik	-0.18473	 -0.1843	-0.18399	-0.18456	-0.18396	0.049176
C8b	-0.17649	-0.17618	-0.17655	-0.17595	-0.17579	 0.05508
Drd2	-0.17977	 -0.1795	-0.17959	-0.17956	-0.17915	0.056879
Klk12	 -0.1821	-0.18201	-0.18189	-0.18189	-0.16396	0.046469
Ankef1	-0.17073	-0.17039	   -0.17	-0.17088	-0.16944	0.050061
Ccdc54	-0.15962	-0.18495	-0.18477	-0.18462	-0.18508	0.046937
4933427G17Rik	-0.20677	-0.20666	-0.20674	-0.20582	-0.16508	0.050793
2310005G13Rik	-0.14198	-0.14181	-0.14157	-0.14177	-0.14136	0.031799
Gm5893	-0.14608	 -0.1453	-0.14504	-0.14488	 -0.1452	0.027251
Dsg1a	-0.14231	-0.14044	 -0.1381	-0.14224	-0.13777	0.023034
Pnpla3	-0.14465	-0.14439	-0.14426	-0.14423	-0.14423	0.011141
Cyp2a4	 -0.1253	-0.14802	-0.14802	-0.14799	-0.14791	0.025673
Fbxw21	-0.14064	-0.14155	-0.13752	-0.13468	-0.13722	0.064779
Olfr652	-0.13592	-0.13457	-0.13222	-0.13204	-0.13191	0.049686
Zar1l	-0.13741	 -0.1372	-0.13712	-0.13743	 -0.1371	0.051452
Gm20740	-0.13686	-0.13265	 -0.1303	-0.12747	-0.12998	0.030643
Kcnh7	 -0.12215	-0.097706	 -0.15283	 -0.15751	 -0.15112	 0.043795
Alx1	 -0.14571	 -0.14459	 -0.14425	 -0.14436	 -0.14421	-0.038662
Krt28	 -0.15323	 -0.15258	 -0.15239	 -0.15213	 -0.15237	-0.035647
Rgs22	 -0.15301	 -0.15265	 -0.15108	 -0.15307	 -0.15069	-0.020278
Scrg1	 -0.14919	 -0.14892	 -0.14823	 -0.14776	 -0.14819	-0.022422
Tbx18	 -0.15658	 -0.15766	 -0.15496	 -0.15213	 -0.15442	-0.014751
Bai1	  -0.14733	  -0.14705	  -0.14673	  -0.14658	  -0.14774	-0.0068572
Lrriq1	  -0.14738	  -0.14703	  -0.14709	  -0.14742	  -0.14533	-0.0068365
Defb47	  -0.14276	  -0.14282	  -0.14285	  -0.14246	  -0.14258	-0.0051152
Slc22a2	  -0.16446	  -0.16295	  -0.16316	  -0.16043	  -0.16279	-0.0036535
Tgm7	 -0.15626	 -0.15585	 -0.15576	 -0.15602	 -0.15553	0.0052142
6030407O03Rik	 -0.17727	 -0.17604	  -0.1737	 -0.17802	  -0.1734	-0.019912
Smcp	 -0.17727	 -0.17604	  -0.1737	 -0.17802	  -0.1734	-0.019912
Usp29	   -0.1742	  -0.17424	  -0.17426	  -0.17382	  -0.17372	-0.0066011
Olfr492	-0.18638	-0.18603	  -0.185	 -0.1866	-0.18435	0.004265
Gm11538	 -0.19414	 -0.19379	 -0.19369	 -0.19376	 -0.19361	-0.039341
Gm11651	 -0.19494	 -0.19396	 -0.19163	 -0.19508	 -0.19344	-0.040808
Nrl	 -0.19219	 -0.19257	 -0.18884	 -0.19236	 -0.18854	-0.037441
Mir6410	 -0.19091	 -0.19063	 -0.19055	 -0.19036	 -0.19068	-0.023012
Dupd1	 -0.20072	 -0.15024	 -0.20082	 -0.20101	 -0.19899	0.0022008
9530026F06Rik	  -0.20553	  -0.20522	  -0.20486	   -0.2058	  -0.20482	-0.0049535
9830132P13Rik	-0.21109	-0.21091	 -0.2107	-0.21079	-0.21119	0.014272
Tmem40	 -0.21804	 -0.21787	 -0.21768	   -0.189	 -0.21774	-0.025366
4930444F02Rik	-0.14602	-0.14581	-0.14556	-0.14599	-0.14553	 0.13712
4930505A04Rik	-0.13115	 -0.1306	-0.12874	 -0.1259	-0.12827	 0.10635
Msx2	 -0.1274	-0.12696	-0.12737	-0.12471	-0.12482	 0.11422
Gsdma3	 -0.1392	-0.13888	-0.13956	-0.13806	-0.13848	 0.12684
Mbl2	-0.13357	-0.13323	-0.13284	-0.13355	-0.13224	 0.12366
Ppp1r3a	-0.13357	-0.13323	-0.13284	-0.13355	-0.13224	 0.12366
AF366264	-0.12704	 -0.1259	-0.12355	-0.12736	-0.12325	0.084238
Dbpht2	-0.12704	 -0.1259	-0.12355	-0.12736	-0.12325	0.084238
Ptprtos	-0.12704	 -0.1259	-0.12355	-0.12736	-0.12325	0.084238
Rp1	-0.12704	 -0.1259	-0.12355	-0.12736	-0.12325	0.084238
Zic2	-0.12704	 -0.1259	-0.12355	-0.12736	-0.12325	0.084238
Tssk5	-0.12785	-0.12792	-0.12786	-0.12735	-0.12734	 0.07112
Nos1	-0.13773	-0.13766	-0.11882	-0.13755	-0.13767	0.097503
Olfr212	-0.11452	-0.11388	-0.11184	-0.11437	-0.11154	 0.13079
Zkscan16	  -0.1214	 -0.12122	 -0.12101	-0.086252	 -0.12099	  0.12658
4933432K03Rik	-0.14598	-0.14563	-0.14471	-0.14601	-0.14401	0.086284
Pdc	-0.14799	-0.14782	-0.14763	-0.14803	-0.14761	0.084225
Csrnp3	-0.14812	-0.14797	-0.14779	-0.14794	 -0.1479	0.072526
5430419D17Rik	-0.15833	-0.15727	-0.15696	-0.15656	-0.15693	 0.10135
Amer3	-0.15948	-0.15934	-0.15917	-0.15948	-0.15916	 0.12544
Lcn3	-0.17207	-0.17225	-0.17164	-0.17179	-0.17162	0.088207
Dsg1c	-0.059972	 -0.12889	 -0.12827	 -0.12867	 -0.12822	 0.076519
Svs2	-0.076462	 -0.14226	 -0.14191	  -0.1426	 -0.14187	 0.055775
Tpte	-0.10072	-0.13721	-0.10747	-0.13679	-0.13716	0.049869
Zic4	-0.092965	 -0.12779	 -0.12753	   -0.128	  -0.1275	 0.046382
Tpsg1	-0.078866	 -0.15974	  -0.1595	 -0.15919	 -0.16023	 0.029516
9530003J23Rik	 -0.14572	 -0.14546	 -0.14517	 -0.14479	-0.069884	 0.052133
Col11a1	 -0.14242	  -0.1114	 -0.14208	 -0.14225	-0.075082	 0.025232
Ces1b	  -0.15154	  -0.15082	  -0.14922	  -0.14639	 -0.081009	-0.0055377
Ctf1	  -0.16338	  -0.14884	  -0.15136	 -0.089245	 -0.042677	-0.0097169
2010001E11Rik	 -0.18318	 -0.18224	 -0.18029	 -0.18261	-0.080495	-0.099519
Cyp4a14	 -0.18858	 -0.18838	 -0.18814	 -0.18873	-0.054057	-0.079373
4921501E09Rik	-0.19186	-0.19177	-0.19166	-0.19152	-0.13666	-0.03596
Insrr	 -0.17847	 -0.17594	 -0.17682	 -0.17703	-0.098945	-0.039143
Btn2a2	 -0.12209	 -0.21079	 -0.24437	 -0.24595	 -0.10111	-0.027048
1700003D09Rik	-0.086169	-0.046939	-0.085682	-0.085672	-0.085684	-0.050206
Akr1b7	-0.095781	-0.043599	-0.095423	-0.095386	-0.095677	-0.058461
C1ql1	 -0.09232	 -0.02456	-0.091584	-0.091827	-0.091913	-0.015351
Nme5	 -0.096256	 -0.054972	 -0.095849	 -0.095655	  -0.09612	-0.0077426
2310030G06Rik	 -0.10173	 -0.10153	  -0.1018	-0.083878	-0.067199	-0.053154
Rag1	-0.099537	-0.099462	-0.099373	-0.099277	-0.075203	-0.052678
Slc25a31	 -0.10474	 -0.10467	 -0.10475	 -0.10433	-0.064697	 -0.03189
Cpne7	-0.096838	-0.096831	-0.096553	-0.096511	-0.096851	-0.049604
Rimbp2	-0.095543	-0.094973	-0.094899	-0.095086	-0.094977	-0.051777
Mrap	  -0.0925	-0.092471	-0.092433	-0.092354	-0.092558	-0.042334
Spaca1	 -0.10176	 -0.10055	 -0.10118	-0.099396	  -0.1014	-0.040268
Rfx4	-0.086291	-0.086216	-0.085551	-0.085523	-0.085685	-0.048183
Cyp2e1	-0.093244	-0.092972	-0.092832	-0.092179	-0.092185	-0.029316
Il1f5	-0.094397	-0.094156	-0.093875	-0.094278	-0.093844	-0.028233
Rxfp1	 -0.10206	-0.099901	 -0.10035	 -0.09762	 -0.09724	-0.015893
Mir1941	-0.099795	-0.099641	-0.099748	-0.099459	-0.077586	-0.016564
Cyp2j11	-0.062867	-0.099427	-0.099269	-0.099384	-0.099576	-0.047513
Gm7534	-0.054435	-0.074981	 -0.10012	 -0.10008	  -0.1001	-0.028581
Grm7	 -0.062039	 -0.095356	 -0.095145	 -0.094906	 -0.070265	-0.0067579
4930503E24Rik	 -0.10308	 -0.10274	 -0.10235	-0.036282	 -0.10272	-0.027761
Sertm1	-0.098657	-0.098657	 -0.09852	-0.058264	-0.098465	-0.039144
Add2	-0.084731	-0.084661	-0.084877	-0.055736	-0.084474	-0.031577
Olfr458	-0.077897	-0.077395	-0.077105	-0.035432	-0.077242	-0.045226
Mir6962	 -0.09543	-0.057799	-0.094809	 -0.04462	-0.094785	  -0.0559
2200002J24Rik	  -0.1023	-0.056102	 -0.10206	 -0.10182	  -0.1021	 -0.10206
Gm5820	 -0.10212	-0.058782	 -0.10205	 -0.10185	 -0.10189	 -0.10188
Pspn	 -0.11756	-0.071001	 -0.11458	 -0.11921	 -0.11712	 -0.11635
2310065F04Rik	-0.093027	-0.088251	-0.085926	-0.088378	-0.085591	-0.088927
5033404E19Rik	-0.090136	 -0.09244	-0.085648	-0.088107	-0.085313	-0.088649
Crisp2	-0.091786	-0.089621	-0.087298	-0.089781	-0.086963	-0.094324
Gm10872	-0.090263	-0.090039	-0.089777	-0.089438	-0.090699	-0.090671
Mir7681	-0.090771	-0.090122	-0.089737	-0.090262	-0.089289	-0.091161
Lcn4	-0.090617	-0.088454	-0.091862	-0.088592	-0.085795	-0.089131
Amd1	-0.088923	-0.086757	-0.084435	-0.084434	-0.089257	-0.090123
Ctf2	-0.096998	-0.091451	-0.094382	-0.086299	-0.088794	 -0.09213
Mir6960	-0.092203	-0.090041	 -0.09345	-0.084886	-0.090093	-0.093352
BB287469	 -0.10051	-0.095994	-0.093664	-0.093686	-0.096028	-0.096666
Fgf4	-0.098012	-0.095847	-0.093525	-0.096091	-0.098273	-0.096526
Brs3	-0.096435	-0.095408	-0.095702	-0.095161	-0.095064	-0.095489
Lrit3	-0.098016	-0.097314	-0.097051	-0.097107	   -0.097	-0.097213
Gc	-0.098188	-0.096046	-0.093717	-0.096495	-0.093382	 -0.10043
Gm20767	 -0.10117	 -0.10041	-0.095171	-0.095186	-0.094836	 -0.10097
Gm839	-0.094152	-0.093697	-0.093183	-0.095323	-0.093129	-0.093834
Wdr17	-0.094361	-0.093707	 -0.09332	-0.093862	-0.092802	-0.094734
Lhb	-0.094721	-0.095129	-0.093122	 -0.08741	-0.092789	-0.096101
Mir6988	-0.095462	-0.093316	-0.096467	-0.091025	-0.090654	-0.096851
Ccl20	-0.10205	-0.10177	-0.10103	-0.10146	  -0.101	-0.10166
Tm4sf4	 -0.10121	 -0.10119	 -0.10114	-0.094678	 -0.10128	  -0.1012
Ly6g6e	-0.099279	-0.099285	-0.099132	-0.099075	-0.099137	-0.092292
Zcchc12	-0.096914	-0.096898	-0.096656	-0.068861	-0.096684	-0.097041
Ddo	-0.095995	-0.073558	-0.095637	-0.095745	-0.095664	-0.077521
Ces1e	-0.10648	-0.10649	-0.10368	-0.10667	-0.10338	-0.10672
Gata1	-0.10602	-0.10635	-0.10559	-0.10529	-0.10639	-0.10588
Msgn1	-0.10633	 -0.1049	-0.10487	-0.10474	-0.10398	-0.10501
D130009I18Rik	-0.10815	-0.10711	-0.10548	-0.10734	-0.10687	-0.10722
Defa-rs1	-0.11103	-0.11085	-0.11077	-0.11119	-0.11081	-0.11117
Vwc2	 -0.11648	 -0.11639	 -0.11624	-0.088536	 -0.11593	-0.091869
3110079O15Rik	-0.10427	-0.10423	-0.10366	 -0.1035	-0.10364	 -0.0777
C1ql3	-0.11404	-0.11375	 -0.1138	-0.11362	-0.11382	-0.06346
Pom121l2	  -0.1119	 -0.11216	 -0.11197	 -0.11119	 -0.11143	-0.076624
Mir301b	 -0.12057	 -0.11974	-0.091275	 -0.11807	  -0.1186	 -0.07957
Mcoln3	 -0.12922	-0.069753	 -0.12854	-0.055094	-0.095279	-0.076105
Mir1940	  -0.1272	-0.067256	 -0.12607	 -0.12565	-0.074637	 -0.12668
1700012I11Rik	 -0.12062	 -0.11845	 -0.11613	 -0.11904	  -0.1158	-0.020894
Tex21	 -0.12062	 -0.11845	 -0.11613	 -0.11904	  -0.1158	-0.020894
Olfr1287	 -0.12062	 -0.11845	 -0.11613	 -0.11904	  -0.1158	-0.020894
Mir467e	 -0.12062	 -0.11845	 -0.11613	 -0.11904	  -0.1158	-0.020894
Gm904	 -0.12062	 -0.11845	 -0.11613	 -0.11904	  -0.1158	-0.020894
Gm6639	 -0.12062	 -0.11845	 -0.11613	 -0.11904	  -0.1158	-0.020894
Gm2927	 -0.12062	 -0.11845	 -0.11613	 -0.11904	  -0.1158	-0.020894
Gm19784	 -0.12062	 -0.11845	 -0.11613	 -0.11904	  -0.1158	-0.020894
Cyp3a44	 -0.12062	 -0.11845	 -0.11613	 -0.11904	  -0.1158	-0.020894
Cyp2c67	 -0.12062	 -0.11845	 -0.11613	 -0.11904	  -0.1158	-0.020894
Cyp2c53-ps	 -0.12062	 -0.11845	 -0.11613	 -0.11904	  -0.1158	-0.020894
C030007H22Rik	 -0.12062	 -0.11845	 -0.11613	 -0.11904	  -0.1158	-0.020894
4933406K04Rik	 -0.12062	 -0.11845	 -0.11613	 -0.11904	  -0.1158	-0.020894
4933404K08Rik	 -0.12062	 -0.11845	 -0.11613	 -0.11904	  -0.1158	-0.020894
Gm2087	 -0.12062	 -0.11845	 -0.11613	 -0.11904	  -0.1158	-0.020894
Spp2	 -0.12062	 -0.11845	 -0.11613	 -0.11904	  -0.1158	-0.020894
A930001C03Rik	 -0.11935	 -0.11719	 -0.11486	 -0.11773	 -0.11453	-0.019628
2210039B01Rik	 -0.12052	 -0.11835	 -0.11603	 -0.11607	 -0.11856	-0.020794
4930440C22Rik	 -0.12057	 -0.12128	 -0.11608	 -0.11612	 -0.11575	-0.020848
1700054K19Rik	  -0.1215	 -0.12511	 -0.11701	 -0.11418	 -0.11667	-0.021773
Wfdc15a	 -0.12302	 -0.12084	 -0.11566	 -0.11283	 -0.11533	-0.020427
Olfr380	 -0.12079	 -0.11862	 -0.12205	 -0.11347	 -0.11597	-0.021065
4933422H20Rik	-0.11491	-0.11275	-0.11043	 -0.1076	-0.11562	-0.01519
Olfr344	 -0.1143	-0.11214	-0.10982	-0.10699	-0.11498	-0.01458
Tmc2	 -0.11446	 -0.11413	 -0.11367	 -0.11408	 -0.11364	-0.034478
Abcb11	 -0.12834	 -0.12816	 -0.12801	 -0.12791	  -0.1279	-0.028585
Anxa10	 -0.12435	  -0.1225	 -0.12016	 -0.12591	 -0.11983	-0.030697
Ankrd34b	 -0.11103	 -0.11071	  -0.1108	 -0.11008	 -0.11013	0.0012445
Gm17821	  -0.11697	  -0.11637	  -0.11655	  -0.11613	  -0.11609	-0.0049697
Gpr165	   -0.11963	   -0.11941	   -0.11942	   -0.11901	   -0.11914	-0.00011233
Acot5	  -0.12949	  -0.12904	  -0.12933	    -0.129	  -0.12875	-0.0089006
Cyp1a2	  -0.1354	 -0.13509	 -0.13625	 -0.13427	 -0.13469	-0.016504
Cnih3	 -0.12983	-0.082949	 -0.12629	 -0.12257	  -0.1245	-0.035503
Arhgap20os	-0.11942	-0.11814	-0.11587	-0.11888	-0.11557	0.032378
Asb10	-0.11256	-0.11246	-0.11253	-0.11217	-0.11232	0.027412
Tmem72	 -0.1138	-0.11386	-0.11351	-0.11362	-0.11331	0.014982
Gm19619	 -0.10892	 -0.10879	-0.079681	 -0.10889	  -0.1088	0.0062625
Shox2	  -0.12435	  -0.12438	 -0.075069	  -0.12403	 -0.090962	-0.0057999
Chrna4	 -0.13705	 -0.13721	 -0.13685	-0.087667	 -0.13662	-0.025062
Slc22a20	  -0.13547	  -0.13541	  -0.13495	  -0.05235	  -0.13492	-0.0088851
4930522O17Rik	 -0.12981	 -0.12956	 -0.12951	  -0.1289	 -0.12924	-0.072891
Kcnd2	 -0.12618	 -0.12678	  -0.1256	 -0.12583	 -0.12578	-0.069948
Olah	 -0.13423	 -0.13381	 -0.13334	 -0.13273	 -0.13329	-0.081033
Atp6v0c	 -0.12412	 -0.12394	   -0.124	 -0.12331	 -0.12393	-0.060623
Hoxc9	 -0.12446	 -0.12475	 -0.12251	 -0.11968	 -0.12194	-0.052208
Abca14	 -0.13277	 -0.13258	 -0.13237	 -0.13248	 -0.13234	-0.049387
Mug-ps1	 -0.13633	 -0.13474	 -0.13239	 -0.13643	 -0.13208	-0.054465
Igf2os	  -0.1335	 -0.13205	  -0.1297	 -0.12955	 -0.13472	-0.042751
Bpifb9b	 -0.14528	 -0.14448	 -0.14414	   -0.145	  -0.1441	-0.083388
C430002E04Rik	  -0.1461	 -0.14394	 -0.14162	 -0.13879	 -0.14128	-0.065815
Mcf2	 -0.14084	 -0.14094	 -0.13866	 -0.14025	 -0.13837	-0.073344
Zfp600	 -0.13667	 -0.13607	 -0.13602	 -0.13586	 -0.13647	-0.067549
Gm10536	 -0.13932	 -0.15551	 -0.15536	 -0.11949	 -0.15539	-0.047981
Gm5089	 -0.14164	 -0.14132	 -0.14097	-0.075345	 -0.14124	-0.079885
Pfn4	  -0.1399	 -0.13893	 -0.13865	-0.080675	 -0.13862	-0.093091
Mir7043	 -0.13937	 -0.13922	  -0.1393	 -0.10622	 -0.13918	-0.069579
Tcp10c	 -0.13152	 -0.13153	 -0.13114	-0.092071	 -0.13121	-0.077929
Gm10782	 -0.14861	 -0.14851	 -0.14839	 -0.14827	-0.066425	-0.066305
Mir5710	 -0.14733	 -0.14681	 -0.14675	 -0.14603	-0.083811	-0.056853
Mir6997	  -0.1262	 -0.17024	 -0.16941	 -0.10822	-0.093519	-0.079484
Vsig8	 -0.15872	 -0.15759	-0.096423	 -0.16105	 -0.10149	-0.039682
AI606473	 -0.12002	-0.060981	 -0.12007	 -0.11933	 -0.11959	-0.017268
Mir1249	 -0.12076	-0.053459	 -0.12037	 -0.12062	 -0.12047	 0.012324
Actl7a	-0.14337	-0.04229	-0.14317	-0.14318	-0.14312	-0.02581
Cntn6	 -0.14327	-0.072307	 -0.14209	 -0.14226	 -0.14204	-0.026634
Lgr6	 -0.15597	-0.040932	 -0.15597	 -0.15561	 -0.13583	 0.020337
Hormad2	 -0.11032	-0.082712	 -0.16943	 -0.16861	 -0.17177	-0.018818
A930001A20Rik	  -0.13095	  -0.13004	  -0.12956	 -0.057949	-0.0046949	  -0.12995
Ccdc151	 -0.12239	 -0.12245	 -0.12219	-0.076727	-0.040262	 -0.12255
Mir6417	 -0.13058	 -0.13028	 -0.13004	-0.038097	-0.057624	 -0.10377
Btg4	 -0.12062	 -0.11845	 -0.11613	 -0.11904	-0.017558	 -0.11913
Olfr151	 -0.12062	 -0.11845	 -0.11613	 -0.11904	-0.017558	 -0.11913
Sval3	 -0.12062	 -0.11845	 -0.11613	 -0.11904	-0.017558	 -0.11913
Fam155a	 -0.11394	  -0.1147	 -0.11342	 -0.11343	-0.051532	 -0.11377
Mboat4	-0.098578	-0.098648	-0.098241	-0.098402	-0.037196	-0.098591
Lrrc74	 -0.13033	 -0.13014	 -0.13053	 -0.12963	0.0061216	-0.091329
Mir335	 -0.10237	 -0.10255	 -0.13923	-0.088743	-0.031941	-0.074565
4921529L05Rik	 -0.11553	  -0.1154	-0.032584	 -0.11518	 -0.11565	 -0.11548
Gad1os	  -0.10742	  -0.10526	-0.0099356	   -0.1001	   -0.1026	  -0.10593
Gm3716	-0.086866	-0.086229	-0.023213	-0.085844	-0.085931	-0.072442
Neurod4	 -0.07396	-0.099075	-0.022518	-0.098896	-0.098844	 -0.06777
Mei4	-0.097773	-0.096696	-0.013382	-0.064656	-0.096353	-0.096687
Serpinb6c	 -0.09283	-0.092814	 0.021011	-0.092314	-0.092909	-0.092639
Cidec	-0.077482	-0.053981	 0.018113	 -0.10481	  -0.1046	-0.085485
Rbp3	 -0.05528	 -0.13566	-0.035133	 -0.13736	   -0.133	 -0.13633
Akr1a1	  -0.1698	  -0.1678	-0.051596	-0.089078	-0.088375	 -0.11862
Aldh8a1	 -0.12042	 -0.12043	-0.051758	 -0.11997	 -0.12018	-0.057905
Gm6607	 -0.12971	 -0.12989	-0.069054	 -0.12905	 -0.12891	-0.070928
Tdrd9	 -0.14573	 -0.14556	-0.049099	 -0.14512	  -0.1052	 -0.10377
1700061F12Rik	 -0.10012	  -0.1002	-0.099808	-0.021999	 -0.10009	 -0.10002
Gm19782	 -0.11039	 -0.10823	  -0.1059	-0.010189	 -0.10557	  -0.1089
Klk11	 -0.11337	-0.075075	   -0.113	-0.047308	 -0.11339	 -0.11343
Defb25	 -0.13445	 -0.13436	-0.096572	 0.012497	 -0.13433	 -0.13436
Rab11fip4os2	 -0.12509	 -0.13369	 -0.11101	-0.012391	 -0.12175	 -0.13054
Zfp663	 -0.12061	 -0.11844	 -0.11612	-0.017923	 -0.11865	 -0.11912
Duoxa1	   -0.127	 -0.12692	 -0.12682	  0.01511	-0.097606	 -0.11087
Mir3091	 -0.12633	-0.076182	  -0.1263	 0.013471	 -0.12745	 -0.12653
4930555B11Rik	 -0.13032	-0.085174	    -0.13	-0.088985	 -0.12987	 -0.10833
Chil6	 -0.12893	 -0.12821	 -0.12842	-0.076066	 -0.12796	 -0.12847
Slc26a8	 -0.13344	 -0.13332	 -0.13318	-0.049115	 -0.13316	 -0.12247
1700007P06Rik	  -0.1643	 -0.16214	 -0.15981	 -0.16436	 -0.15948	-0.064602
Xirp2	  -0.1643	 -0.16214	 -0.15981	 -0.16436	 -0.15948	-0.064602
Slc26a7	  -0.1643	 -0.16214	 -0.15981	 -0.16436	 -0.15948	-0.064602
Serpinb6d	  -0.1643	 -0.16214	 -0.15981	 -0.16436	 -0.15948	-0.064602
1700012B07Rik	  -0.1643	 -0.16214	 -0.15981	 -0.16436	 -0.15948	-0.064602
Olfr654	  -0.1643	 -0.16214	 -0.15981	 -0.16436	 -0.15948	-0.064602
Olfr402	  -0.1643	 -0.16214	 -0.15981	 -0.16436	 -0.15948	-0.064602
Olfr30	  -0.1643	 -0.16214	 -0.15981	 -0.16436	 -0.15948	-0.064602
Ofcc1	  -0.1643	 -0.16214	 -0.15981	 -0.16436	 -0.15948	-0.064602
Nkx3-1	  -0.1643	 -0.16214	 -0.15981	 -0.16436	 -0.15948	-0.064602
Kel	  -0.1643	 -0.16214	 -0.15981	 -0.16436	 -0.15948	-0.064602
Esp38	  -0.1643	 -0.16214	 -0.15981	 -0.16436	 -0.15948	-0.064602
Akr1cl	  -0.1643	 -0.16214	 -0.15981	 -0.16436	 -0.15948	-0.064602
4930539C22Rik	  -0.1643	 -0.16214	 -0.15981	 -0.16436	 -0.15948	-0.064602
Olfr1381	-0.16347	 -0.1613	-0.15898	 -0.1635	-0.15865	-0.06377
Mrgpra2a	 -0.16264	 -0.16047	 -0.15815	 -0.16263	 -0.15781	-0.062935
4930565D16Rik	 -0.16007	 -0.15877	 -0.15643	  -0.1612	 -0.15613	-0.070495
7530416G11Rik	  -0.1581	 -0.15795	 -0.15777	 -0.15772	 -0.15831	-0.064669
Amy2a5	   -0.167	 -0.16957	 -0.16251	 -0.15968	  -0.1649	-0.067302
Pate4	 -0.16696	 -0.16616	 -0.16761	 -0.16393	 -0.16357	-0.078986
AU018091	 -0.15603	 -0.15386	 -0.15154	 -0.14871	  -0.1581	-0.056326
Kcnv2	 -0.15244	 -0.15093	 -0.14858	 -0.14575	 -0.15411	-0.058965
Mro	 -0.14837	 -0.14821	 -0.14773	 -0.14832	  -0.1477	-0.068697
March4	 -0.15702	 -0.15677	 -0.15615	 -0.15635	 -0.13594	-0.068037
Cabp7	 -0.18452	  -0.1831	 -0.18273	 -0.18134	 -0.18309	-0.055501
Pramel4	 -0.17559	 -0.17343	  -0.1711	 -0.17113	 -0.17571	-0.075768
3425401B19Rik	-0.16976	-0.16952	-0.16894	-0.16909	-0.16974	-0.11015
Bpifb6	-0.17212	-0.17184	 -0.1715	-0.17244	  -0.172	-0.11151
Gm732	-0.16168	-0.16114	-0.16098	-0.16077	-0.16139	  -0.108
Sstr3	-0.15866	-0.15861	 -0.1587	-0.15815	-0.15841	-0.11786
Jakmip2	 -0.13629	 -0.17362	 -0.17371	 -0.17276	 -0.17306	-0.098315
Btnl6	-0.16122	-0.16107	-0.16096	-0.13558	-0.16117	-0.10409
Gm11747	 -0.14757	 -0.14727	 -0.14693	 -0.14648	 -0.14803	-0.096434
Slc38a5	 -0.14976	 -0.14951	 -0.14943	 -0.14954	 -0.14949	-0.095278
Spag8	-0.14858	-0.14802	-0.14808	-0.14799	-0.14799	-0.10858
Zdhhc19	-0.14342	-0.14279	-0.14256	-0.14301	-0.14254	-0.10442
1700018C11Rik	 -0.15195	  -0.1736	 -0.17349	 -0.17339	 -0.11172	-0.087503
Fabp12	-0.18233	-0.18177	-0.18152	-0.13711	 -0.1815	-0.10749
Mir7072	 -0.18315	 -0.18302	 -0.18263	 -0.13877	 -0.18298	-0.092443
Lyzl4	 -0.17581	 -0.17474	 -0.17452	-0.085518	 -0.17446	 -0.12074
Car10	 -0.11842	 -0.18592	 -0.18476	 -0.18504	 -0.18397	-0.050259
Pglyrp4	 -0.14075	 -0.19609	 -0.19575	 -0.19662	 -0.19571	-0.039232
Stk33	 -0.11193	 -0.16825	 -0.16789	 -0.16823	 -0.16812	-0.051912
D6Ertd474e	 -0.16051	  -0.1855	-0.060977	 -0.18533	  -0.1672	  -0.0688
Matn3	 -0.17678	 -0.17667	 -0.10942	 -0.17645	  -0.1769	-0.067402
1700025K24Rik	-0.14071	-0.13855	-0.13623	-0.13913	-0.13589	-0.13923
1700109I08Rik	-0.14071	-0.13855	-0.13623	-0.13913	-0.13589	-0.13923
Vmn2r111	-0.14071	-0.13855	-0.13623	-0.13913	-0.13589	-0.13923
Vmn2r15	-0.14071	-0.13855	-0.13623	-0.13913	-0.13589	-0.13923
Vmn2r37	-0.14071	-0.13855	-0.13623	-0.13913	-0.13589	-0.13923
Vmn2r63	-0.14071	-0.13855	-0.13623	-0.13913	-0.13589	-0.13923
Vmn2r7	-0.14071	-0.13855	-0.13623	-0.13913	-0.13589	-0.13923
Wfdc9	-0.14071	-0.13855	-0.13623	-0.13913	-0.13589	-0.13923
Zfp648	-0.14071	-0.13855	-0.13623	-0.13913	-0.13589	-0.13923
Vmn1r52	-0.14071	-0.13855	-0.13623	-0.13913	-0.13589	-0.13923
Vmn1r42	-0.14071	-0.13855	-0.13623	-0.13913	-0.13589	-0.13923
4930519H02Rik	-0.14071	-0.13855	-0.13623	-0.13913	-0.13589	-0.13923
Tunar	-0.14071	-0.13855	-0.13623	-0.13913	-0.13589	-0.13923
Tprg	-0.14071	-0.13855	-0.13623	-0.13913	-0.13589	-0.13923
Tmco5b	-0.14071	-0.13855	-0.13623	-0.13913	-0.13589	-0.13923
Tdpoz2	-0.14071	-0.13855	-0.13623	-0.13913	-0.13589	-0.13923
Sstr5	-0.14071	-0.13855	-0.13623	-0.13913	-0.13589	-0.13923
Smr2	-0.14071	-0.13855	-0.13623	-0.13913	-0.13589	-0.13923
4933415F23Rik	-0.14071	-0.13855	-0.13623	-0.13913	-0.13589	-0.13923
Sftpd	-0.14071	-0.13855	-0.13623	-0.13913	-0.13589	-0.13923
4930474N05Rik	-0.14071	-0.13855	-0.13623	-0.13913	-0.13589	-0.13923
Rubie	-0.14071	-0.13855	-0.13623	-0.13913	-0.13589	-0.13923
Ropn1	-0.14071	-0.13855	-0.13623	-0.13913	-0.13589	-0.13923
