	IL17pos_SC_EAE_1	IL17pos_SC_EAE_2	IL17neg_SC_EAE	IL17pos_SI_SS	IL17pos_SI_mock	IL17pos_SI_EAE	IL17neg_SI_EAE	IL17neg_SI_SS	IL17neg_SI_mock
Itga10	2.636796235	5.120641673	15.41378166	21.41329528	8.170924034	26.70936333	27.64083995	7.379097349	15.93559459
Itga11	4.849098719	6.684850019	4.082774836	43.12970651	13.91335522	17.23467633	3.137766901	24.81595769	8.743482824
Itga2	244.6846885	148.322444	324.9532567	158.3951446	272.3670402	275.2705472	203.0964633	238.6190967	208.9126422
Itga2b	7.739307657	2.087456487	9.215813334	8.080784344	2.49819009	19.08302475	24.3387367	10.82926012	10.3939662
Itga3	532.4933115	397.9804398	197.5852217	107.7829214	146.4957612	143.1860792	41.49701576	75.73648247	115.9394135
Itga4	3586.34668	2645.66579	3823.74382	2835.651085	2808.530752	3294.887095	3019.451771	3159.095747	3406.20621
Itga5	25.27822343	41.07274985	14.50641192	71.37214042	27.13319324	45.86910573	17.38187782	39.77424154	28.63160439
Itga6	8430.153979	10419.70926	21773.62215	9613.957774	9550.584558	11535.9146	28253.48382	14279.66024	20667.28577
Itga7	0.992537329	0.713889348	5.372243967	4.222086978	3.844602689	3.086718384	7.707042384	3.857811674	16.292068
Itga8	0	0	0	18.14643716	5.049005492	19.6212607	7.769690428	16.09311961	4.891309053
Itga9	0	5.736801954	0.719520931	208.1983193	118.4314392	62.01203349	88.25545686	111.6046987	169.6044914
Itgad	2.348637777	0	1.452836915	1.167745366	0.433212883	0.447189271	0.781592088	0.391231154	7.510103814
Itgae	211.7324448	323.4563394	983.2751653	1237.480985	624.874376	525.2759962	1873.44539	3743.801082	2494.113012
Itgam	240286.6704	334335.7982	402173.3463	279279.5388	106469.8638	128222.2817	74873.91676	148363.7214	125034.2164
Itgav	826.8433865	1330.375046	1974.238359	1556.978152	1807.31748	1790.749185	2471.558368	2843.170567	3156.342812
Itgax	33.70434836	14.61655184	32.19342223	142.6059345	35.41173591	53.28985115	6.927721576	67.42783882	32.1738445
Itgb1	10764.31109	9756.002634	12823.28248	781.7916939	559.7255058	670.3471671	851.0162509	914.8256759	669.0098607
Itgb1bp1	831.782297	850.6902034	779.0384431	404.2708702	324.3909163	438.9079179	383.5590186	426.1914359	428.1232062
Itgb1bp2	37.03016299	13.31710059	50.10770475	26.25334826	43.82787598	13.70965407	11.98078514	21.58942403	33.38482189
Itgb2	6705.765305	6399.973103	5654.911847	1600.128317	1691.455029	1820.969713	2040.047656	1763.254477	2447.551755
Itgb2l	0	0	0	12.37685196	3.27970945	0.677104	0	1.777127914	0.568564773
Itgb3	1138.060236	777.1746069	1162.970434	1230.059336	1043.903766	1095.98685	681.9432221	889.6064321	986.7543465
Itgb3bp	9.229364645	48.21490802	57.31701635	19.16046378	20.07019276	25.89712596	30.55231484	22.09012835	35.33698591
Itgb4	31.66666716	34.1647045	25.7100247	652.0931088	153.3264168	274.3399706	92.20925709	27.69357666	141.7621501
Itgb5	3852.413854	3612.03393	2531.994156	9683.535161	4559.610408	2811.802776	1388.86219	2513.43082	3695.592602
Itgb6	0	0	0	65.9638665	25.53540324	42.83375006	46.07035001	17.29561665	0
Itgb7	2876.858684	1865.82216	2046.571809	1066.353276	1014.683721	900.9134597	670.8585532	745.8416667	953.5545671
Itgb8	1.28875971	50.98221407	162.298683	37.37841272	27.17879119	36.0715346	315.7273555	528.4678647	474.051531
Itgbl1	0	0	0	0	0.728576949	0	0	0	0
Itih1	0	0	0	0	0	0.576099536	7.048299405	0	0
Itih2	1.704035901	12.40960118	5.072829985	11.86148016	21.4519471	23.27962496	5.458126429	3.477220388	4.291006785
Itih3	0	0	0	4.381912324	1.219208994	23.28305149	0.549916762	0	0
Itih4	0	0	0	514.3269591	4006.930358	2363.544362	0	0	0
Itih5	24.49293681	81.08515134	113.3212794	240.7501697	92.27434406	76.69296004	73.86045235	169.5987051	119.0351455
Itk	53980.58019	67896.54132	65688.65978	86278.67127	83055.49098	71352.84429	86574.87663	102835.9464	106133.6081
Itln1	0	0	0	0	0	0	0	8.169483545	0
Itm2a	17.92892185	101.9916914	240.8424372	253.3816637	197.8211416	311.7358603	1464.635567	549.2559371	532.6504316
Itm2b	15682.29144	15529.01501	13884.10977	17335.89519	22709.06137	19273.15703	13562.62876	16076.40256	13762.76874
Itm2c	847.0207643	747.2347523	908.3869991	953.6902557	932.442786	689.2697924	1229.954861	1697.955578	1715.749264
Itpa	211.1475443	233.9943264	253.4178793	214.3398803	207.4338408	136.1230252	187.1235312	274.3073857	276.1242915
Itpk1	435.8823598	361.2415078	373.0474172	461.9217962	463.5869307	418.9580999	372.6338801	463.1886449	506.0700284
Itpka	13.97677013	19.04757861	23.09351776	16.21495391	8.548286953	1.960905168	3.427246724	0	0
Itpkb	603.8580765	473.7112761	680.7889543	1962.528903	1742.168029	1727.829235	1814.539351	1752.105981	2431.32787
Itpkc	166.973278	130.649737	93.50843041	165.9016108	144.082997	166.3588558	100.1292815	124.3371024	166.9824207
Itpr1	945.5563579	1069.105856	985.9821803	1971.647429	1749.246865	1491.78248	713.938832	1249.841929	1183.176443
Itpr2	92643.23378	88356.13759	120372.7775	145881.8284	129644.145	146557.6561	131377.5141	134343.4985	146474.6676
Itpr3	93.4994453	90.34075142	135.3279609	132.8439598	70.48580815	92.47794543	121.6546781	84.18354426	170.8714859
Itprip	90.76208321	144.4062045	147.9521124	157.7396808	168.2600678	206.1668409	253.3869251	195.1933879	193.2760912
Itpripl1	3252.064567	2930.009141	2312.906996	2110.399651	2575.883802	1035.003701	1464.164023	1906.032747	1997.474424
Itpripl2	324.7494224	277.6180883	173.8872649	183.8808796	98.57208799	71.79472604	47.16858151	110.4838146	116.2350496
Itsn1	6.924857086	6.27205734	12.21626937	14.48063303	4.746545113	8.090167596	8.264870354	9.370636211	6.793320235
Itsn2	117049.1114	113958.0099	129203.7921	117329.9568	120266.7209	131249.5611	127271.5113	133924.6193	130916.8601
Ivd	194.320274	99.96523115	172.0469577	270.2269364	239.2693227	222.1182837	307.2749699	251.3456691	299.5728455
Ivl	0	0	0.748316727	0	0	0	0.805153596	0	0
Ivns1abp	11418.45162	14567.61479	14347.54339	16530.34697	17631.16966	21325.40469	18899.41263	21916.30406	14530.48085
Iws1	583.9395291	600.7776125	639.1624887	658.5287813	632.2599543	745.8685797	697.0456404	665.4286157	636.5154422
Iyd	2.590909132	6.522352676	1.869819978	9.017420711	6.690607277	3.453230399	0	0	0
Izumo1	0	1.922193689	11.57209417	2.06695362	2.300409736	0	0	0	7.975901278
Izumo2	0	0	0	0	0	0	0	0	0
Izumo3	0	0	0	1.221679238	2.719328374	0	0	0	0
Izumo4	256.6417951	264.6489796	320.7997112	286.2245977	212.3685295	275.9148269	343.5138891	269.4957012	228.5121225
Jade1	4593.250072	4461.05629	4828.342638	3920.824622	3354.781999	4874.810247	6135.603967	5317.166718	5767.947482
Jade2	86.99508333	125.6140971	213.13189	200.587514	153.708476	227.2489784	293.3161352	304.5748641	353.3363492
Jade3	5256.160083	2778.000452	5171.622888	6863.178942	8174.137931	8622.209834	7249.86063	9255.414868	7001.916117
Jag1	14.52758079	20.37567303	18.08547887	134.5508539	73.46716347	42.27530195	20.30517338	48.2784799	28.18209865
Jag2	0.328071046	0	1.420583506	8.753961563	2.541572572	0.437261537	0.382120256	6.885822711	2.57018205
Jagn1	22316.9495	21085.99236	14934.47401	12291.54258	11060.29203	8713.066081	6826.610762	10330.17348	9031.930884
Jak1	6773.487557	6309.683853	7216.195994	5201.409211	5347.506902	5258.429019	6755.418271	5495.400676	6351.768305
Jak2	159760.2435	254896.6859	288490.0188	895988.5463	1048436.432	849316.8854	880868.1451	1215802.735	1194765.423
Jak3	4214.45249	3982.733559	4267.587152	3315.885296	2543.511833	2052.719184	2033.040295	2210.713093	3049.158778
Jakmip1	494.1435846	468.0650573	495.6357406	439.8337597	458.5116423	442.0482844	505.3160195	646.5089886	523.0380588
Jakmip2	0.378809462	0.408691993	3.690644388	33.39975696	29.83554769	29.28344624	11.03044374	22.08544991	9.326988513
Jakmip3	0	0	0	0	1.5404161	0	0	0	0.267043878
Jam2	5.246003819	7.745039923	4.184483987	164.0037802	58.46584229	66.60808536	39.23439762	55.37565505	40.78935853
Jam3	85.06599118	42.24630465	42.38891382	229.489034	169.9821798	407.6214198	419.9125316	298.35963	272.010623
Jarid2	11187.80755	11623.42055	10293.70382	17690.52871	19020.01632	24704.60841	21249.54772	15721.32567	19972.77637
Jazf1	2193.536266	4300.593585	3601.490068	3662.90243	3384.736203	3437.415605	3255.387685	4018.699194	3028.779154
Jdp2	483.9130511	1149.247497	859.9032517	836.8111394	137.5376553	214.9905913	276.5011682	677.8272218	487.0843669
Jkamp	30146.66714	28618.63413	18956.85821	13629.66442	19366.83007	12802.53196	10499.56074	10855.88205	12486.88272
Jmjd1c	31719.38597	36610.43926	39721.32745	72313.22111	76996.3807	93319.06942	63856.44564	61399.41334	59275.66515
Jmjd4	19839.16698	12754.82301	15957.35533	23444.73722	21465.69835	20090.12708	18374.2313	19600.89815	18606.2822
Jmjd6	895.4376639	752.7295505	804.4709886	352.4434738	476.6723422	524.995915	539.589998	481.6158703	481.8893231
Jmjd7	0	0	2.08208443	0	1.241688986	0	0	0	0
Jmjd7-pla2g4b	0.521466387	0	0	0	0	0	0	0	0
Jmjd8	51.49617672	10.97451311	50.24023947	74.49381864	36.11819225	61.0092713	68.12553908	94.88888981	51.22953416
Jmy	405.9681157	594.5592469	704.1384259	2904.248517	2825.061931	3530.376143	3472.806465	2898.199035	3961.993758
Josd1	355.0324157	613.8775306	291.8549887	571.002941	702.7897468	475.8078036	529.4560997	520.906875	627.5919818
Josd2	2541.25004	2664.846951	1992.526914	1873.619637	1257.276618	1250.357174	1867.237456	1343.138468	1741.016406
Jph1	0	0	0	13.16043602	2.143443979	1.106298068	0	1.290484954	2.477225007
Jph2	0	71.74587944	11.99801153	115.7235658	286.2093113	398.8481111	12.90929599	12.92366911	99.23350506
Jph3	3.748398727	4.411737398	25.8220079	19.37126902	10.99958921	22.7089197	13.89163289	7.152222719	2.669617738
Jph4	0	0	0	2.40607399	3.06038025	7.502897563	0.34509145	0	0.663177802
Jpx	19.68287557	48.15923197	83.70705716	21.61151863	36.75944115	51.53076371	46.66997072	26.63969848	27.92909167
Jrk	4.329896975	3.633359784	10.93687432	14.23259626	13.97658059	13.78627341	11.20720216	15.70755225	8.614954319
Jrkl	101.8224948	126.8677136	115.5905988	72.65390987	95.98483001	114.093859	90.26011833	95.0887849	41.85152907
Jsrp1	0	0	1.290108766	0	4.616279215	0	0	0	0
Jtb	1109.338186	992.6039168	1006.397123	1787.787453	1658.093834	1716.408916	1822.984537	1961.398195	1528.987687
Jun	1902.98089	1573.14153	1665.641738	1261.206522	1258.710294	1507.899772	649.8799652	592.2098012	777.1786277
Junb	4772.820727	5370.802953	2962.465542	4355.566672	4007.552553	2937.410364	3939.299736	2456.901877	4136.25743
Jup	0.265522064	0.859403627	0.862304681	36.65696235	13.37052882	40.34398941	17.93745261	24.45924998	25.85340869
Kalrn	0.111101831	0.359598427	1.563520005	22.81410202	6.311858507	13.77138245	2.329302426	9.457133187	8.952651029
Kank1	0	0	0	11.12315235	3.809070317	2.948969398	0.859028939	1.433308958	0.825417325
Kank2	0.822171865	0	0.296674507	58.18370091	12.03105286	22.64677784	10.85306566	12.14340225	7.361232603
Kank3	7.57403201	4.358139981	12.5719483	42.76294762	27.38221202	44.41740544	22.34866732	19.42966198	25.42999845
Kank4	0	0	0	2.249711756	0.715374242	0	0	1.292097724	0.930120335
Kank4os	0	0	0	0	0	0	0	0	0
Kansl1	1488.344851	1467.730586	1694.528597	1721.361788	1741.565479	1688.046815	1651.733879	1842.432043	1982.328839
Kansl1l	7912.658352	7410.713623	10309.1775	12057.38643	11368.66859	14435.57158	13510.64041	13800.51552	13082.4931
Kansl2	4683.913117	4710.272955	4929.617779	4142.568225	4666.456163	5857.479506	5118.816498	5124.51575	5080.324009
Kansl3	529.9463948	442.1995658	412.5072288	668.0845789	604.3355949	770.9523858	600.3113324	520.8269137	650.8807103
Kap	0	0	0	0	0	0	0	0	0
Kars	46458.27659	42503.24858	37557.91332	22772.2695	25373.93584	20630.07471	24492.05054	25776.03521	21454.96816
Kat2a	324076.6718	231978.3435	226042.5371	204702.1297	136235.6322	141812.6617	135289.422	120965.5428	222283.0513
Kat2b	5739.89435	5033.049307	6185.319295	2403.041215	2451.369781	3419.463162	3629.423218	2462.134664	2819.61062
Kat5	1583.659819	1171.109716	1363.073062	2205.77335	2156.896975	2454.9185	2073.47249	2086.439775	2411.783383
Kat6a	1218.073655	1044.820006	1293.986726	1312.362214	1128.278127	1144.671838	1004.735345	1175.280678	1441.201924
Kat6b	15614.5457	21588.98736	18408.37768	37692.81857	34902.66796	42509.26622	27994.73045	25538.51288	31732.16855
Kat7	37801.55615	37291.91378	35354.14063	34117.02162	30777.04128	41145.36811	38245.94093	32102.39406	34649.03218
Kat8	313.2534979	265.4072453	229.9020173	151.9369061	172.5253733	169.835523	250.4558025	234.2253802	191.138388
Katna1	1374.208472	1495.547909	1740.69179	2110.623983	2348.045066	2918.145053	2659.242246	2584.442584	2220.594265
Katnal1	61.13204579	46.61093353	68.28168327	11.02666211	21.75506865	6.909825974	17.10895815	10.57906323	18.37359035
Katnal2	0	4.288456631	0	0	1.026452999	0	0.925950699	1.853963291	0
Katnb1	64.46131488	36.86795557	46.66087986	29.28284877	28.07776018	36.74707658	42.06357468	25.80960487	46.06752498
Katnbl1	352.4523122	282.2054363	312.1230886	568.3821338	567.0577822	529.3995047	413.7422649	554.0636496	488.9392783
Kazald1	0	23.91529315	12.5196642	4.47240834	1.24438831	6.422674897	0	1.123797314	6.47175033
Kazn	0	0	1.468020783	15.73266253	5.690626123	7.229806869	0.394880326	4.743839795	2.27657799
Kbtbd11	2259.0161	1877.618067	2510.083134	2849.380206	3517.271055	2553.21778	2684.955814	1656.05364	3283.160157
Kbtbd12	0	0	0	2.266867107	3.363870456	0	0	1.5189425	0
Kbtbd13	0	0	0	4.157577305	0	0.597055666	0	2.089377289	0
Kbtbd2	1348.22391	1244.609232	1357.499939	1995.742846	2278.871347	1888.146866	1831.064156	2042.79506	2059.19785
Kbtbd3	694.8876514	548.1707643	663.2608619	416.0847309	212.2451073	637.3602775	905.1012022	897.3963493	752.613662
Kbtbd4	289.5654036	246.4484451	330.9104725	381.0704966	449.22782	519.2784991	382.5855712	480.2225896	470.2498735
Kbtbd7	136.8772106	81.75988028	134.1827084	98.82165512	116.051302	146.8080503	130.3473968	116.450022	117.6863786
Kbtbd8	2080.094819	2012.964959	1849.172203	2603.323186	2995.024452	1050.153005	1629.875096	3057.580862	2045.809228
Kcmf1	1886.382681	1834.805419	1667.838009	1315.164568	1417.752922	1413.328281	1483.834428	1500.274599	1329.167326
Kcna1	0	0	0	1.376125643	1.148666132	3.557173789	2.763193791	5.87832441	3.152904007
Kcna10	0	0	0	0.845005957	3.761787224	0	0	0	0
Kcna2	0.344500092	0.123892038	1.367412814	7.860116712	4.744619908	9.642330437	5.216327512	6.695045298	2.955928099
Kcna3	523.0792765	577.4668345	513.5734202	580.185899	460.7271841	650.334996	428.9979461	326.2438421	388.7654085
Kcna4	0	0	0.891677157	0.31853445	0	0.365949272	1.599004458	6.403139112	1.843727386
Kcna5	0	0	0	5.648182912	2.285864716	2.359611676	0.515512652	0	0
Kcna6	0	0	0	0	3.529212265	0	0.265304936	0	1.019696918
Kcna7	0	0	0	0	0.491487083	0	0	0	0
Kcnab1	121.1990427	135.9214503	103.5799556	259.0135765	181.1972618	197.6705267	115.162065	174.7949491	137.4276959
Kcnab3	16.77571962	0	2.837527361	3.040955611	2.707537829	6.288499978	9.769747066	26.89671773	16.42809307
Kcnb1	0	0.64328772	2.323653268	12.45120407	4.465203996	5.721841458	5.555870238	4.588696285	3.470014075
Kcnb2	0	0	0	0	0.323461267	1.669484151	0	0	0
Kcnc1	2.979390728	6.643136985	1.935163149	35.02585026	41.03359302	39.44535282	4.858337202	5.326960385	4.890540124
Kcnc2	0	0	1.394216962	0.498057094	0.554311126	0.286097203	0.750055932	2.002376104	0
Kcnc3	0	212.9955796	0	36.16361431	13.41606147	83.09335649	60.51232497	72.69563873	267.4653066
Kcnc4	0	0	0	0	0	0	0	0	0
Kcnd1	1.359918222	0.733597949	9.568966248	3.155380117	0	0.90626701	0	7.135768219	0.760993137
Kcnd2	0	0	0	0	1.133252882	0	0	0.341143927	0
Kcnd3	1.00094075	0	0.812659294	8.418898484	3.230961181	4.335758708	6.412143259	0	2.520512358
Kcnd3os	0	0	0	0	0	0	0	0	0
Kcne1	0	0	0	1.467176745	0	0	0	0	0
Kcne1l	0.919778714	0	1.991371208	1.06706838	0	0	0	0	0
Kcne2	0	0	0	0.910850577	7.096098628	0	0	0.915490137	1.757382026
Kcne3	0	0	0	114.2948798	199.1021296	145.580631	114.7492977	99.89309455	14.3816674
Kcne4	0	0	0	40.72016119	5.57776977	5.757720736	1.257909476	3.148275057	7.252144097
Kcnf1	0	0	0	0.644385415	0	0	0	0	0
Kcng1	0	0	0	0	0	0	0	0	0
Kcng2	17.48135019	18.86037328	0.511460527	5.48128198	6.710413693	1.88915624	1.100614934	0.550920175	3.172652027
Kcng3	0	2.137839078	4.290111392	42.29864145	14.83921936	14.26155344	12.00149091	31.88557217	27.9426884
Kcng4	0	0	0	2.837852375	0	1.863014474	0	0.407472489	1.955468439
Kcnh1	16.41975334	177.1503196	0	209.540613	42.40137945	21.88467002	133.8741807	95.73088228	183.7657501
Kcnh2	0	0	3.752043405	2.193291936	2.847853844	0.419961685	10.27605651	8.817855255	19.39531904
Kcnh3	0	0	0	3.445114992	0	1.484224062	6.05292137	0.432832903	0.415434713
Kcnh4	3.866279131	16.30588169	3.424379611	10.19411256	8.168764699	11.71153721	5.322014204	13.11492848	9.834187209
Kcnh5	1.637527728	2.473386634	1.418134827	16.33789158	8.03444016	6.111109531	0.762923181	0	0.733071941
Kcnh6	3.263231737	23.63867041	16.14874317	17.84730773	10.23250955	26.09591567	30.94973172	20.65612728	25.56488826
Kcnh7	0	0	0	0.406261421	0	7.467754699	0	0	0
Kcnh8	0	0	0	0.71984179	0	0	0.361351882	0	0
Kcnip1	0	6.463592742	0	53.28612639	20.62769811	10.64659623	4.651998556	4.657178057	6.704966558
Kcnip2	1033.445962	1754.86543	1799.701729	1720.215167	1520.003505	2024.184108	1088.567662	1163.13022	1629.306874
Kcnip3	0	1.762798021	7.074994512	54.97106319	27.42546226	2.177712865	41.867987	41.91460251	31.08666313
Kcnip4	35.90861946	67.05222378	71.76380726	120.1698503	39.23118286	57.06376576	32.17270029	54.75448594	29.36817128
Kcnj1	0	10.92576844	0	11.74858536	8.717034862	116.9774494	70.77177499	15.7445715	0
Kcnj10	1.475864643	10.08449572	0	17.40740402	8.575163387	28.52252074	10.31406671	6.023237683	13.48929651
Kcnj11	0	0	0	4.274185256	0	0	0	0	0
Kcnj12	0	0	0	0	0	11.88108761	0	4.157748774	0
Kcnj13	278.0281734	248.9034216	355.4044037	317.9753031	361.5275511	455.9765903	364.0249219	167.8448353	237.2335462
Kcnj14	0.503978788	0.54373535	0	1.754051774	1.301444386	1.343431809	4.696068266	1.175324208	1.692121155
Kcnj15	0	42.70588062	265.6702552	82.65968985	10.22176112	0	27.66277713	73.84953776	79.74120942
Kcnj16	0	7.086012784	7.109932756	7.619658653	0	39.39240604	65.02460204	19.14617646	18.37657501
Kcnj2	1.220631444	5.531070001	5.021194251	20.10859807	10.08667176	0.650755606	17.62943506	8.539869454	3.278640035
Kcnj3	0	0	0	0	0	0	0.922641762	0	0.886541141
Kcnj4	0	0	0	0	0	0	0	0	0
Kcnj5	0	0	0	0	1.145855784	1.577098107	0	0.344937788	7.283598014
Kcnj6	0	0	0	0.297241548	0	0	0.298423333	0	0.286746788
Kcnj8	4.255027489	30.16737161	51.32604565	47.24850035	21.97585206	22.68484077	7.080052647	46.78037447	14.9666621
Kcnj9	0	3.949314465	0.880588002	54.73571308	30.45897258	43.90988379	30.79281613	35.56973149	28.67757256
Kcnk1	12.68863853	18.66761824	6.867899052	103.7129384	84.15000567	108.3889056	30.22992123	37.66134276	20.01022544
Kcnk10	0	7.930851261	0	0	2.711813451	2.099476832	0	0	0
Kcnk12	0	0	0	2.371384545	0	0	0	0	0
Kcnk13	0	0	389.1246981	375.3196728	46.41232075	47.90968302	0	0	0
Kcnk15	0	0	0	0	1.664007624	0	0	0	0
Kcnk16	0	0	0	0	0	0	0	0	0
Kcnk18	0	0	0	0	0.566377265	0.584649826	0	0	0
Kcnk2	1.364102586	0	0	136.0988261	33.46447332	30.90788781	4.76650929	82.71148229	21.37337032
Kcnk3	0	0	0	0.404981858	0.90144665	0	0	0.407044696	5.469563271
Kcnk4	0	0	0	0.889326154	0.989772835	0	0	1.787712153	0
Kcnk5	298.103453	313.0884394	174.6202867	209.6142274	295.0576372	177.5819969	123.8739818	142.9133445	191.1513415
Kcnk6	4.228417772	16.14238422	37.67534067	39.24431676	23.51829998	16.47371346	35.61185102	44.75401188	48.77949258
Kcnk7	63.10653635	115.6155622	16.75639927	11.05089259	32.28502527	38.08755463	12.48168279	12.4955798	34.64732943
Kcnk9	0	0	0	0	0	0	0	0	0
Kcnma1	0	0	0	504.1422668	255.0380002	438.7767999	0	61.41941754	0
Kcnmb1	12.70296104	2.398381834	13.75130261	28.7374662	24.1924776	24.1264378	13.68607312	36.2899591	17.77104317
Kcnmb2	0	0	0.986475768	0	0	1.821848172	0	0	2.039743167
Kcnmb3	3.694444502	45.8376452	1.999668588	64.29086989	50.08662948	96.01898972	40.87943731	64.61834554	43.41465846
Kcnmb4	211.7412969	165.6223287	98.84928899	468.2678284	404.9648166	315.7271947	57.03211364	89.50123083	112.5633789
Kcnmb4os1	17.66268288	13.33920733	21.0323708	26.63844808	68.41656844	75.33209123	4.114516651	14.41684203	9.883815245
Kcnn1	0	0	0	0.763473962	0	0	0	0	0
Kcnn2	0	0	0	0	0	0	0.75714346	0	0.727518366
Kcnn3	0	0	0	77.58457083	20.29053802	32.1159041	7.321538492	21.5818657	13.67929373
Kcnn4	25848.94158	20426.47391	21206.83825	5500.27301	5555.827808	6965.504268	13778.01568	7772.446644	12766.09856
Kcnq1	0	0	0	0.509402733	3.968567539	0	1.534284106	0	0
Kcnq1ot1	93.8876053	165.7506349	155.7841937	266.0554176	266.9622094	355.3092385	154.0073736	172.1338489	189.6553194
Kcnq2	0	0	0	0	0.746632986	0	0	0	0
Kcnq3	0	1.495744533	0	0	1.790051287	0	0	0	0
Kcnq4	0	1.14245031	0	2.456975919	1.367241933	0.705676064	0.616686114	5.556354553	0
Kcnq5	140.0000022	906.2637403	3207.889397	2030.237996	843.564286	1648.2612	4891.943745	4979.013572	5745.097661
Kcnrg	430.2941244	4220.345849	4192.24638	10982.3933	8687.29439	8446.195295	8884.633125	6294.587071	7223.615442
Kcns1	1.471238961	0.529099406	11.14859478	28.44728756	15.83016102	10.4581609	12.56657132	12.00871908	15.3680207
Kcns2	0	0	0	0	0	0	0	0	0
Kcns3	0	0	0	205.7307836	49.06445337	22.50994631	9.83565409	54.15632769	66.15567004
Kcnt1	0	0	2.834175951	15.18681966	8.789104836	8.374763488	0.609888	1.221134089	15.82266518
Kcnt2	0	0	0.727703504	14.42767057	0.433979244	2.687882141	0	5.486925474	1.128508397
Kcnu1	0	0	0	0	0.486336978	2.008109059	0	0.439207106	3.79397428
Kcnv1	0	0	0	0	0.381951928	0	0	0	0
Kcnv2	0	0	0	0	0	0	0	0	0
Kcp	1.088379723	1.761355469	0.589100402	3.156671189	0	1.087965388	2.218455122	0.634550038	2.131652625
Kctd1	25.97122343	36.86838615	71.02625528	42.02363129	20.29644654	25.50587441	31.04599447	23.11118628	31.36105119
Kctd10	260680.0041	280765.5415	242359.8328	449007.4353	471100.5264	276534.6904	350616.4792	384091.4459	464908.9712
Kctd11	73.29169843	86.98067677	47.07522524	98.63287018	20.81904616	14.32714253	2.845546508	41.59123489	32.26364878
Kctd12	182.6911041	332.8478145	370.1021089	2095.519349	1748.442618	990.6634059	834.2768406	1544.439268	1489.977071
Kctd12b	0	3.291781747	23.72078191	46.98127384	10.02777149	37.70826772	43.61430555	53.04229573	28.248954
Kctd13	167.2551417	207.342989	165.3897598	127.8043411	151.5836498	146.8284058	123.6295336	106.8898388	154.7898688
Kctd14	5.40650415	11.66599666	175.5806565	68.99507988	237.3443069	180.1481983	50.37774046	25.21691533	0
Kctd15	0	0	0	1.919130444	2.135890383	1.469865897	0.642253532	0	0.617123788
Kctd16	0	0	0	6.782333526	0	0	0	0	0
Kctd17	1888.211709	1084.04358	972.1016638	1616.187999	1541.769867	1235.685146	729.3281094	843.3401593	1075.633248
Kctd18	8398.000132	9501.20432	9841.797454	10040.39699	10904.57476	9863.577098	8818.893348	10490.32684	9228.715971
Kctd19	0	0	0	2.038283854	0	0	0	0	0
Kctd2	591.1947998	707.708505	558.4578411	652.6651842	643.7278508	600.254613	561.4008677	419.7631144	461.8909465
Kctd20	216.6791701	269.0470479	251.958242	357.4572366	324.8475683	223.0594992	247.8584831	292.7211053	320.6482632
Kctd21	15.65758518	6.757095945	10.16985841	16.08893616	6.353788949	2.385009447	6.252736707	6.259698458	5.006735876
Kctd3	78.65784623	78.66277897	110.8106925	152.9230305	138.6604117	143.1338977	140.5624668	144.0694196	139.4843084
Kctd4	60.87562285	94.70932012	75.92771473	188.3306676	164.6059522	285.153984	117.1470442	157.3987163	162.92068
Kctd5	204.0740773	120.3064808	99.03120624	156.3704674	198.4943698	85.85524393	130.5115639	133.181645	163.5717116
Kctd6	33.08859275	22.63826293	65.5231212	66.4755111	45.84906443	64.53852931	94.93972539	147.7438871	84.90245275
Kctd7	2.494139749	4.036336396	4.049961696	3.616926576	8.855984316	2.908721965	4.720698957	6.543629928	7.327368517
Kctd8	0	0	0	0	0	0	0	0	0
Kctd9	20620.23654	18089.00047	18240.75642	13534.49368	15996.1708	13176.29456	12258.74879	13469.109	12951.14446
Kdelc1	262.1084379	170.4118995	154.8796669	92.95065526	175.1246302	133.4833036	131.9814427	168.8307204	149.8750442
Kdelc2	38.32327173	29.92693105	24.49648896	52.08195607	52.78064138	33.56570273	17.85478919	50.21930696	17.97313758
Kdelr1	716.8918145	676.5283583	522.0905212	361.2092939	388.4939504	275.4885314	311.8547307	330.5069477	405.0679141
Kdelr2	1024.459476	1368.988943	927.6732804	1070.078089	991.3671713	633.3660095	839.0344596	1010.980213	864.13609
Kdelr3	37.62376297	26.38462327	28.5101264	194.2366309	99.58626674	115.335616	99.69555321	123.9356104	68.42480017
Kdf1	0	0	0	52.30443652	58.21206332	330.49561	288.8181476	105.1417148	126.1442861
Kdm1a	842.1127827	636.7892981	761.1872785	1257.926035	1228.564148	1279.371277	1000.374101	1218.554114	1352.735343
Kdm1b	233.890118	295.5003737	301.405832	177.5959542	211.0843888	191.5906975	222.1009818	239.4519803	276.6877658
Kdm2a	1187.755008	872.6037037	1070.556227	937.4697305	883.0926252	887.9151343	789.5904704	868.5986444	1032.424567
Kdm2b	3664.230827	4461.606106	5208.205651	24403.46072	19890.96777	19998.0254	13164.34605	19774.78341	21399.4844
Kdm3a	41436.25734	41083.14851	41768.47863	44993.98248	47128.11291	45634.10118	50731.46224	50447.92247	50593.16777
Kdm3b	1448.376007	1011.42321	1248.454506	1111.892154	965.5942373	934.683425	881.7237938	963.1695126	1205.954983
Kdm4a	405.2343814	318.37234	283.4530223	315.8288983	274.582058	254.8196266	253.3449339	330.3612916	242.6569303
Kdm4b	81.35791885	80.61684501	77.14122812	146.9346215	161.2953993	141.8895667	119.6280097	153.7383978	157.245283
