	Hh_v_GF_CD11b-CD103-	Hh_v_GF_CD11b-CD103+	Hh_v_GF_CD11b+CD103-	Hh_v_GF_CD11b+CD103+	Hh_v_GF_Monocyte	Hh_v_GF_Macrophage
Olfr498	 0.00085469	  0.0035215	  0.0016338	 9.7661e-05	-0.00075931	    -0.1433
Cyp26a1	 0.00081671	  0.0021335	  0.0068691	 0.00035586	-0.00059352	   -0.12138
Gm6994	 0.0022249	 0.0043122	 0.0016338	0.00061152	-0.0012639	  -0.11616
Mir6410	 0.00032004	 0.00059518	 0.00021981	 9.4178e-05	-0.00015522	   -0.11313
Gpr165	0.00023725	0.00044631	0.00015993	7.6861e-05	-0.0001307	  -0.12004
Olfr381	0.00036327	 0.0005453	0.00026392	9.4966e-05	-0.0001965	  -0.12154
Prl3b1	   0.000421	 0.00083684	 0.00032703	 0.00014125	-0.00024589	    -0.1182
Gzmf	 0.00038068	  0.0009446	 0.00020762	 0.00010819	-0.00033421	   -0.12727
Npbwr1	 5.0839e-05	 0.00016957	 6.7646e-05	 2.8733e-05	-4.9679e-05	   -0.12774
Hoxc10	 0.00045372	 0.00082661	 0.00032375	 0.00014003	-0.00024196	   -0.12608
Lhx5	 0.00037376	 0.00049172	  0.0002708	 0.00030632	-0.00020179	     -0.125
March11	 0.00039001	  0.0013009	 0.00023336	 0.00010292	-0.00061218	   -0.13036
Odf4	 0.00013068	  -0.019543	  0.0021639	 4.1693e-05	-7.3022e-05	   -0.11987
Golt1a	  0.0001134	 0.00023803	 9.4799e-05	   0.024723	-5.9144e-05	   -0.12798
Cwh43	8.2348e-05	  0.023146	  0.036646	2.9933e-05	 -0.019773	  -0.10191
Cd200r2	  0.0010156	  0.0021022	  -0.029416	 0.00020777	-0.00066803	   -0.10202
Slc6a2	 0.00020729	 0.00039153	   -0.04496	 6.0453e-05	-0.00010491	   -0.11652
Mir146b	 0.00026584	 0.00049814	  -0.060409	  8.961e-05	-0.00013553	  -0.091195
Aknad1	  -0.030268	 0.00035991	   0.034109	 6.2693e-05	-0.00010541	   -0.10221
Gm20110	  -0.036845	 0.00046163	 0.00011824	 8.3536e-05	-0.00013518	   -0.11899
Tbata	 -0.039553	0.00042231	0.00015498	6.4373e-05	-0.0001177	   -0.1095
Stk33	 -0.056966	0.00064323	0.00025322	9.5042e-05	-0.0001763	  -0.11631
Ankrd22	 0.00015854	 0.00031237	 0.00014739	  -0.044912	-0.00010875	  -0.086892
Mir7072	  0.0001824	 0.00033935	 0.00014911	  -0.043845	-9.0396e-05	  -0.090484
Chrna4	 0.00021171	 0.00033144	 0.00014407	  -0.048891	-0.00011704	  -0.076605
Sertm1	 9.3129e-05	 0.00016033	 6.7789e-05	  -0.040208	-5.2288e-05	  -0.059666
Spert	 0.00026569	 0.00049788	 0.00019695	  -0.035446	-0.00014579	  -0.048668
Gm10536	   -0.01656	 0.00027713	 0.00011026	  -0.035702	-7.8542e-05	   -0.10776
Lalba	 0.00016317	 0.00029719	 0.00012323	  -0.036895	-6.5721e-05	   -0.11011
Psg29	 0.00034841	 0.00064528	   0.000254	  -0.054155	-0.00018891	   -0.11669
Ttc34	 0.00014161	 0.00026975	 8.4935e-05	  -0.052408	-7.2583e-05	   -0.12603
Mov10l1	  -0.021145	 0.00027525	  0.0041703	  -0.062523	-8.0627e-05	   -0.14445
Mypn	 0.00011867	   0.030796	 0.00010158	  -0.031016	-7.4744e-05	   -0.13564
Gm10373	 -0.044048	  0.047894	0.00015747	  6.84e-05	-0.0001294	  -0.10958
Fmr1nb	 0.00010183	   0.025856	  -0.024567	 3.6829e-05	-4.5548e-05	  -0.063752
Serpinb1c	 0.00012448	   0.012545	  -0.028085	 5.0822e-05	-8.9518e-05	  -0.068818
Mir5103	 0.00017489	 0.00034194	  -0.033278	 6.9717e-05	-9.0464e-05	  -0.037883
Neurod4	 -0.025513	0.00037864	 -0.034394	6.1061e-05	-0.0001109	 -0.031363
Ttll8	 0.00028587	 0.00053422	  -0.061737	 6.2922e-05	-0.00014479	  -0.052472
Mir19a	  0.041853	0.00066097	 -0.049753	 0.0001072	-0.0011292	 -0.036258
Akap3	4.0662e-05	7.8425e-05	3.1353e-05	1.3926e-05	  0.077367	 -0.048941
Mir7043	0.00016394	 0.0003114	0.00010574	-0.0016437	   0.06815	 -0.040172
Gabrd	0.00025542	0.00050934	0.00018623	-0.0022148	  0.051308	 -0.049871
Zfp600	0.00033026	0.00066299	0.00024256	0.00010234	  0.058695	 -0.068279
Slc22a8	6.2599e-05	0.00020726	 -0.023807	3.7163e-05	  0.071654	 -0.055323
Olfr112	8.1944e-05	0.00016467	6.5716e-05	   0.02228	  0.071061	 -0.063581
Mir6939	  0.030917	0.00033618	0.00014528	5.6186e-05	  0.068139	 -0.076507
Bbox1	0.00034279	0.00063538	0.00025023	 9.223e-05	  0.066336	  -0.10819
Kcnv2	 0.0019704	 0.0043122	 0.0016338	0.00061152	  0.070589	 -0.090871
Slc22a1	0.00031549	0.00049559	0.00023167	9.8064e-05	  0.059723	 -0.085553
Gpr156	6.4195e-05	 -0.021209	7.9637e-05	3.8604e-05	  0.034864	 -0.070649
Mir1941	0.00012336	0.00024488	7.9169e-05	4.1893e-05	  0.038873	 -0.083015
Otor	0.00013499	0.00024759	0.00010245	4.8056e-05	  0.040872	 -0.097864
Myog	9.6825e-05	0.00018547	 -0.014129	3.2451e-05	  0.032999	 -0.078849
Gm17762	 0.0002632	 0.0068362	  0.034639	8.2005e-05	  0.066874	 -0.084826
Cpa6	0.00021008	0.00047081	0.00018639	8.5071e-05	  0.085998	 -0.085063
Tlx1	0.00064158	 0.0043122	 0.0016338	0.00061152	  0.088133	 -0.080874
Gm19619	 0.0001382	0.00026337	 0.0013135	3.6004e-05	  0.090726	 -0.089613
Skint6	 0.0026261	 0.0043122	 0.0016338	0.00061152	  0.099803	 -0.096593
Tmprss11c	 0.0026261	 0.0043122	 0.0016338	0.00061152	  0.099803	 -0.096593
Nhlh1	 0.0001032	0.00019752	7.8745e-05	3.1611e-05	    0.1242	 -0.084935
Trpa1	2.2528e-05	-0.0030672	1.7691e-05	 -0.011346	   0.11565	 -0.093126
Cabp7	0.00027007	0.00097877	0.00035336	0.00071017	  0.084015	  -0.12763
Gm13580	0.00030765	0.00046423	0.00022626	 0.0079314	   0.06757	   -0.1433
Gm11744	0.00016315	0.00023832	0.00012321	4.6069e-05	  0.030686	  -0.13883
Spata31d1a	0.00013838	0.00026369	9.9511e-05	4.3881e-05	   0.04959	  -0.12165
Kcna4	  0.043311	0.00042985	0.00017036	7.8183e-05	   0.07422	  -0.13758
Ttc30a2	  0.045094	0.00026673	0.00010219	4.6326e-05	  0.050143	  -0.13163
Gm10731	0.00023581	0.00041748	0.00017578	  0.042781	   0.09521	  -0.13828
Arhgap20os	  0.085492	 0.0042425	 0.0016338	0.00081603	-0.0012581	  -0.15105
Gdap1l1	    0.09801	 0.00026712	 0.00010631	 4.0816e-05	-7.8247e-05	   -0.15623
Brinp1	   0.10369	 0.0043122	 0.0016338	0.00061152	-0.0012639	   -0.1859
Epha5	  0.062676	0.00055873	0.00020643	8.8583e-05	-0.0034618	  -0.13988
Slc34a3	   0.064869	 0.00019428	 6.5543e-05	 3.6613e-05	-5.6918e-05	    -0.1351
Gm11213	   0.050615	  0.0003522	 0.00013987	 5.6478e-05	-0.00010316	   -0.13486
Fgf17	  0.051298	 -0.021267	8.7319e-05	4.1151e-05	-5.079e-05	  -0.15303
Zic4	   0.055298	 0.00046463	 0.00018397	 6.2716e-05	-0.00013606	   -0.17433
Mir16-2	   0.046988	 0.00025853	   0.021199	  -0.033344	-7.0698e-05	   -0.11844
Ahsg	   0.11863	0.00028054	 0.0001072	5.2207e-05	  -0.06519	 -0.068897
Ccdc8	   0.10725	   0.03258	9.0877e-05	4.6593e-05	   0.05165	  -0.10965
Psg23	   0.10125	 0.0003751	0.00015844	6.6043e-05	  0.037446	  -0.07783
Sh3tc2	  0.095573	0.00053281	0.00021057	8.9418e-05	  0.053822	 -0.065508
Chil1	    0.12261	  8.231e-05	 3.2904e-05	   0.034853	-2.4118e-05	  -0.071471
Gsdmcl2	   0.085911	 0.00031528	 9.2493e-05	   0.043012	-9.2349e-05	   -0.08196
Mro	   0.078604	 0.00039135	 0.00017338	   0.037586	-0.00012815	  -0.079146
Cyp2e1	   0.078112	 0.00062608	 0.00023452	 0.00024964	-0.00020076	  -0.063346
Hoxc9	   0.089276	 0.00060628	  0.0016338	 0.00061152	-0.00075786	  -0.071658
Glra3	   0.10369	 0.0043122	 0.0016338	0.00061152	-0.0012639	 -0.096593
Mir7094-1	   0.10369	 0.0043122	 0.0016338	0.00061152	-0.0012639	 -0.096593
Spdyb	   0.10369	 0.0043122	 0.0016338	0.00061152	-0.0012639	 -0.096593
Itih1	      0.102	 0.00023882	   -0.04452	 4.4716e-05	-6.9961e-05	  -0.090946
Grik4	    0.13832	 0.00019328	 7.9362e-05	 3.4164e-05	-4.2077e-05	   -0.09346
Usp9y	   0.15949	 0.0043122	 0.0016338	0.00061152	-0.0012639	  -0.08613
Trim10	    0.1572	0.00021213	  0.026313	3.1011e-05	 -0.021125	 -0.069647
Ankrd7	    0.10974	   0.060667	    0.00018	 8.6855e-05	-0.00011632	  -0.089401
Gm10549	   0.087492	   0.086777	 0.00014885	 5.2482e-05	-0.00010984	  -0.096332
Clstn3	   0.061549	   0.044587	 0.00014048	 4.2216e-05	-0.00010361	  -0.092953
Tmc2	   0.036107	   0.049858	 0.00017126	    0.04065	-0.00012656	  -0.079304
Btn1a1	   0.13332	 -0.061928	0.00011206	4.8289e-05	-8.898e-05	  -0.10452
Sult1c2	     0.1098	  -0.034726	 3.7697e-05	   -0.06684	-2.7166e-05	  -0.076907
Amdhd1	  0.051709	0.00016234	6.4774e-05	2.6325e-05	  0.015526	-0.0078673
Mir1668	   0.051758	 0.00055737	 0.00019566	  9.386e-05	-0.00015407	   0.010206
Pou5f1	   0.054764	 0.00093885	  0.0003155	 0.00057157	-0.00032929	 0.00054208
Rad21l	   0.053992	  0.0007345	 0.00028854	 0.00012641	-0.00019849	 0.00074776
Tdg	   0.062605	   0.011514	 0.00026733	 0.00017361	-0.00019912	 0.00069185
Olfr1328	   0.067286	 0.00013945	  5.567e-05	 2.6484e-05	-3.9347e-05	  -0.011838
Oog4	   0.068853	  -0.018939	 9.4029e-05	  4.133e-05	-6.9161e-05	 0.00017145
Gldn	   0.045438	 0.00031153	 0.00012384	 4.4836e-05	-9.1249e-05	  -0.028661
Pax2	    0.03976	 0.00041075	 0.00016287	 6.6456e-05	-0.00012029	   -0.04615
Tmprss3	   0.056738	 0.00020772	   0.022256	  -0.022499	-5.5409e-05	  -0.035821
Gpc5	   0.073012	 8.7128e-05	 3.4114e-05	   0.030053	-1.7073e-05	    -0.0322
Prol1	   0.053168	 0.00054081	 0.00021368	   0.040882	-0.00014648	 0.00054894
Ankfn1	   0.10369	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474
Mir6944	   0.10369	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474
Mir7007	   0.10369	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474
Mir7088	   0.10369	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474
Olfr1023	   0.10369	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474
Olfr1382	   0.10369	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474
Olfr1535	   0.10369	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474
Olfr315	   0.10369	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474
Olfr351	   0.10369	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474
Olfr516	   0.10369	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474
Olfr552	   0.10369	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474
Olfr671	   0.10369	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474
Olfr736	   0.10369	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474
Olfr788	   0.10369	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474
Olfr95	   0.10369	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474
Olig1	   0.10369	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474
Olig2	   0.10369	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474
Scgb2b23-ps	   0.10369	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474
Spinkl	   0.10369	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474
Usp17le	   0.10369	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474
Mir199b	   0.10369	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474
Mir139	   0.10369	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474
Mir101b	   0.10369	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474
Magea8	   0.10369	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474
Barhl2	   0.10369	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474
Klra23	   0.10369	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474
Klk1b21	   0.10369	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474
Kcnk9	   0.10369	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474
Gm17365	   0.10369	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474
Gm14124	   0.10369	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474
Gjd2	   0.10369	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474
Foxb2	   0.10369	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474
Fam170a	   0.10369	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474
Efcab10	   0.10369	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474
Birc7	   0.10369	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474
Crygd	   0.10369	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474
Ifnl3	   0.10319	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474
Lgsn	    0.1031	 0.0043122	 0.0016338	 0.0010012	-0.0012639	  0.004474
Bcas1os2	    0.11059	 0.00022718	  8.578e-05	 4.2796e-05	-6.6556e-05	 0.00020946
Slc22a3	    0.11006	 0.00019225	 6.3571e-05	  2.715e-05	-5.6321e-05	 0.00019426
Msgn1	     0.1066	  0.0014573	  0.0002631	 0.00015897	-0.00068974	  0.0010408
Gm17769	     0.1081	  -0.017901	 6.7122e-05	 3.5916e-05	-5.9675e-05	 0.00020085
Klra14-ps	     0.1235	 0.00036148	 0.00013739	 7.2695e-05	-0.00011706	 0.00042667
Pebp4	    0.12905	 0.00079839	 0.00027233	 0.00087581	-0.00017877	 0.00070537
Tgm5	    0.11763	  0.0003397	 0.00013495	 4.4667e-05	-7.7695e-05	 0.00034388
Zdhhc19	    0.13466	 0.00040732	 0.00016153	 5.3699e-05	-0.00011929	   0.007413
Dazl	   0.070295	 0.00059488	 0.00020512	 9.6108e-05	-0.00020143	 0.00061319
Olfr1509	   0.077045	  0.0025449	   0.001566	 0.00061152	-0.00040069	   0.000524
Krt83	  0.081283	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474
Ugt2b36	   0.081914	  0.0037976	  0.0016338	 9.3599e-05	-0.00080188	  0.0034344
Mir190	  0.087065	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474
Olfr649	   0.084599	 0.00073745	 0.00028968	 0.00012715	-0.00013475	  0.0007508
Mir1966	   0.09294	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474
Klra22	   0.079044	   0.015457	  0.0016338	 0.00061152	-0.00075761	  0.0026677
Bhlhe22	  0.078542	  0.036852	4.4398e-05	3.0551e-05	-4.265e-05	0.00016299
Gm14204	    0.10422	 6.4346e-05	  -0.038161	  -0.023747	-1.8609e-05	   0.014738
Gm15941	    0.11592	 0.00020987	 8.3644e-05	   -0.05087	-6.1484e-05	 0.00021212
C1s2	   0.10577	  -0.03118	 5.682e-05	2.8147e-05	 -0.012624	  -0.02401
Nxnl1	   0.080144	  -0.058184	 6.0139e-05	 2.5971e-05	-5.1038e-05	  -0.046945
Camp	    0.14599	   -0.03377	 0.00013719	 6.3651e-05	-0.00010116	 0.00025027
Eef1a2	    0.13248	  -0.049305	 0.00026479	 0.00061152	-0.00019841	  0.0013736
Kif26b	   0.13485	 -0.036538	7.9424e-05	  0.013867	 -0.044957	-0.0092668
Isl2	   0.14434	0.00015876	6.7782e-05	3.2176e-05	  0.042208	  0.018859
Dnase2b	   0.063954	   0.054463	   0.059717	 5.2486e-05	-8.5398e-05	 0.00029474
Gm10845	   0.12085	0.00043006	  0.056928	 8.349e-05	 -0.012039	 0.0095084
Panx3	    0.12075	 0.00063055	   0.076427	 8.6778e-05	-0.00018462	 0.00064089
Gm17644	  0.075329	0.00067915	  0.092873	0.00061152	 -0.016458	0.00068666
Grid2	   0.10369	 0.0043122	    0.1027	0.00061152	-0.0012639	  0.004474
Tdpoz1	  0.097248	 0.0043122	    0.1027	0.00061152	-0.0012639	  0.004474
Olfr91	   0.10369	 0.0043122	 -0.099433	0.00061152	-0.0012639	  0.004474
Wfdc5	   0.079494	 0.00044258	  -0.050904	 8.0334e-05	-0.00012961	   0.060827
Ass1	  0.046314	  0.071345	0.00022303	0.00010048	  0.066551	0.00044958
Fgf22	 0.0002295	  0.077318	0.00018169	 -0.058773	  0.045971	0.00046518
Mir6962	  0.040263	  0.046712	0.00015582	 -0.049986	  0.041341	 0.0075248
Nudt11	0.0016203	  0.10432	0.0016338	-0.093372	 0.089842	 0.004474
Car3	 4.3909e-05	   0.091523	  -0.037199	   0.055646	-2.3696e-05	  -0.011591
Efhc2	   0.020498	   0.098831	 5.5536e-05	   0.049705	-6.2992e-05	 0.00021733
Cpne4	   0.040344	   0.070302	   0.020542	 3.8194e-05	-5.9449e-05	  -0.019368
Ppp1r36	   0.044991	   0.085913	    0.03078	 2.6959e-05	-4.9254e-05	  -0.016021
Zcchc12	   0.026439	   0.091035	    0.03317	  -0.027888	-7.4924e-05	 0.00022228
Gm11549	 0.00013056	    0.05999	   0.031731	 3.0908e-05	-6.9266e-05	 0.00024742
Scg2	 3.4261e-05	   0.075819	   0.037515	 1.2566e-05	-1.7282e-05	 -0.0039663
Ddo	 0.00012245	   0.061649	 0.00010217	  3.902e-05	-7.2835e-05	  -0.018415
Gm21269	 0.00036188	   0.081766	 0.00026335	 7.3091e-05	-0.00019585	 0.00068032
Tmem130	 6.7467e-05	   0.086092	 5.1791e-05	 2.4667e-05	-3.8002e-05	 0.00013097
Tbc1d21	 0.00029156	   0.065916	 0.00021508	 8.6111e-05	-0.00015941	 0.00035281
Pik3c2g	0.00012597	  0.081487	9.5748e-05	3.1251e-05	 -0.019429	 -0.022991
Dnajb8	 0.0026261	   0.10538	 0.0016338	0.00061152	-0.0012639	  0.004474
Gm14139	 0.0026261	   0.10538	 0.0016338	0.00061152	-0.0012639	  0.004474
Gm15679	 0.0026261	   0.10538	 0.0016338	0.00061152	-0.0012639	  0.004474
Gm4736	 0.0026261	   0.10538	 0.0016338	0.00061152	-0.0012639	  0.004474
Gm5886	 0.0026261	   0.10538	 0.0016338	0.00061152	-0.0012639	  0.004474
Mageb4	 0.0026261	   0.10538	 0.0016338	0.00061152	-0.0012639	  0.004474
Mir375	 0.0026261	   0.10538	 0.0016338	0.00061152	-0.0012639	  0.004474
Mir496	 0.0026261	   0.10538	 0.0016338	0.00061152	-0.0012639	  0.004474
Mir6918	 0.0026261	   0.10538	 0.0016338	0.00061152	-0.0012639	  0.004474
Mir6995	 0.0026261	   0.10538	 0.0016338	0.00061152	-0.0012639	  0.004474
Olfr1029	 0.0026261	   0.10538	 0.0016338	0.00061152	-0.0012639	  0.004474
Olfr1359	 0.0026261	   0.10538	 0.0016338	0.00061152	-0.0012639	  0.004474
Olfr371	 0.0026261	   0.10538	 0.0016338	0.00061152	-0.0012639	  0.004474
Ssxb1	 0.0026261	   0.10538	 0.0016338	0.00061152	-0.0012639	  0.004474
Tpbpb	 0.0026261	   0.10538	 0.0016338	0.00061152	-0.0012639	  0.004474
Tuba3b	 0.0026261	   0.10538	 0.0016338	0.00061152	-0.0012639	  0.004474
Vax1	 0.0026261	   0.10538	 0.0016338	0.00061152	-0.0012639	  0.004474
Vmn1r67	 0.0026261	   0.10538	 0.0016338	0.00061152	-0.0012639	  0.004474
Hs6st3	 0.0013921	  0.094829	 0.0016338	0.00076325	-0.0011434	 0.0041244
Gm53	 0.0026261	   0.11476	 0.0016338	0.00061152	-0.0012639	  0.004474
Klk7	 0.00021293	    0.11766	 0.00015939	 4.9978e-05	-0.00010998	 0.00040715
Klra1	 0.00015599	   0.099763	 8.9619e-05	 5.3291e-05	-8.6617e-05	   0.036402
Gkn3	  0.056263	  0.075092	0.00063278	 0.0046379	 -0.030159	 -0.004279
Gm6815	  0.039859	  0.052716	0.00016381	6.4931e-05	 -0.049445	0.00040265
Colec10	 -0.013589	   0.10451	6.5895e-05	2.9109e-05	 -0.023979	 -0.048533
Myt1	0.00024269	   0.13201	0.00018068	7.4262e-05	 -0.045813	  -0.06268
Sox11	 -0.036337	   0.14416	3.5116e-05	1.5786e-05	 -0.035798	 -0.046319
Meiob	 -0.036753	   0.13211	0.00016227	7.4679e-05	 -0.053627	0.00032093
Hcrtr1	   0.02051	   0.13031	8.5731e-05	 -0.054363	 -0.010211	 -0.039629
Tmem35	0.00010119	   0.14496	8.8648e-05	  -0.04621	 -0.044484	 -0.037022
Clvs1	 -0.027305	   0.11573	 -0.070675	6.2466e-05	 -0.044204	  0.045551
Hspb2	 0.00031544	    0.15476	 0.00023164	 0.00010402	-0.00017188	   0.055418
Pcdhb19	 0.00020699	     0.1442	  -0.024549	-0.00049274	   -0.01178	   0.063345
Lrit2	 0.00023227	    0.13339	  -0.050279	 7.9432e-05	-0.00012805	    0.10003
Cyp2w1	  -0.065776	   0.083919	  0.0001436	 6.6571e-05	-0.00010642	   0.050658
Trim42	  -0.073311	   0.099312	  0.0016338	 0.00010321	-0.00086171	  0.0035563
Sept12	  -0.072399	    0.12061	 0.00015493	 6.4752e-05	-0.00011437	     0.1005
Ang4	  0.001886	  0.003439	  0.001454	   0.13091	-0.0010932	   0.07588
Trim50	 0.00011462	 0.00021907	 8.7289e-05	    0.14771	-6.4178e-05	   0.098644
Defa3	 0.0026261	 0.0043122	 0.0016338	   0.09976	-0.0012639	   0.10554
Gm5409	 0.0026261	 0.0043122	 0.0016338	   0.10168	-0.0012639	   0.10554
Dll3	   0.042832	  0.0002351	   0.029058	   0.085731	-6.8872e-05	    0.10877
Gm12709	  -0.025154	 0.00031445	 0.00011107	    0.06805	-9.2105e-05	    0.07498
Mir7681	 0.00035951	  0.0012912	 0.00062138	   0.076664	-0.00060739	   0.075171
Itln1	3.1896e-05	5.7896e-05	2.3732e-05	  0.073828	 0.0094442	  0.037358
Gm5878	 7.1986e-05	 0.00011499	   0.045845	    0.17813	-4.0525e-05	   0.060515
Hephl1	  0.011731	0.00080809	   0.05497	   0.13468	-0.0068436	  0.076388
Slc24a4	 0.00013599	 0.00025922	   0.029711	    0.13404	-7.5936e-05	   0.040209
Chst5	 0.0026261	 0.0043122	 0.0016338	   0.10168	-0.0012639	  0.004474
Cyp2c66	 0.0026261	 0.0043122	 0.0016338	   0.10168	-0.0012639	  0.004474
Faim2	 0.0026261	 0.0043122	 0.0016338	   0.10168	-0.0012639	  0.004474
Gm2663	 0.0026261	 0.0043122	 0.0016338	   0.10168	-0.0012639	  0.004474
Gm5771	 0.0026261	 0.0043122	 0.0016338	   0.10168	-0.0012639	  0.004474
Mir143	 0.0026261	 0.0043122	 0.0016338	   0.10168	-0.0012639	  0.004474
Mir3098	 0.0026261	 0.0043122	 0.0016338	   0.10168	-0.0012639	  0.004474
Nkx2-5	 0.0026261	 0.0043122	 0.0016338	   0.10168	-0.0012639	  0.004474
Olfr713	 0.0026261	 0.0043122	 0.0016338	   0.10168	-0.0012639	  0.004474
Slc22a30	 0.0026261	 0.0043122	 0.0016338	   0.10168	-0.0012639	  0.004474
Speer4e	 0.0026261	 0.0043122	 0.0016338	   0.10168	-0.0012639	  0.004474
Vnn1	 0.0026261	 0.0043122	 0.0016338	   0.10168	-0.0012639	  0.004474
Mir219-1	 0.00024299	 0.00037221	 0.00018241	     0.1157	-0.00014326	  0.0004366
Gm12530	  -0.032005	 0.00025695	  -0.019165	    0.10292	-7.5269e-05	 0.00025985
Pah	  -0.031222	 0.00020726	 8.8473e-05	   0.080781	-4.8696e-05	 0.00022447
Hsd17b6	 0.00015463	 0.00043532	  -0.052954	    0.10158	-0.00013473	 0.00046647
Lefty2	  -0.040464	 0.00015559	  6.209e-05	    0.15076	-4.5585e-05	 0.00015382
Psmb11	 -0.038016	0.00016452	6.4134e-05	   0.14043	  0.013909	-0.0089954
Mir7085	 -0.063405	0.00029894	 -0.039094	   0.12413	  0.026622	 -0.033841
Klra15	 0.0026261	 -0.097091	 0.0016338	   0.10168	-0.0012639	  0.004474
Sbk2	   0.026946	  -0.088404	   0.020377	   0.098867	-4.7981e-05	 0.00016543
Krt13	 0.00031971	  -0.037606	 0.00023458	   0.083584	-0.00017409	 0.00060401
Olfr715	 0.00039513	   -0.04783	 0.00092376	     0.1024	-0.00075184	  0.0011841
Wdr20rt	 0.00037867	  -0.069104	   0.000274	   0.084621	-0.00027348	   0.011811
Mir7090	0.00021072	 -0.069151	  0.050363	  0.093212	-0.0001113	  0.044673
Cdh10	   -0.11527	 0.00035921	 0.00011008	   0.073794	-0.00010044	  -0.035722
Tspear	  -0.10052	 -0.026308	7.4771e-05	  0.092845	 -0.024694	0.00017903
Wt1	  -0.082878	 0.00044844	   0.055325	   0.080135	-0.00013133	 0.00045461
Mir6921	 -0.056511	  0.057736	 0.0025163	  0.068055	 -0.059824	0.00056783
Ccl20	    0.13973	 0.00048701	 0.00022216	    0.11072	-0.00016473	 0.00052812
Hpdl	    0.11054	 0.00033323	 0.00015372	    0.11656	-0.00010327	 0.00031735
Nmu	   0.11839	0.00022662	 -0.041834	   0.12866	  0.018678	  0.015741
Erv3	   0.059525	 0.00020127	 8.2468e-05	    0.13479	-6.0617e-05	 0.00020912
Gzmk	   0.068799	 0.00026429	 8.7353e-05	    0.12671	-5.7174e-05	 0.00026729
Kcnmb4	  0.044975	 -0.025585	0.00014548	   0.14622	  0.027144	0.00030091
F12	   0.083246	 0.00046377	 0.00018363	    0.11276	-9.6584e-05	  -0.045166
Panx2	   0.079483	   0.060266	 0.00010104	    0.11288	-7.1793e-05	 0.00025665
Sp9	   0.082314	    0.04977	 0.00018157	   0.064646	-0.00013427	   -0.04598
Gm12505	  0.075724	0.00029275	  0.095567	  0.090816	-0.0073703	   0.04082
Tmem63c	    0.10308	    0.00813	   0.046245	   0.086078	-0.00011294	   0.047186
Muc20	   0.060174	 0.00020661	   0.038077	   0.056485	-6.9006e-05	 0.00020519
Pde6c	     0.1244	  -0.052172	 0.00028024	   0.075984	-0.00020699	   0.055403
Slc38a8	   0.10912	0.00053871	0.00021287	  0.057455	  0.051109	  0.066451
A2m	 0.0014412	 0.0043122	    0.1027	0.00061152	  0.096403	 -0.091878
Rnase2b	  0.035414	8.4633e-05	   0.12268	1.6197e-05	  0.056286	 -0.071466
Tmem132b	0.00022449	0.00045129	   0.09879	6.2153e-05	   0.05285	  -0.07796
Mfi2	0.00010133	  0.029025	  0.080061	 -0.030638	  0.045332	  -0.10546
Myh3	  0.036181	0.00012961	  0.099004	 -0.039821	   0.07752	   -0.1279
