	LI_v_SI_GF_CD11b-CD103-	LI_v_SI_GF_CD11b-CD103+	LI_v_SI_GF_CD11b+CD103-	LI_v_SI_GF_CD11b+CD103+	LI_v_SI_GF_Monocyte	LI_v_SI_GF_Macrophage	LI_v_SI_SPF_CCR6-ILC3	LI_v_SI_SPF_CCR6+ILC3	LI_v_SI_SPF_ILC2
Usp33	 0.036979	-0.095341	 0.023113	  0.36882	 -0.15729	-0.099886	 0.096346	 -0.40881	 0.016793
Dnajc5	  0.24674	  0.21427	  0.45914	  0.53368	 -0.10154	  0.19946	-0.092304	 -0.12211	 0.077045
Rnf41	 0.25903	 0.23304	 0.35252	  0.4527	0.053319	   0.342	 0.20474	-0.29819	 0.12197
Copa	 0.23088	-0.16709	 0.36179	 0.31014	  0.2001	  0.2575	-0.12033	-0.24915	-0.17076
Tsc22d2	  0.12988	 -0.17653	   0.3553	  0.37134	  0.11392	 0.085315	-0.085476	  -0.1772	 -0.10451
Rad23b	  0.17375	 -0.16933	  0.37074	  0.56059	  0.11638	  0.27533	  -0.3298	 -0.24956	-0.043224
Rnf115	  0.11367	  -0.1601	  0.26162	  0.45277	 0.024381	  0.16885	 -0.22822	 -0.32991	-0.046206
Strap	 -0.10328	 -0.19632	  0.32871	  0.26591	  0.17402	 0.093873	 -0.22614	-0.093794	 -0.14618
Trpc4ap	  0.10527	 -0.15578	   0.4041	   0.3149	  0.12545	-0.087492	 -0.37254	 -0.14363	 -0.20561
Dnajb9	  0.1259	-0.26767	 0.59865	 0.52862	0.055971	0.079879	0.017667	-0.14046	-0.15323
Ormdl2	  0.14269	 -0.37477	  0.48801	  0.43399	 -0.10355	0.0011337	-0.088124	 -0.22327	-0.063137
Eif4a2	  0.26145	 -0.12033	  0.37666	   0.2688	-0.071211	  0.12841	 -0.17269	-0.035591	-0.071123
Taf1d	  0.5101	-0.05976	 0.32163	 0.37344	0.026522	 0.18126	-0.33716	0.027213	-0.22312
Mkln1	 0.10263	-0.13327	 0.40664	 0.12597	-0.11221	 0.21494	-0.52078	-0.28164	0.037743
Rps27	  0.24402	 -0.13419	  0.39251	  0.37623	 -0.15378	  0.13758	 -0.46419	 -0.25105	0.0060859
Zbtb11	  0.33626	-0.066364	  0.40427	  0.13051	 0.034392	  0.11084	  -0.1878	 -0.36925	 0.058974
Arfgap1	   0.2025	 0.093392	  0.31928	  0.90117	  0.12656	 0.076322	   0.1847	  0.25596	-0.023385
Atrip	  0.45753	-0.073296	  0.30096	  0.86768	0.0056097	  0.11676	 0.090517	  0.28619	  0.12716
Mef2b	 0.12556	 0.35395	 0.29513	    1.15	 0.24167	 0.17391	 0.17524	 0.33654	0.064227
Slc25a19	0.0014074	  0.39219	  0.33117	  0.71455	  0.12075	  0.26015	  0.16163	  0.35307	-0.081729
Ccdc175	  0.11518	-0.009134	-0.020759	   0.6752	0.0044393	 0.069443	 -0.01431	  0.05642	 -0.13182
Emc4	  0.19642	-0.028305	  0.30896	  0.57529	 0.095575	 0.070792	-0.051849	  0.12793	-0.023282
M6pr	 0.070112	0.0079738	  0.25446	  0.55299	  0.02867	  0.19233	 -0.31897	  0.10758	-0.024852
Mir7064	  0.16545	-0.046115	  0.27089	  0.78829	 0.011832	  0.28169	 -0.10531	  0.24564	-0.056805
Snora28	  0.18791	 0.081509	  0.27718	  0.85834	 0.084574	  0.31377	 -0.30889	   0.3376	-0.061677
Ptbp1	-0.022019	 -0.13812	  0.38773	  0.82379	-0.065691	  0.24207	 -0.42951	 0.021133	 0.077978
Scamp2	 0.35892	 0.20296	 0.46859	 0.59851	-0.19873	-0.16765	-0.23326	0.097109	 -0.1293
Sepw1	-0.036713	  0.21298	  0.46875	  0.81212	 -0.12227	 -0.24276	 -0.02832	   0.3062	  0.07728
Arfgap2	 0.14201	 0.18684	 0.25135	 0.62451	 0.18028	0.059594	 0.41289	0.027932	  0.1635
Kat5	 0.023126	  0.18609	   0.2617	   0.8681	  0.19047	  0.10769	  0.47841	-0.027794	  0.13364
Prkab1	   0.187	 0.34646	 0.34298	 0.57511	  0.1454	-0.13056	 0.28916	-0.31255	 0.11921
Wibg	 0.16216	 0.32677	 0.31716	 0.88264	0.031688	0.039365	 0.30964	 -0.2193	0.068234
Epc1	-0.029376	 0.034551	  0.30372	  0.67271	 -0.10502	 -0.10938	  0.25515	 -0.29639	  0.18229
Klhl34	0.056258	0.056497	0.056776	 0.53543	0.056806	0.056425	 0.27811	-0.34679	  0.3183
Pax1	   0.105	 0.10573	 0.10614	 0.52059	 0.10619	 0.10562	 0.15676	-0.14386	 0.30528
Wfdc15b	   0.11451	   0.11471	   0.11494	   0.61213	   0.11496	   0.11452	   0.32911	  -0.39591	-0.0057764
Rnf31	  0.13931	   0.1432	 0.015466	  0.64201	 -0.28043	  0.12941	  0.31136	-0.050881	  0.15985
Ftsj3	-0.11625	 0.11063	 0.29658	 0.72044	 0.11494	 0.41403	 0.62696	-0.41662	-0.26171
Gtf2f1	-0.022728	  0.43848	  0.20871	  0.69329	  0.16251	  0.40124	  0.49029	 -0.34004	  -0.1028
Sart1	  -0.1949	  0.39366	  0.27891	  0.41415	  0.18316	   0.2365	  0.46342	  -0.3308	-0.039512
Safb2	-0.27923	 0.32061	 0.26625	 0.45594	-0.32145	  0.5438	 0.52775	 -0.3597	-0.15721
Asun	 0.050489	  0.11992	  0.71708	   1.0719	-0.033463	  0.47079	 0.084891	 -0.15925	  0.18099
Chd4	-0.068612	  0.13022	  0.58249	  0.90716	  0.29681	  0.35543	  0.25187	 -0.30533	  0.26948
Cdh26	 0.11213	 0.34675	 0.63903	 0.59321	 0.13809	 0.52817	0.087612	 -0.1749	 0.19688
Zfp326	-0.027877	  0.35659	  0.69877	  0.82268	  0.16751	  0.32837	-0.069098	 -0.22802	  0.21257
Lpcat1	-0.13143	 0.26293	 0.37566	 0.65356	0.079824	 0.50637	 0.24916	-0.27665	   0.262
Trmt13	-0.40113	 0.11812	 0.38282	 0.43912	 0.16716	 0.53292	 0.12156	-0.26466	 0.12241
Nom1	-0.050341	0.0028156	  0.52411	  0.54823	  0.51662	  0.43752	  0.33007	 -0.30135	 -0.26837
Tmem19	 -0.18564	 0.091822	  0.52565	  0.54125	  0.35313	  0.35608	   0.2539	 -0.25945	-0.063717
Ankrd32	   0.4789	  0.16595	  0.45117	-0.026026	 -0.17999	  0.50272	 -0.23702	 -0.24089	 -0.23393
Exoc6b	 0.30559	 0.10617	 0.40872	 0.38923	-0.23865	 0.55227	-0.46171	-0.47264	 0.11492
Mettl23	 0.20556	 0.13144	 0.24438	 0.31646	-0.20766	 0.40976	-0.23048	0.062622	0.038005
Pum1	  0.47546	 0.099695	  0.11569	  0.42529	0.0018778	  0.32459	 -0.32751	 -0.21254	-0.051792
Zscan21	  0.31885	-0.036745	  0.17968	  0.45418	 -0.16896	  0.50384	 -0.32839	  -0.2317	 -0.08988
Dao	   0.51974	  0.040784	  0.071165	-0.0020081	  -0.18434	   0.40464	  -0.18875	 -0.024934	   0.16498
Fech	   0.47274	-0.0052998	   0.11921	  0.094607	  -0.29862	   0.22605	 -0.051546	 -0.047032	   0.22163
Vsnl1	 0.47148	 0.16013	0.070837	0.058119	 -0.3741	 0.48889	0.064886	-0.41733	 0.43266
Mir7036b	 0.35841	 0.35263	 -0.1658	-0.14048	-0.14386	 0.32039	-0.29118	-0.27408	 0.37568
Mir7062	  0.21452	 -0.15505	  0.42997	 -0.18723	 0.010224	  0.64426	-0.023516	 0.021132	  0.43295
Rabl2	   0.28638	  -0.34387	   0.37377	 0.0021153	  0.063234	   0.46895	-0.0084779	   0.22806	   0.52251
Rnu73b	 0.20953	 -0.1901	 0.62199	  0.2306	-0.27711	 0.59569	-0.21002	0.071256	 0.22326
Syngr4	 0.10911	-0.23486	 0.66812	 0.44705	-0.27791	 0.70368	-0.22947	 0.29048	 0.22048
Acss3	   0.07049	   0.29748	   0.38267	-0.0025627	   0.36089	   0.38074	   0.24764	  -0.15912	  -0.05214
Brd4	 0.20393	 0.35244	 0.33018	 0.30236	 0.24188	 0.37953	 0.16835	-0.24411	-0.32683
Fam163a	 0.23384	 0.43444	 0.45369	 0.23575	 0.37867	 0.35331	 0.23106	-0.29487	-0.15091
Tph2	 0.21773	 0.27006	 0.27115	 0.21833	 0.21727	 0.55824	 0.41057	-0.32716	 -0.2134
Mkrn1	-0.068115	  0.28558	  0.14637	  0.25252	  0.33194	 0.097459	  0.22109	 -0.23913	 -0.27016
Rtfdc1	 0.051153	  0.45152	 0.032243	  0.28112	  0.27075	-0.029718	  0.14944	 -0.29656	 -0.44879
Zc3h18	 0.21443	 0.41728	 0.13755	  0.4561	  0.2553	 0.28796	 0.28852	-0.40793	-0.43926
Art5	    0.467	  0.14854	-0.015652	  0.10013	 0.065448	  0.36948	  0.19067	  -0.3488	 -0.17052
Rprl2	   0.35471	   0.11247	   0.11275	   0.11312	   0.11278	   0.27781	   0.33557	  -0.34247	-0.0037954
Gdap1	 0.73474	  0.2563	0.029681	0.066444	0.073407	 0.19957	 0.18218	-0.18577	-0.39901
Cdk8	 0.32454	 0.36398	 0.07255	 0.16903	 0.35399	 0.08988	 0.26016	-0.41232	-0.16402
Wdr1	   0.43139	   0.25424	   0.12329	   0.33785	   0.24507	  -0.15252	   0.28125	  -0.42691	-0.0029594
Ubqln4	   0.4543	   0.5613	   0.3281	  0.33684	  0.30596	 0.059853	   0.3656	 -0.29371	-0.042978
Fam20b	   0.53211	   0.29173	   0.37288	-0.0024891	    0.4555	    0.1088	   0.18561	  -0.13303	 -0.033577
Dnajc11	  0.08051	  0.35286	  0.44064	   0.2537	-0.062613	  0.36942	  0.31031	 -0.47992	 -0.48692
Tmem177	 0.18992	 0.27781	 0.38655	0.079435	-0.27677	 0.34248	0.076806	-0.70293	-0.60154
Fam170b	 0.10696	  0.1073	 0.10727	 0.10818	 0.10732	 0.44644	  0.1749	-0.41682	-0.69816
Gga3	0.071315	 0.24042	 0.22191	 0.41432	 0.10478	 0.34911	0.068319	-0.70296	-0.72928
Trim38	   0.27088	   0.33799	   0.22083	   0.31976	   0.22137	   0.36095	-0.0046931	  -0.54161	  -0.66911
Gpatch8	  0.20154	  0.49354	  0.26663	  0.18101	  0.41272	  0.28358	-0.095538	 -0.41015	 -0.39141
Lrrc43	 0.17996	  0.3428	 0.17543	  0.1751	 0.17879	 0.51423	-0.14274	 -0.2852	-0.19394
Mia3	 0.22288	 0.20691	 0.19201	 0.18862	 0.34264	 0.43095	 -0.2991	-0.24221	-0.32118
Rrp1	 -0.12183	  0.23646	0.0049433	  0.21004	  0.25527	  0.56269	 0.050205	 -0.26151	 -0.30726
Slc4a1ap	-0.098219	  0.30461	  0.25877	  0.25192	  0.13778	  0.71188	-0.041594	 -0.30458	 -0.36486
Hnrnpd	 0.17025	 0.19387	 0.10149	 0.34225	 0.57383	 0.53033	0.060892	-0.53062	-0.42111
Ncoa6	0.026664	 0.21419	0.057443	  0.3774	 0.29722	 0.20243	-0.17945	-0.35146	-0.35546
Thrap3	-0.13234	 0.29841	-0.17805	 0.21477	 0.35239	 0.24991	-0.12778	-0.43202	-0.52756
Xab2	-0.034494	   0.2711	-0.042887	  0.39483	  0.44639	  0.31936	-0.019243	 -0.58133	 -0.47521
Ncl	0.037085	0.021336	  0.2291	 0.23037	0.073223	 0.39216	  -0.072	 -0.6513	-0.17407
Olfr571	 0.091256	 0.091801	 0.092407	 0.093157	  0.09247	  0.51892	-0.014309	  -0.5383	 -0.35682
Prkd1	  0.10965	  0.21015	-0.047984	  0.36056	 -0.10598	  0.59543	 -0.13611	 -0.63596	 -0.33192
Ajuba	   1.0757	   0.4531	 0.034689	  0.36744	-0.045281	   0.4279	 -0.25753	 -0.64398	 -0.14761
Reg3d	   0.67784	   0.34292	-0.0085598	   0.17557	  0.047855	   0.38507	 -0.023087	  -0.63913	0.00037914
Dap3	  0.40482	  0.32167	 -0.21996	   0.2816	 0.080685	  0.22423	  -0.3136	 -0.49589	-0.094647
Trpc5	  0.49048	   0.4634	-0.086007	  0.33818	 0.050435	  0.48354	 -0.30798	 -0.48436	 -0.45941
Kdm2a	 0.43542	 0.56515	 0.16483	 0.27053	 0.16186	 0.15781	0.046987	-0.45395	-0.42312
Usp4	  0.36292	  0.26738	  0.30108	  0.16951	 0.057512	  0.17107	0.0024571	  -0.4597	 -0.23742
Nobox	   0.60317	   0.10555	   0.10596	   0.10649	   0.10601	   0.10544	-0.0067038	  -0.61511	  -0.40863
Nanos2	  0.54113	  0.35761	    0.254	  0.35836	  0.24357	  0.24725	 0.047308	 -0.50413	-0.053601
Zfp275	  0.61269	  0.37922	  0.25944	   0.4717	  0.19829	  0.18584	-0.099009	 -0.61438	 -0.21334
Zscan29	  0.60668	  0.44212	  0.16938	  0.58107	 0.074095	-0.046997	 -0.22605	 -0.62631	-0.040556
Nr2c1	  0.46906	  0.22075	  0.41016	 0.061307	-0.073001	 0.093033	 -0.23855	 -0.76393	 -0.29002
Pink1	  0.43744	  0.21423	  0.62637	  0.24121	-0.035285	-0.037236	 -0.29172	 -0.58534	 -0.36619
Sec22a	  0.7338	0.064574	 0.14953	 0.35551	-0.35033	0.010028	 -0.2223	-0.78812	-0.11065
Ssbp2	  0.73841	  0.23805	  0.49653	   0.4228	-0.041618	-0.091548	 -0.27317	 -0.81882	 -0.12821
Arhgap35	0.094572	 0.30503	0.071923	 0.52786	  0.1673	 0.22493	-0.33245	-0.45642	-0.07088
Pdpk1	 0.12627	 0.30065	0.078993	 0.31078	 0.20162	  0.1885	-0.30531	-0.22795	0.069573
Zdhhc17	  0.26289	  0.42333	0.0086489	  0.68766	 0.054458	  0.39603	 -0.34405	 -0.25804	  0.18882
Asl	  0.15749	  0.45119	-0.055113	  0.41279	  0.15203	   0.2054	-0.085807	 -0.37007	  0.35857
Ccdc65	   0.08025	   0.39793	   0.27751	   0.56047	   0.17177	    0.6208	-0.0061764	   -0.6017	   0.49614
Gm8234	  0.099038	   0.20582	   0.39525	   0.55815	-0.0041235	   0.20918	 -0.042677	    -0.494	   0.34809
Kcns1	 0.14357	 0.37426	 0.28666	 0.33827	 0.14301	 0.44285	-0.15884	-0.75685	 0.42961
Olfr1420	  0.18443	  0.16445	  0.37855	  0.35483	  0.16482	    0.344	-0.095269	 -0.62919	  0.33078
Tuba1c	-0.12481	-0.16853	 0.14279	 0.37111	 0.19623	 0.48551	-0.31433	-0.29291	  0.3363
Ccdc9	-0.024428	  0.51735	  0.28256	 0.085772	  0.20477	-0.054343	 0.091376	 -0.70018	0.0030397
Ttf1	-0.13949	 0.30492	 0.20271	  0.1805	  0.1928	-0.15764	-0.26774	-0.79489	 0.31195
Mir30c-1	-0.084433	  0.61427	-0.057791	  0.02921	  0.27591	  0.24335	-0.079967	 -0.38749	  0.33595
Rnaseh2a	-0.083649	  0.39411	 -0.12415	 0.088205	  0.22308	   0.2955	  0.30799	  -0.4354	  0.22742
Akt2	 -0.20343	-0.014935	  0.32597	  0.27269	  0.21648	  0.31703	 -0.15963	 -0.15122	 -0.21797
Hspa4	  -0.10832	   0.11505	   0.22724	   0.17224	   0.21914	   0.30411	-0.0072179	  -0.26765	  -0.33387
Mtrf1l	-0.13709	-0.15955	 0.20778	 0.19051	  0.3901	 0.42471	-0.10479	0.012096	-0.13488
Usp24	-0.13223	 -0.1684	 0.26325	 0.22997	 0.20512	 0.53707	-0.16418	-0.11545	-0.36945
Ctdp1	-0.041849	-0.064112	  0.14877	-0.025112	  0.22665	  0.47751	 0.028664	 -0.19317	 -0.33483
Rars	 0.043951	-0.032793	  0.28627	-0.016453	  0.48227	  0.50193	 -0.22586	-0.098867	 -0.57503
Tomm70a	0.031945	0.073799	 0.31548	0.078786	 0.12995	 0.34572	-0.07854	-0.12104	-0.59747
Gm13238	 -0.21128	 -0.30827	 0.082086	-0.024136	   0.1695	  0.46946	-0.017656	 0.055061	 -0.46053
Ccdc58	-0.048826	 -0.16748	  0.48059	 -0.10393	-0.090832	 0.064142	 -0.25018	 -0.08553	 -0.29811
Emc7	 -0.11074	-0.082771	  0.49979	  -0.1271	  0.26906	   0.3574	 -0.25217	-0.074223	-0.099391
Fibp	 -0.1879	-0.13729	 0.55298	-0.03321	0.028812	 0.29518	 -0.3313	-0.16721	 -0.2102
Mir3471-1	-0.043017	 -0.12692	  0.34235	 -0.38498	  0.12776	   0.3594	 -0.21774	 0.088626	 -0.23391
Dnajc3	  0.091396	    -0.341	   0.60852	-0.0051899	  0.095316	  0.045311	  0.030808	  0.075266	  -0.23256
Paxbp1	-0.014358	 -0.21117	  0.54817	  0.14287	  0.14718	  0.18619	-0.035943	 0.012622	 -0.30377
Hiat1	 0.067794	 -0.44041	  0.55218	-0.029468	  0.36479	  0.24798	 0.032139	  0.11907	 -0.34933
Ctdsp1	 -0.18825	 0.087955	  0.53116	0.0043632	  0.19856	   0.2974	 -0.01622	 -0.30647	-0.042038
Ubtf	 -0.25157	  0.12253	   0.4148	-0.030208	   0.3238	  0.32889	-0.051624	 -0.66118	   -0.169
Vprbp	 -0.13395	  0.29806	  0.32286	 -0.14787	  0.19138	  0.14583	-0.095975	 -0.46608	  -0.3609
Mterf1b	-0.036913	-0.085549	  0.67898	 -0.19035	  0.28192	  0.55132	  0.18427	  -0.3399	 -0.19077
Tatdn1	-0.26108	-0.09914	 0.63269	-0.44845	 0.48929	  0.4378	-0.09131	-0.32542	-0.26163
Btbd17	  -0.24411	  -0.18403	   0.79174	  -0.30911	0.00011385	  0.083239	-0.0067143	  -0.20685	 -0.040872
Kif27	-0.063278	  -0.2679	  0.67978	 -0.34654	  -0.2735	  0.40378	        0	        0	        0
Cyp4v3	 -0.28063	 0.040029	  0.64057	 -0.31095	-0.013436	  0.18594	  0.40893	 -0.26469	 -0.27481
Capn1	   -0.1158	 -0.033267	   0.39565	   -0.2274	  -0.22536	  0.052687	-0.0078018	   0.25729	   -0.1034
Pygo2	 -0.10121	-0.057178	  0.30673	 -0.31014	 -0.16988	  0.24266	   0.0783	    0.082	 -0.34948
Scyl1	  -0.25708	  0.042313	   0.21227	  -0.28047	  -0.25324	-0.0068058	 -0.049118	 -0.021538	  -0.64712
Tpi1	 -0.29016	 0.053678	  0.40406	 -0.24924	 -0.19771	   0.0826	  0.12495	-0.048269	 -0.48491
Casp1	-0.57709	-0.11767	 0.75278	-0.44091	 0.16988	0.079631	 -0.1693	-0.36777	-0.77181
P2rx6	  -0.47686	  -0.26276	   0.51477	  -0.28409	-0.0072949	   0.17964	  -0.40582	  -0.10089	  -0.56812
Apba3	-0.047517	  0.11903	  0.62296	 -0.18819	  0.15919	  0.21931	-0.095861	-0.011908	 -0.80327
Fbxw8	0.099576	 0.20368	 0.51604	-0.10815	0.084473	-0.20406	0.014965	 0.18989	-0.94183
Mgat1	-0.049985	  0.41415	  0.74421	 -0.43668	  0.32143	  0.24946	  0.10182	  0.34237	 -0.51779
Aldh6a1	-0.065825	  0.15385	  0.97769	 -0.18788	  0.37952	 0.081261	 -0.30438	 -0.24119	-0.073973
Fut11	 0.046454	  0.30542	  0.83374	-0.001983	  0.42441	  0.20286	  -0.4337	 -0.33367	  0.05106
Malsu1	0.0084868	  0.19814	  0.74129	  0.21362	   0.5397	  0.27416	 -0.26056	 -0.18045	  0.30657
Bcl10	-0.028562	  0.34326	  0.53927	 0.027332	  0.27835	 -0.12755	 -0.10913	 -0.20904	  0.04346
Mrpl55	 0.051224	   0.4661	  0.52441	 -0.33628	   0.5234	-0.067005	 -0.21186	 -0.19591	  0.20916
Prkag1	  0.53411	  0.59539	   0.7356	 -0.28847	  0.38013	  0.17868	 -0.19028	-0.041722	  0.27688
Cdv3	  0.10954	  0.10999	  0.62493	-0.074441	  0.26526	  0.69164	-0.028143	  0.16403	 -0.15067
Gm19461	  0.21931	  0.64291	  0.64815	  0.11083	  0.34764	  0.65419	-0.093288	  0.28361	-0.054282
Crls1	   0.47322	   0.22227	    1.0222	 -0.057861	   0.18491	   0.33147	 -0.049255	   0.26012	-0.0067686
Fam213a	  0.29429	  0.44916	  0.95479	-0.073959	 -0.21263	  0.49526	        0	        0	        0
Ctnnd1	   0.2534	  0.31092	   0.8012	 0.013566	0.0032723	   0.3043	        0	        0	        0
Prss42	 0.064948	  0.32459	  0.67808	 0.067919	  0.04367	  0.10407	-0.096211	 0.061445	-0.035185
Prmt10	-0.065976	  0.25217	  0.56341	 -0.19081	 0.014391	   0.2839	  0.11838	  0.10687	 -0.17313
Pgd	 -0.019466	-0.0001785	   0.88361	   -0.1415	   0.17347	   0.19862	  -0.10796	   0.24682	  -0.11739
Aadacl3	-0.14071	-0.14142	-0.13623	-0.13627	-0.13589	-0.13923	 0.34791	 0.05861	 0.25218
Aspg	-0.16085	-0.16041	-0.15858	-0.15575	-0.16103	-0.16179	 0.37397	0.060854	 0.19095
Olfr1497	-0.14071	-0.13855	-0.13623	-0.13913	-0.13589	-0.13923	 0.33102	0.034141	 0.41144
Zfp572	-0.20926	-0.20709	-0.21024	-0.20481	-0.20443	-0.20777	 0.37193	0.037599	 0.40333
Gtsf1l	-0.079671	-0.067692	 -0.15903	  -0.1583	 -0.15827	 -0.10986	  0.53413	  0.03916	  0.35976
Rab11fip4os2	 -0.12509	 -0.13369	 -0.11101	-0.012391	 -0.12175	 -0.13054	  0.46952	 -0.11478	  0.39192
Cyp4a31	 0.058985	 -0.14144	 -0.14108	 -0.14177	 -0.14104	-0.076995	  0.31978	-0.093013	  0.36575
Myh8	 0.039577	 -0.11971	 -0.11925	 -0.11954	 -0.11923	 -0.11946	  0.18574	-0.058741	  0.17297
Selenbp2	-0.027551	 -0.12442	 -0.14956	 -0.14954	  -0.1496	-0.068087	  0.25541	 0.057537	  0.13472
Cntn6	 -0.14327	-0.072307	 -0.14209	 -0.14226	 -0.14204	-0.026634	  0.47517	 -0.19203	  0.24913
Tssk5	-0.12785	-0.12792	-0.12786	-0.12735	-0.12734	 0.07112	 0.40101	-0.10212	 0.23307
Foxb1	-0.065175	-0.063009	-0.060687	-0.060727	-0.060352	-0.063689	  0.45708	 -0.17005	  0.17633
Vmn2r63	-0.14071	-0.13855	-0.13623	-0.13913	-0.13589	-0.13923	 0.29208	-0.27001	 0.33888
Agmat	  -0.22765	  -0.24466	  -0.24481	  -0.24434	  -0.24462	  -0.24473	   0.32839	  0.034843	-0.0060036
Cma1	 -0.24388	 -0.24294	 -0.24061	 -0.24466	 -0.24275	 -0.24361	  0.41985	 0.066663	-0.066089
Calcr	 -0.22483	 -0.22453	 -0.22418	 -0.22517	 -0.22414	 -0.16886	  0.43547	 -0.04494	-0.056692
Mir7685	 -0.23134	 -0.22348	 -0.22116	 -0.21833	 -0.22082	 -0.22416	  0.38887	  0.01814	0.0091438
Obox5	  -0.1993	 -0.19713	 -0.19481	 -0.19995	 -0.19448	 -0.19781	  0.38887	  0.01814	0.0091438
Pou4f2	  -0.1993	 -0.19713	 -0.19481	 -0.19995	 -0.19448	 -0.19781	  0.38887	  0.01814	0.0091438
Oog3	 -0.1993	-0.19713	-0.19481	-0.19995	-0.19448	-0.19781	 0.39891	0.021216	0.010712
Rhox2c	  -0.1993	 -0.19713	 -0.19481	 -0.19995	 -0.19448	 -0.19781	  0.39522	 0.018378	0.0088544
Slc22a19	  -0.1993	 -0.19713	 -0.19481	 -0.19995	 -0.19448	 -0.19781	  0.38845	 0.059249	-0.054145
Olfr982	  -0.1993	 -0.19713	 -0.19481	 -0.19995	 -0.19448	 -0.19781	  0.28568	 0.041432	-0.022866
Tmem247	 -0.21951	 -0.21736	 -0.21216	  -0.2122	 -0.21182	 -0.21516	  0.22772	 0.051251	-0.042209
Ccdc110	 -0.17695	 -0.17771	 -0.17593	 -0.17309	 -0.17683	 -0.17635	  0.38906	-0.075632	 0.083324
Fam229a	 -0.27144	 -0.12519	 -0.31033	 -0.14528	 -0.33947	 -0.30354	  0.31471	-0.019587	-0.083302
Cct5	  -0.3177	 -0.41268	 -0.10202	 -0.15531	 -0.19469	 -0.25357	  0.29887	0.0011776	 0.030086
Chat	 -0.26201	  -0.2618	 -0.26157	 -0.26232	 -0.26192	 -0.22003	  0.27337	-0.034728	  0.22263
Ms4a3	-0.21071	-0.20855	-0.20623	-0.20895	-0.20589	-0.21207	 0.23217	0.054037	 0.19707
Ttll8	 -0.24165	  -0.2414	  -0.1794	 -0.24198	 -0.24131	 -0.18867	   0.2233	-0.010753	   0.2557
Crip3	-0.20354	-0.14948	-0.20324	-0.20376	-0.20296	-0.10634	 0.24132	-0.15662	 0.16456
Tdpoz2	 -0.14071	 -0.13855	 -0.13623	 -0.13913	 -0.13589	 -0.13923	  0.28653	-0.089154	  0.23759
Gm1110	 -0.18749	 -0.18535	 -0.18301	 -0.18297	-0.084503	 -0.19003	  0.19239	 -0.10473	  0.14668
Rims1	-0.097901	 -0.18413	 -0.18179	 -0.18181	 -0.18415	 -0.18739	  0.19059	-0.051512	  0.11684
Cnpy3	-0.26927	-0.22937	-0.16768	 0.07007	-0.19773	-0.35989	 0.42849	-0.10312	 0.15531
Ush1c	 -0.14762	  -0.3206	 0.021643	 -0.17084	 -0.14745	 -0.34324	  0.44811	-0.048743	  0.22739
Dmrta2	-0.027696	 -0.34385	 -0.21378	 -0.25721	 -0.33283	 -0.11012	  0.55383	-0.048105	 0.045592
Upf3a	-0.088692	 -0.47463	-0.095895	 -0.27751	 -0.38677	-0.082666	  0.40645	  -0.2668	-0.034086
Acsm2	-0.25004	-0.25047	-0.11567	-0.24964	-0.24954	-0.20499	       0	       0	       0
Galr3	-0.23425	-0.23312	-0.23244	-0.23217	-0.23171	-0.23333	       0	       0	       0
Gm5114	-0.25506	 -0.2529	-0.25343	-0.25495	-0.25024	-0.25357	       0	       0	       0
Olfr1039	-0.25128	 -0.2538	-0.24679	-0.24921	-0.24646	 -0.2498	       0	       0	       0
Vmn2r123	-0.24732	-0.24516	-0.24284	-0.24288	-0.24943	-0.24584	       0	       0	       0
Gm13752	 -0.2689	-0.26866	-0.26837	 -0.2693	-0.26834	 -0.2692	       0	       0	       0
Ifnl2	 -0.2633	-0.26318	-0.26237	-0.26248	-0.26334	-0.26284	       0	       0	       0
Gm3776	 -0.27206	 -0.27152	 -0.27093	 -0.27078	 -0.27204	 -0.27138	-0.028066	 0.019405	 0.007767
Gm5549	 -0.23073	  -0.2311	  -0.2301	 -0.22967	 -0.23102	 -0.23089	-0.021275	 0.037131	 0.027679
Scarletltr	-0.26742	-0.26717	-0.20636	-0.26724	-0.17362	-0.26724	       0	       0	       0
Gzmf	-0.27298	-0.27264	 -0.2734	-0.27241	-0.27209	 -0.1454	       0	       0	       0
Olfr1095	-0.29567	-0.29531	 -0.2939	-0.29505	-0.29614	-0.21516	       0	       0	       0
Zfp352	-0.29713	-0.29717	-0.29552	-0.29747	-0.29497	 -0.2172	       0	       0	       0
Olfr153	-0.17608	-0.29745	-0.29715	-0.29821	-0.29712	-0.29753	       0	       0	       0
Slco1a4	  -0.24008	  -0.11848	  -0.23942	  -0.23896	  -0.19599	  -0.23986	-0.0056097	  0.074378	 -0.043092
Gm9866	 -0.25608	 -0.25586	  -0.2556	 -0.25641	 -0.25557	 -0.25639	 -0.14783	 0.062133	-0.058187
Gpr62	 -0.26392	 -0.24397	 -0.26356	 -0.16349	 -0.26316	 -0.15978	 -0.11091	 0.078852	-0.046393
Nrg3	-0.25627	-0.25411	-0.25178	-0.25415	-0.25636	-0.25478	-0.13973	0.059128	 0.11389
Ces2h	-0.31546	-0.31485	-0.31418	-0.31665	-0.31412	-0.31503	       0	       0	       0
Cyp2d13	-0.31546	-0.31485	-0.31418	-0.31665	-0.31412	-0.31503	       0	       0	       0
Defb7	-0.31546	-0.31485	-0.31418	-0.31665	-0.31412	-0.31503	       0	       0	       0
