	LI_v_SI_GF_CD11b-CD103-	LI_v_SI_GF_CD11b-CD103+	LI_v_SI_GF_CD11b+CD103-	LI_v_SI_GF_CD11b+CD103+	LI_v_SI_GF_Monocyte	LI_v_SI_GF_Macrophage	LI_v_SI_SPF_CCR6-ILC3	LI_v_SI_SPF_CCR6+ILC3	LI_v_SI_SPF_ILC2
Lrrc48	 0.36581	-0.41849	 0.74974	-0.49834	-0.12952	0.088372	  1.0943	 -1.0875	 0.33614
Mir3068	 -0.62317	-0.060878	  0.10934	 -0.37041	 0.030592	  0.60052	   0.8663	   -1.886	0.0097892
Nudt12	 -0.3434	  0.3607	-0.50339	-0.36754	-0.47224	 0.15232	  1.0645	 -2.0353	-0.28697
Tuft1	 0.51293	 0.17945	-0.90147	-0.12876	-0.16783	 0.18043	-0.62089	   -1.03	 0.52364
Zdhhc14	  0.24626	  0.24948	-0.063901	 -0.73686	 0.071204	  0.61271	 -0.46279	  -1.1607	  0.70509
Zfp708	 0.77857	 0.44435	 0.20068	-0.64247	 0.01313	 0.42739	-0.41336	 -1.1665	  0.5161
B3galnt1	-0.10558	 -0.2322	-0.72102	0.051263	 0.66302	 -0.1828	-0.21294	 -1.0752	 0.91376
Stamos	 -0.35414	 -0.40384	 -0.77556	  0.12431	  0.76194	-0.086251	   0.5905	  -0.9455	   1.0982
Ncapg2	 0.35746	-0.40867	 -0.7253	-0.55831	 0.72336	 0.30445	 0.69323	 -1.1672	 0.94428
Sez6l2	 -0.12256	-0.065801	  -1.2258	 -0.36884	  0.41735	 -0.16066	  0.46884	  -1.4562	  0.86838
Cacna1a	0.062841	-0.20115	-0.71862	-0.56791	 0.24903	-0.44959	  0.3998	 -1.3129	0.092975
Efcab7	   0.24887	  -0.53588	  -0.54291	   -0.5877	 -0.070208	  -0.70675	-0.0043714	   -1.1632	   0.54284
Mir7009	-0.019464	 -0.67458	 -0.28593	 -0.41818	  0.11308	 -0.33118	 -0.14851	  -1.3311	  0.25114
Fut8	-0.17869	-0.70245	-0.52305	-0.54258	 -0.0321	 -1.0409	 0.20124	 -1.1043	 0.12166
Kdm4d	-0.32545	-0.75318	-0.94666	-0.40798	-0.14793	 -1.4066	 0.31145	 -1.0214	  0.3988
Chaf1a	-0.027742	 -0.64798	  -1.1136	 -0.85479	  0.51208	  -0.8931	  0.35934	 -0.65652	  0.74071
Chaf1b	-0.56914	 -0.5289	 -1.4387	-0.60012	 0.64559	 -0.4436	  1.0312	-0.68161	 0.64183
Gm5129	-0.47547	 -1.3144	-0.77268	 -0.2536	 0.59639	 -0.3937	  0.3679	 -0.5396	 0.82412
Mak	-0.53467	-0.83706	-0.55378	-0.37483	 0.17125	 -0.4315	 0.26984	 -1.1173	 0.72798
Rbm3os	-0.11727	-0.38957	  -1.039	 -0.2697	 0.63191	 -1.4745	  0.4034	 -1.0972	  1.1956
Cenpu	0.068355	-0.81914	 -1.1381	-0.78612	-0.11116	-0.23201	 0.89862	 -2.2719	 0.83931
Coro6	-0.028307	  -0.6103	 -0.68851	 -0.67095	  0.31088	 -0.24725	  0.66367	   -1.867	  0.69164
Rbm44	 -0.33004	  -1.0366	-0.054272	 -0.88813	  0.56937	 -0.10894	  0.45771	  -1.9362	 0.037644
Cd46	 -0.52569	 -0.19999	  0.25253	 -0.13622	 -0.23473	-0.046033	 -0.43394	  -2.6237	 -0.19767
Plb1	-0.67942	-0.19421	 0.18441	 0.36024	-0.57495	-0.39449	-0.62793	 -2.1405	 -0.6457
Fcgr4	-0.82702	 0.56064	-0.36593	 0.25907	-0.65986	-0.72121	-0.62151	  -1.977	-0.63285
Glrp1	-0.89755	-0.77477	-0.57967	0.027779	-0.99497	-0.75301	-0.36919	 -2.2143	 -1.0379
Gm15708	 -1.1367	-0.19244	 -0.6368	-0.23227	 0.60545	 0.50322	-0.30997	 -2.4651	 0.34207
Nipa1	-0.94385	 0.13739	 -1.0829	-0.41873	 0.14198	-0.16289	-0.33333	 -2.4601	 0.22994
Oc90	 -0.42008	  0.12141	 -0.29383	  0.55266	 0.044383	  0.36159	-0.032738	  -2.2843	  0.10504
Olfr56	 -0.57443	-0.047292	 -0.57416	 0.019788	 -0.32591	 -0.40765	  0.14766	  -2.3814	  0.15251
Rab11fip4	   -0.28817	   0.060822	   -0.28758	  -0.069981	    0.93593	   -0.84459	    0.50089	    -2.3776	-0.00089379
Apof	  1.1502	 0.86207	-0.19488	 0.46925	  0.3434	   1.297	 -1.7758	 -2.3096	 0.69353
Glra4	   1.0681	  0.45127	  0.20465	 -0.18753	-0.075973	  0.42155	  -1.2009	  -2.7292	  0.35288
Arrdc4	-0.17619	-0.10634	0.045799	 0.48325	-0.25197	 0.34347	 -1.2855	 -2.4037	-0.77469
Gm6277	   0.034609	-0.00077699	-0.00049035	   0.026341	-0.00058434	   0.031718	    -1.1596	    -2.9935	    -1.1622
Efcab3	 0.15119	 0.16013	 0.10155	 0.34891	 0.11727	 0.10698	 -1.2696	 -2.0259	-0.32069
Muc20	  0.1081	 0.10831	 0.10863	  0.1086	 0.10859	 0.10827	-0.83719	 -2.2447	-0.38427
Pak3	0.20381	0.12094	0.19376	0.13169	0.35845	 0.3287	-1.0722	-1.6733	 -0.274
Gpr61	  0.42202	 -0.18544	 -0.18878	 -0.18485	 -0.18045	-0.089618	 -0.87604	  -1.8768	 -0.48888
Fam155a	 -0.11394	  -0.1147	 -0.11342	 -0.11343	-0.051532	 -0.11377	 -0.70942	  -2.2574	  0.27006
Hormad2	 -0.11032	-0.082712	 -0.16943	 -0.16861	 -0.17177	-0.018818	  -1.1654	  -2.0036	 0.080801
S100g	 0.04414	 0.15269	-0.16043	 0.19264	-0.20084	 0.36437	 -1.1973	 -2.7192	  0.1218
Hsbp1l1	0.070208	0.095616	-0.62872	 0.29242	-0.10613	  1.1256	 -1.3057	 -2.0277	-0.39766
Rsph4a	 0.054945	  0.16597	  0.03729	 -0.49628	-0.037449	  0.75944	  -1.1423	   -2.292	 -0.53002
Ell3	  0.24936	  0.37435	 -0.18262	  0.36017	  0.66016	-0.032462	 -0.34769	  -2.3191	 -0.34331
Omg	  0.46282	  0.36607	-0.035288	  0.48387	  0.84685	  0.62829	 -0.92345	  -2.1663	 -0.52225
Gm3414	  0.66046	 0.089353	-0.005532	 0.018954	  0.86522	  0.46038	 -0.78847	   -1.735	   0.2304
Lcorl	  0.53254	 0.092464	-0.070193	 -0.10178	  0.41425	  0.43815	 -0.90058	  -1.1743	  0.21376
Zfp119a	  0.33284	 -0.36333	 -0.22244	  0.16197	  0.60996	  0.36565	  -1.0791	  -1.7437	-0.088651
Zfp40	   1.1412	  0.34613	  0.13874	-0.095595	  0.51672	  0.58893	 -0.66719	  -2.0126	  -0.1391
Ccdc148	0.018746	0.019001	0.019296	 0.12897	0.019328	0.017988	 -1.1146	 -2.8301	  1.4397
Trhde	 0.08093	 0.19079	0.081189	  0.1245	 0.16035	 0.11396	-0.83344	 -2.5489	  1.1092
Zfp773	  0.31105	 -0.11958	  0.34885	 0.058599	  0.18769	0.0068298	 -0.87774	  -2.8224	   1.1634
Olfr1256	      0	      0	      0	      0	      0	      0	-1.0466	-2.2506	0.79132
Rfpl3s	0.051563	0.052519	 0.01709	0.017045	0.017212	0.016523	-0.84472	 -2.0865	 0.74351
Rprm	0.030688	0.084222	0.031035	0.032879	 0.11967	0.030921	 -1.3326	 -2.3037	  1.0172
Dreh	 -0.091807	-0.0065701	 -0.087365	 -0.087174	 -0.088581	 -0.089996	   -1.0573	   -1.7577	    2.2185
Gm3716	-0.086866	-0.086229	-0.023213	-0.085844	-0.085931	-0.072442	 -0.59411	  -2.5813	   2.4488
Olfr1258	-0.19495	-0.19463	-0.19471	 -0.1331	-0.19456	-0.19474	 -1.8746	 -2.1211	  1.7353
Olfr1259	-0.11753	 -0.1161	-0.11609	-0.11595	-0.11447	-0.11621	 -1.4724	 -2.4113	  1.7454
Pacrg	 -0.7143	 -0.5409	-0.64851	-0.10374	-0.55674	-0.11315	-0.47022	 -2.3668	   1.474
Gm7694	 -0.11757	  0.34959	-0.069837	  0.18684	  -1.0732	-0.030424	  -1.1012	   -2.648	   0.4008
Samd15	-0.063217	  0.13226	 -0.77564	 -0.25188	 -0.86745	 0.063868	 -0.69126	  -1.6666	  0.36471
Tceanc	 0.42093	-0.15782	-0.96245	 -0.1107	-0.67563	-0.26533	-0.50121	 -2.2309	 0.13054
Zfp229	 0.33038	-0.12089	 -1.2143	0.088369	-0.63574	0.096247	-0.87018	 -2.8028	 0.83707
Adam23	  -1.1655	-0.048917	  0.48948	   1.4132	 -0.21889	  -1.3277	  0.48508	   1.0273	-0.066182
Scn4b	   -1.393	  0.81291	 -0.93617	  0.72073	 -0.93573	  -1.1308	  0.52254	  0.80196	0.0027218
Apobec1	 -1.1895	 0.97139	0.051541	  1.0292	-0.64777	-0.45403	-0.33194	-0.57846	-0.16919
St8sia6	 -1.2872	 0.55199	 0.12672	  1.2851	-0.31524	-0.32174	-0.91304	-0.25234	-0.54661
Serpinb1b	-0.99765	 0.78182	-0.62501	  1.3548	 -0.4846	 0.29854	 -1.2513	-0.23184	-0.47443
Large	-0.79752	 0.43775	 0.26998	 0.35849	 -1.5586	  0.3798	 -1.2684	-0.93854	-0.39721
C1qa	-0.051307	 0.068771	  0.34986	     1.79	 -0.89588	-0.065627	  -2.3076	 -0.20563	 -0.45326
Jrk	-0.41099	 0.39635	  0.8257	  0.9868	-0.89198	 0.24951	  -2.156	 0.53987	 0.40977
Ccno	-0.088753	  0.40056	   1.0567	-0.031776	 -0.42734	 -0.83592	 -0.22007	 -0.10958	 -0.17838
Clec4b1	 -0.36693	   0.7989	  0.74587	 -0.38345	 -0.94956	  -1.0124	  0.60056	 -0.43836	-0.037233
Micalcl	   1.0527	 0.095732	  0.73527	  0.17189	 -0.83797	  -1.1133	-0.075861	 -0.44528	  -0.2792
Rundc1	 0.49335	 0.27107	0.023113	-0.44392	-0.54952	 -1.4238	 0.35481	-0.40687	 -0.4097
F2rl2	   1.2186	   1.3926	  0.77488	-0.015101	  -1.0762	 -0.87361	0.0065703	  0.52072	   0.8285
Lrrc29	  1.1444	 0.60947	 0.29442	-0.28607	-0.80798	-0.73364	-0.42221	 -0.2376	 0.74573
Chdh	 0.44135	   0.946	  1.1796	 0.84471	 -1.1877	-0.17502	 0.12179	-0.56188	 -0.7568
Plxdc2	 0.22957	  1.0116	    1.78	 0.61105	 -1.2338	-0.32879	  -0.248	-0.11551	  0.3262
Dkkl1	 0.15977	 0.25907	-0.22708	 0.21941	 -1.0429	 -1.1081	-0.77493	 0.62596	 0.85698
Slc25a42	  0.298	0.30234	0.21887	0.31049	-1.2738	 -1.317	-0.2009	0.88368	0.14028
Tmem253	 0.18385	 0.14855	 0.38515	 0.34442	-0.71261	-0.67169	 -1.0016	 0.53596	 0.12366
Lad1	-0.86754	 0.11039	 0.13808	 0.49224	 -1.2248	  -1.154	 -0.5825	  1.1639	  0.0353
Rab27a	 0.62685	  0.9603	-0.17614	   1.362	 -1.5955	 -1.7336	 0.20188	 0.57746	 0.40687
Cmc2	-0.23364	 0.67609	-0.13084	 0.80738	 -0.2462	  -1.382	 -0.5314	-0.25312	-0.78817
Samsn1	-0.23339	  1.3008	 0.41191	 0.81722	-0.15071	-0.89575	-0.64955	-0.33424	 0.18222
Pdcd1lg2	 0.31097	 0.92369	 0.17814	  1.0525	 0.29793	 -1.1993	 0.16891	 -1.2218	-0.11706
Spon1	-0.36524	 0.88677	-0.19481	 0.60483	-0.31793	 -2.3945	 -1.0541	0.028092	 0.33636
Cd83	-0.97549	-0.94988	-0.20834	 0.03941	-0.76505	 -1.5099	-0.12363	 -1.2065	 0.57096
Clec10a	 -0.66597	 -0.68789	  0.21015	  0.63238	  -1.1299	  -1.6292	-0.033694	 -0.83466	 0.066663
Fcrl1	-0.04189	-0.52331	-0.25684	 0.61168	-0.40197	 -1.3745	-0.16379	-0.58308	  0.8132
Epsti1	-0.68088	 0.15412	 -0.1214	 0.83073	-0.94464	  -1.155	-0.37665	-0.93829	-0.22182
Maml2	-0.092292	 -0.20613	 -0.16985	  0.92139	  -1.0024	 -0.43446	 -0.40876	  -1.0266	 -0.41554
Frmd4b	 -0.5389	-0.52631	-0.22205	 0.15137	 -1.8087	 -1.0608	-0.52881	 -0.7565	-0.42029
Gca	 -0.64985	 -0.31041	-0.051193	  0.47452	  -1.8072	   -1.069	 -0.24304	   -1.268	 -0.95095
Mir1894	  -0.19279	  -0.26605	  -0.44611	-0.0045662	   -1.7163	  -0.58087	  -0.20071	   -1.1736	  -0.68351
Loxl3	-0.39779	-0.37737	 0.55885	 0.39651	 -1.2523	 -0.8514	 0.07441	-0.49108	-0.63037
Ehf	 -1.6931	 0.26642	 0.84089	 0.96185	 -1.2127	-0.83883	-0.61226	0.057489	0.017816
Rcsd1	-0.97548	 0.17069	  0.3135	 0.63288	 -1.4901	 -1.2369	 0.31617	-0.19121	 0.36534
Mertk	-0.72647	 0.73027	-0.46265	 0.27906	 -1.0634	-0.81472	0.015256	-0.20641	 0.59459
Plk2	 -1.5978	   0.582	-0.58031	-0.12154	 -1.0977	-0.62504	-0.69388	-0.33504	 0.75265
Spib	-0.58409	  1.1832	-0.76866	 0.50496	 -2.0076	-0.86701	-0.46712	-0.11697	 0.94599
Nadsyn1	  -1.1693	 0.084989	 -0.75183	 -0.78653	  -1.9963	 -0.43437	  -1.0879	-0.084534	-0.032043
Slc2a8	-0.78785	 0.49642	 0.27995	-0.64488	 -1.6706	-0.70109	 -0.8186	 0.25473	0.050831
Arg1	-0.23202	  0.3804	 0.31632	 0.66522	 -1.2665	-0.16359	-0.10483	 -2.1623	  1.0078
Zscan12	 0.12174	 0.40629	 0.42347	  0.5006	-0.70087	0.008566	0.056574	 -1.7925	 0.40825
Irf8	 0.20755	-0.27186	 0.31534	  1.6364	 -1.3266	-0.71289	 0.28974	 -1.0828	 0.40555
Phactr1	  0.49669	-0.089069	  0.69596	  0.85295	  -1.3918	 -0.55181	 -0.54817	  -1.3006	  0.48125
Bcl2a1a	0.047022	-0.23449	  1.2839	  1.1402	-0.63463	 0.11213	 0.60367	 -1.5932	 -1.0561
Lrrc3	 0.43333	-0.23953	  1.3535	  1.2368	 -1.1409	 0.24209	 0.76238	-0.45785	-0.24277
Dlg3	-0.94208	-0.46982	  0.1614	  1.0966	  -1.194	 0.36005	 0.56431	-0.54451	0.090198
Nlrc5	-0.74592	 0.03209	 0.68845	  1.3057	-0.90014	-0.58506	 0.73778	-0.69136	-0.60856
Hes1	  0.23253	-0.011503	  0.25362	   1.7164	 -0.98623	 -0.76792	  0.22726	 -0.73518	 -0.54723
Hmgn3	 0.60997	 0.20399	  0.3315	  1.6143	 -0.7618	  -1.146	 0.70356	-0.20328	-0.27971
Rnf180	  0.27372	0.0030912	  0.14038	   1.3951	   -1.212	  0.65427	   1.5916	  -1.4244	 -0.11438
Ccl24	 -1.2075	-0.96073	  2.3523	 0.80795	 -1.0686	-0.28123	       0	       0	       0
Galnt9	-0.56863	-0.74483	  2.1453	 0.74583	-0.48388	-0.19381	 0.39384	-0.37189	-0.11674
Stk39	 -0.9088	-0.67636	  1.1786	 0.67868	-0.60129	-0.44759	-0.21412	-0.66139	0.079525
Tspan32	-0.44523	-0.56861	  1.5971	  0.1328	 -1.2004	-0.48291	 0.36175	-0.74221	 0.50274
Dusp16	 -0.20143	   -1.506	   1.1787	  0.96584	 -0.22648	 -0.10786	 -0.13472	-0.033229	 0.037897
Hs6st1	  -0.46192	  -0.74634	    1.3567	    1.2866	  -0.16564	-0.0077893	-0.0092049	   0.10762	    0.2542
Fat3	 0.034657	 -0.75548	   1.7613	   1.0537	-0.010396	 -0.60388	  0.39973	 -0.70583	 -0.54275
Pstpip2	 -0.45465	 -0.98644	   1.3206	   1.5542	 -0.19509	 -0.26228	  0.63754	  -1.7955	-0.045975
Xcr1	-0.26542	  -1.122	 0.88153	  1.7581	 0.33064	  0.4163	 0.53657	 -1.5017	 0.85675
Gm8817	 -1.3075	 -1.3983	 0.73045	 0.32664	  -0.426	-0.45159	   0.509	  0.1613	 -1.0486
Txlnb	 -1.2341	  -1.272	 0.80204	 0.98815	-0.67262	 0.25883	-0.76414	0.015616	 -1.7503
Pde2a	 -1.5885	-0.56234	-0.02414	 0.22575	 0.30801	  1.5225	-0.79807	-0.47618	-0.89475
Acacb	 0.32385	 0.64459	 0.12187	 0.75652	 0.42463	 0.35619	  -2.191	-0.57777	  1.9591
Thsd7b	0.031787	0.031818	0.032017	0.032024	 0.21565	 0.27945	 -1.4723	-0.96897	  2.3764
Tmem35	0.00021437	0.00024624	0.00056055	  0.089606	  0.044926	  0.037476	   -2.0289	  -0.43052	    2.0872
Fdx1l	 0.52784	-0.15388	-0.07461	0.023383	 0.30744	 0.27974	 -1.9426	0.094994	  1.2822
Rsg1	   0.13996	  -0.19395	  0.072911	-0.0091535	   0.65114	 0.0037187	   -1.7249	  -0.92677	    1.1025
Smad9	-0.10976	0.090971	 0.46459	-0.10624	 0.64251	 0.12022	 -1.6709	-0.37699	  1.4233
Chrnb2	  1.1602	0.048216	-0.37303	-0.59815	0.012265	 0.44671	 -1.8005	-0.73736	  1.5449
Lama1	 0.99828	 0.57778	 0.90734	0.034855	  1.2579	 0.31483	 -1.4683	 -1.1339	  1.5559
Arhgap33	 0.33789	0.017193	-0.64244	 -1.0712	 -1.3339	0.084557	 -1.5404	0.080597	  1.1482
Fam213b	  0.31098	  0.51373	 -0.51797	 -0.85978	-0.033306	  0.41884	  -1.3854	 -0.43917	   1.2569
Slfn3	-0.018998	  0.67008	 -0.56999	  -1.0424	 -0.40129	  0.36035	  -1.0244	 -0.72209	   1.5306
Fam227a	  0.3496	  0.5148	-0.98772	-0.14233	-0.94295	-0.10625	-0.92935	-0.37457	  1.2971
Ak5	  0.20486	-0.071266	  0.60115	 -0.20149	 -0.79639	  0.16504	  -1.6159	  0.78235	  0.69935
Fndc3c1	0.056577	-0.31448	  1.1194	 0.31437	-0.54646	 0.34072	 -1.0284	 0.49759	    1.25
Cox7a1	 -0.3935	 -0.3096	 0.49799	-0.17902	-0.99856	-0.14302	  -1.275	  0.4681	  1.5782
Arl2	-0.084975	 -0.02546	  0.52246	 -0.53699	  -2.0766	  0.20617	 -0.90118	  0.82878	   1.0805
Aqp3	  -0.43419	  -0.88942	   0.21106	   -0.1924	   -1.2406	-0.0077315	   -1.3024	 -0.050051	   0.94565
Timm8a2	 -1.1023	-0.75626	 0.40919	-0.39458	 -1.2652	 -0.1683	 -2.0648	 0.02703	 0.89531
Dnajb13	-0.058676	 -0.39865	 0.016401	 -0.58773	  -1.1738	 -0.83165	 -0.89261	 -0.15604	  0.55701
Mir761	-0.37548	-0.64119	 0.40953	-0.51662	 -1.2403	-0.75903	 -1.1644	-0.43775	 0.80978
Ppp1r16b	0.031614	 -0.1647	 0.63836	-0.13487	 -1.0957	 -0.7324	-0.44437	-0.29983	 0.59632
Intu	-0.067954	 -0.19116	  0.28599	 -0.24586	  -1.6025	  0.13296	 -0.97985	  -1.0458	  0.49138
Prss12	 -0.57947	  -0.5618	 0.037967	 -0.43418	  -1.7037	-0.041496	 -0.87631	  -1.2115	   1.2153
Gm14305	 -0.38484	  0.10733	 0.034479	-0.063026	 -0.25069	  0.34327	 -0.99839	 -0.51435	   1.0102
Snord93	-0.76229	  -0.281	0.062474	-0.18224	-0.65282	 0.17209	 -0.9336	-0.41539	  1.2839
Zeb2os	  -1.3008	 -0.40509	  0.47395	0.0018978	 -0.78976	  0.11643	  -0.7298	  -0.1542	   1.3263
Ms4a7	  -1.4219	  0.14261	 -0.25431	-0.040528	 -0.27871	  0.45775	  -1.6608	 -0.41612	   1.1635
Hist4h4	-0.47233	 -1.0488	   0.489	-0.23333	-0.39045	-0.17926	-0.57664	 0.36988	  1.0174
Slc25a26	 -0.6731	 -1.5794	 0.12267	0.023639	 -1.2636	-0.22928	-0.60926	 0.72139	 0.35118
Sec16b	 -1.5097	-0.71986	-0.12555	0.085262	 -1.4211	-0.55639	-0.61608	 0.73431	 0.96487
Ccin	-0.56258	-0.20658	  0.3571	 0.88853	 0.25062	 0.14061	 -1.1394	-0.59567	  2.3176
Tas2r143	-0.97577	-0.22684	 0.14446	 0.47403	-0.19197	-0.49433	 -1.1876	 -1.6571	  2.1555
Gm960	 -0.70373	 -0.34902	 -0.75905	-0.020303	  -1.0242	 -0.49457	  -1.1397	  -1.1977	   1.3437
Ust	-0.34288	-0.66861	-0.32863	 0.23942	 -1.1837	-0.77808	-0.97004	-0.60202	   2.195
Henmt1	 -0.86487	 0.092818	 -0.75526	  0.61025	  -1.2458	  0.33081	-0.058231	  -1.2519	   2.1096
Bcl2a1c	  -1.0527	 -0.82057	 -0.67355	-0.069694	 -0.68963	  -1.0777	   -2.041	 0.059111	 0.071683
Pcnxl2	-0.68965	-0.67641	 -0.6754	-0.49082	 -0.5924	-0.59013	  -1.947	 0.13802	-0.35354
Dlg2	 -1.0813	 -0.7991	-0.36682	 -1.1489	 -1.3508	-0.82106	 -1.9933	 0.18644	 0.91963
Slc12a8	-0.98374	-0.94893	-0.90404	-0.97575	-0.93325	 -1.0034	 -1.6522	 0.16807	 0.35361
Mir1938	 -1.0079	 -1.3098	-0.90985	-0.60283	 -1.4382	 -1.1301	 -1.1805	 0.67801	 0.17439
Echdc3	-0.22038	-0.79215	  -1.027	-0.97142	 -1.0606	-0.14031	 -1.8726	0.044664	 0.34027
Megf9	-0.65118	 -1.1552	 -1.0057	 -1.3868	-0.47045	-0.13352	 -1.6349	-0.45542	 0.12819
Efcab8	 0.26279	-0.50723	-0.90481	 -0.4815	-0.60233	 0.71743	 -1.6287	0.067271	 0.29764
Fam83a	 -1.0323	 -1.1191	-0.93236	-0.94272	 -1.2244	-0.44164	-0.77151	 -0.3026	   1.392
Shf	 -1.2459	-0.69434	 -1.0907	 -1.1045	-0.76793	 -1.1487	-0.99359	-0.22369	  1.5323
Sidt1	  -1.633	 -1.0495	-0.62165	-0.65415	-0.98965	   -1.06	 -1.1297	-0.16025	  1.7172
Naip7	-0.79716	-0.40762	 -1.1818	-0.87846	 -0.8645	-0.84698	 -1.2523	   0.115	 0.93117
Nthl1	 -1.1447	-0.57875	 -1.3164	 -1.0474	-0.51521	 -1.2932	 -1.1594	-0.12149	 0.73172
Rbpms2	 -1.4777	-0.92242	 -1.1651	-0.80431	-0.33017	 -1.2514	-0.95581	 0.54457	  1.1321
Gm16287	-0.25673	-0.92144	 -1.0709	-0.90868	-0.87283	 -0.4503	 -1.6276	-0.50654	  1.6445
Snord15a	-0.81606	 -1.0738	 -1.4047	-0.54873	  -1.341	-0.80739	  -1.298	 -1.1477	  1.1723
Tnf	-0.69794	 -1.5852	 -1.2909	-0.75959	 -1.1839	-0.26475	 -1.7163	 -1.1001	  1.7881
Zfp109	-0.45059	-0.90866	  -1.535	 -1.4265	 -1.2788	 -1.4091	 -1.9734	-0.33485	 0.80098
Zfp947	-0.83592	  -1.033	-0.98702	 -1.3205	 -1.3324	 -1.0349	 -1.7723	-0.63692	    1.32
Cyp4f17	  0.24682	-0.061529	   -1.191	  0.42549	  0.58532	 -0.49101	 -0.96489	 -0.33494	  0.46709
Zfp882	 -0.10069	  0.15282	 -0.46694	0.0052286	  0.46849	 -0.23021	  -1.1805	 -0.67303	   0.4156
Dusp4	 -0.05157	 0.071424	 -0.22133	  0.35437	-0.050516	 -0.57463	 -0.91141	 -0.41402	   1.1379
Klhl29	 -0.3484	-0.17676	-0.78262	 0.20182	 -0.1125	-0.71139	 -1.0312	-0.44682	  1.2326
Scn3a	-0.041571	 -0.54125	  -0.5636	  0.18215	 -0.42968	 -0.45727	  -1.1801	 -0.95741	   1.1131
Ovgp1	 0.37883	-0.27658	 -0.7875	0.097231	-0.10519	-0.47399	 -2.0126	-0.20073	  1.1818
Ptprf	-0.65361	0.065779	-0.83488	 0.72733	-0.16047	 -0.5499	-0.42455	  -1.031	 0.69141
St6galnac3	 -0.66046	-0.060021	  -1.1116	  0.30392	-0.070352	   -0.768	 -0.60938	 -0.63256	  0.15079
H2afy2	 0.10738	-0.36593	 -1.0291	-0.55516	 0.16664	 0.22565	 -1.0453	 -1.0552	  1.3193
Sstr4	 0.64346	-0.32061	  -1.119	-0.68104	 0.10812	-0.37539	  -1.484	-0.94386	  1.5019
Zfp873	 0.27782	-0.19879	 -1.2073	 -0.8276	 0.69315	-0.38466	 -1.1422	 -1.4287	 0.73581
Dram1	 -0.97354	-0.067189	 -0.23037	  -1.0236	 -0.13187	 -0.33161	 -0.99983	 -0.45055	   1.6726
Ttc23	-0.94176	-0.21206	-0.60964	-0.34176	-0.21995	-0.38965	 -1.4145	-0.27871	 0.97111
Nfkbid	-0.97247	 0.26023	-0.76791	-0.70368	-0.25877	-0.57799	-0.71453	 -1.2949	  1.2464
Pvrl4	 -0.6922	-0.29899	-0.99472	-0.47616	-0.17018	-0.66808	 -1.1102	-0.80305	  1.5935
Wnt4	-0.44542	-0.29866	-0.56539	-0.27106	 0.21147	  -1.137	 -1.0085	  -1.246	  1.9943
Nup37	-0.64767	-0.75827	 0.03902	-0.98749	 0.32977	-0.83655	-0.63061	-0.42353	  1.0987
Hibch	-0.87897	-0.46816	  -1.219	-0.60698	0.061662	-0.73538	-0.84929	-0.42866	0.088217
Kcnh6	-0.77378	-0.51122	 -1.1998	-0.47771	 0.18303	-0.69956	 -0.8809	-0.29974	 0.58164
Zwilch	 -0.62147	 -0.82785	 -0.98786	 -0.87207	-0.029228	  -1.0623	  -1.0512	 -0.53512	  0.46399
Prrt3	 -1.1228	-0.44907	 -1.1936	-0.85751	 0.32031	-0.57727	-0.90569	-0.70806	 0.86672
Ube2cbp	-0.36117	 -1.0151	 -1.0841	 -1.0363	 0.59055	 -1.0018	 -1.3088	-0.16514	  0.2833
Mir5618	  -1.2539	 -0.90894	  -1.0972	-0.035063	-0.046546	  -1.3776	 -0.87978	 -0.59368	  0.49593
Tifa	-0.077607	    -1.44	 -0.10779	 -0.12626	  0.44775	 -0.99137	  -1.0656	 -0.62864	  0.20134
Cxcl2	  -1.244	-0.58652	  0.8584	 -1.5531	-0.65003	0.025333	 -1.0677	-0.95022	  2.0748
Slc12a3	 -1.7896	-0.01613	-0.14936	 -1.4922	 -1.1453	-0.58643	 -1.2748	  -0.768	  0.8677
Lifr	  -1.4294	  0.82199	   1.0842	  -1.2664	 -0.15624	0.0066129	 -0.96783	 -0.24958	   1.0379
Tlr8	  -0.1731	   1.0185	   1.3659	  -0.6478	-0.058136	  0.16043	  -1.2311	 -0.67115	   1.1721
Col23a1	-0.99426	 -1.8424	 -1.7774	 -1.6577	-0.37114	 0.60407	 -1.9449	-0.51614	-0.35852
Nek10	 -0.8861	  -1.003	-0.41957	 -1.4208	 0.70489	0.093887	 -2.0013	-0.44816	 0.10917
Rarb	-0.69324	 -1.4124	-0.59903	 -1.7892	 0.56576	 0.26258	 -1.2434	-0.97802	 0.66609
Tcf24	 0.18351	 -1.3271	 -1.3854	 -1.3744	 0.36226	 -0.2615	 -2.5748	-0.86567	  1.0014
Cd84	 0.42918	-0.87804	  1.1191	 -1.3629	-0.63086	 0.34648	-0.58463	-0.31523	  0.5459
Zfp558	  0.69143	  -1.3898	  0.92972	  -1.4104	 -0.80688	 -0.29197	 -0.16274	 -0.15388	-0.012549
Aaas	  -1.3524	   -0.729	  -1.0155	 -0.47838	  -1.0613	  -1.2343	  0.20238	 -0.28109	-0.078924
Akp3	 -1.146	-1.1825	-1.1256	-0.5123	-1.0539	-1.1767	      0	      0	      0
Ppargc1b	 -1.8994	 -1.1515	-0.99223	-0.51588	 -1.2455	-0.98986	 0.15352	-0.21513	-0.30134
