	SFB_v_GF_CD11b-CD103-	SFB_v_GF_CD11b-CD103+	SFB_v_GF_CD11b+CD103-	SFB_v_GF_CD11b+CD103+	SFB_v_GF_Monocyte	SFB_v_GF_Macrophage	SFB_v_GF_CCR6-ILC3	SFB_v_GF_CCR6+ILC3	SFB_v_GF_SCA+CCR6+ILC3	DKO_v_JAX_3day_CCR6-ILC3	DKO_v_JAX_3day_CCR6+ILC3	DKO_v_JAX_eday_SCA+CCR6+ILC3
Tubal3	   -0.26915	   -0.26911	   -0.26884	   -0.26906	   -0.24961	   -0.26917	-0.00087489	   0.001852	    0.19287	 0.00032649	     1.2742	 0.00013299
Slc35f4	  -0.27735	  -0.27631	  -0.27881	  -0.27858	  -0.27423	  -0.27465	   -0.1059	 0.0029822	  0.086823	 0.0005306	    1.1899	0.00021736
Itln1	  -0.33585	  -0.33585	  -0.33578	  -0.33597	  -0.33583	  -0.26459	 -0.051743	   -0.1703	  0.083751	0.00026399	    1.2923	0.00010735
Sdr9c7	   -0.34412	   -0.34381	   -0.34274	   -0.34657	   -0.34327	   -0.34338	-0.00055468	   -0.33246	    0.12571	 0.00020575	     1.1228	    0.02652
Slc17a1	   -0.3485	  -0.34712	  -0.34651	   -0.3474	  -0.34682	  -0.27912	-0.0012408	  -0.23508	 0.0012554	0.00046634	    1.1536	0.00019069
Prima1	    -0.2564	   -0.57384	   -0.18332	   -0.14907	   -0.48269	    -0.4595	-0.00052173	  0.0011036	    0.14547	 0.00019341	      1.465	 7.8505e-05
Serpinb12	   -0.44876	   -0.44462	   -0.16511	   -0.43549	   -0.46579	   -0.50052	-0.00039704	 0.00083967	   0.024205	 0.00014685	     1.5073	  -0.086548
Ifi27l2b	   -0.3937	  -0.34813	  -0.39787	  -0.26252	  -0.41376	-0.0040024	  0.096502	 0.0017495	  0.050589	0.00030816	    1.3689	 -0.074535
Gm11545	  -0.26052	  -0.11353	  -0.54136	   -0.2542	   -0.3699	  -0.22528	   0.14234	 0.0010762	0.00050801	  0.028541	    1.4154	  0.024296
Sult1d1	  -0.43616	-0.0046928	  -0.40278	  -0.23202	  -0.36161	  -0.42784	  0.060686	 0.0021455	 0.0010209	0.00037911	    1.3762	0.00015465
Gm20356	   -0.31767	   -0.31752	   -0.31746	    -0.3184	   -0.31766	   -0.31732	-0.00095375	  0.0020193	 0.00095989	    0.31486	      1.268	 0.00014531
Mir6390	   -0.38548	   -0.33917	   -0.38489	   -0.38648	   -0.38512	   -0.38517	-0.00063198	  0.0013371	  0.0006324	     0.2709	     1.2732	    0.05928
Npbwr1	  -0.32859	  -0.32819	  -0.32801	  -0.32825	   -0.3281	  -0.32828	   0.16993	0.00075968	  0.041294	   0.35251	    1.1184	5.3793e-05
Ppef2	  -0.64995	  -0.39238	  -0.32248	  -0.49262	   -0.2018	  -0.32754	   0.01879	0.00067091	   0.17086	0.00011718	    1.3458	 -0.095319
Ccdc103	  -0.29625	  -0.29442	  -0.29336	   -0.1809	  -0.29357	  -0.21904	   0.39949	  -0.10524	  0.097827	0.00016291	    1.0651	6.6063e-05
Cma1	  -0.24119	  -0.24009	   -0.2361	  -0.24489	  -0.24095	   -0.2384	   0.46174	 0.0039882	 0.0019255	0.00071572	     1.055	0.00029475
Odf4	  -0.23003	   -0.2303	   -0.2298	  -0.23005	  -0.22982	  -0.20795	   0.47206	  0.001382	0.00065385	   0.03672	    1.0926	9.8653e-05
Olfr578	  -0.31441	  -0.31406	  -0.31288	  -0.31701	  -0.31346	  -0.31359	   0.49469	0.00095151	0.00044875	  -0.04539	    1.0737	6.7557e-05
Spesp1	  -0.25276	  -0.25264	  -0.25219	  -0.25349	  -0.25242	    -0.253	   0.46041	  -0.11006	   -0.0526	  -0.10976	    1.2399	0.00021093
Cntn5	  -0.25605	  -0.25523	  -0.25518	  -0.25684	  -0.25366	  -0.25626	   0.20755	 -0.036154	  0.042283	0.00013109	    1.3335	5.3121e-05
Nol4	   -0.2464	  -0.24529	  -0.14314	   -0.2496	   -0.2432	  -0.24772	   0.11872	0.00063654	   0.13366	0.00011115	    1.3712	4.5019e-05
Lipk	  -0.31441	  -0.31406	  -0.31288	  -0.31701	  -0.31346	  -0.31359	   0.14815	 0.0018447	   0.14859	0.00032517	    1.2911	0.00013245
Fgf15	  -0.32384	  -0.32654	  -0.32237	  -0.32328	  -0.32293	  -0.32305	   0.27883	 0.0027701	 0.0013244	  0.000492	    1.2788	0.00020132
Olfr153	   -0.2977	   -0.2971	  -0.29652	  -0.29834	  -0.29681	  -0.29687	   0.31353	  0.002157	 0.0010264	0.00038118	    1.2147	  0.049335
Zfp352	   -0.2959	  -0.29655	    -0.291	  -0.29769	  -0.29293	  -0.29553	    0.2857	 0.0019406	   0.10767	0.00034235	    1.1916	0.00013951
Olfr330	 -0.30891	  -0.3087	 -0.30795	  -0.3104	 -0.21974	  -0.3084	  0.26312	0.0085301	 0.004299	0.0016021	   1.0664	0.0006794
Gstm6	   -0.4739	  -0.46279	  -0.45372	  -0.39299	  -0.47491	  -0.46565	   0.23919	 0.0018931	   0.19684	0.00033385	    1.1501	0.00013602
Ush1c	 -0.42566	 -0.45998	 -0.25428	 -0.38581	 -0.45882	 -0.45516	 0.057126	 0.078906	  0.16633	-0.049872	   1.1005	0.0034635
Olfr1156	  -0.39972	   -0.3995	  -0.39968	  -0.40092	  -0.39912	   -0.3992	   0.40926	 0.0042385	 0.0020506	0.00076231	    1.0987	0.00031436
Akr1d1	  -0.19534	  -0.19428	   -0.1903	  -0.20155	  -0.19216	   -0.1926	-0.0021117	 0.0044828	   0.43148	0.00080799	    1.0721	0.00033365
Tekt4	  -0.19534	  -0.19428	   -0.1903	  -0.20155	  -0.19216	   -0.1926	-0.0022364	 0.0047489	   0.45451	0.00085802	    1.0397	0.00035485
Gm15413	 -0.079182	  -0.20445	  -0.20684	  -0.20269	  -0.20736	  -0.15913	    0.0496	 0.0017563	   0.42729	0.00030938	    1.0752	 -0.038292
Gpr156	  -0.15074	   -0.2062	  -0.20597	  -0.20612	  -0.14254	  -0.20619	 -0.068708	 0.0017274	   0.29283	0.00030422	    1.0392	0.00012385
Cyp3a41a	  -0.19534	  -0.19428	   -0.1903	  -0.20155	  -0.19216	   -0.1926	-0.0016057	 0.0034044	   0.33662	0.00060788	    1.2034	0.00024956
Krt2	   -0.19534	   -0.19428	    -0.1903	   -0.20155	   -0.19216	    -0.1926	-0.00063022	  0.0013334	    0.33428	  0.0002341	     1.2084	 9.5123e-05
Sprr2b	  -0.19534	  -0.19428	   -0.1903	  -0.20155	  -0.19216	   -0.1926	-0.0033663	 0.0071718	   0.21982	 0.0013267	    1.1803	0.00055702
Trim55	  -0.24632	  -0.24587	  -0.19006	  -0.24601	  -0.24566	  -0.15156	-0.0023316	 0.0049524	    0.2696	0.00089644	    1.2174	0.00037117
Cyp4a14	  -0.18823	   -0.1881	  -0.18764	  -0.18885	  -0.18831	  -0.18827	  0.097731	0.00090024	   0.38105	0.00015752	    1.1368	6.3877e-05
Gm11651	  -0.19221	  -0.19111	  -0.18712	  -0.19537	  -0.19135	   -0.1939	    0.1174	0.00087673	   0.32462	 -0.021135	    1.1533	 6.219e-05
Klk12	  -0.18193	  -0.18187	  -0.18163	  -0.18197	  -0.18201	  -0.18222	-0.0012203	  0.002585	   0.26217	0.00045842	      1.09	   0.21405
Gm5122	  -0.22958	  -0.20346	  -0.14943	  -0.15428	  -0.21335	  0.040425	-0.0018195	 0.0038597	     0.377	0.00069186	    1.1481	0.00028472
Cabp5	  -0.21594	  -0.21489	  -0.21351	  -0.22064	  -0.21569	   -0.2132	   0.14418	 0.0026401	   0.26724	  -0.12488	    1.0263	0.00019155
Calcr	  -0.22431	  -0.22412	  -0.22288	  -0.22534	  -0.22378	  -0.22468	   0.26742	 0.0026458	   0.26777	0.00046944	    1.0277	0.00019197
Pgbd5	  -0.18651	  -0.11143	  -0.18646	  -0.18648	   -0.1865	  -0.18646	   0.07175	 -0.061163	   0.36144	0.00056082	    1.2473	  -0.20359
Gm13178	  -0.22044	  -0.21938	   -0.2154	  -0.21869	  -0.22622	   -0.2177	  0.093451	 -0.080064	    0.5595	0.00070461	    1.0364	  0.076589
Slc26a7	  -0.16034	  -0.15929	   -0.1553	  -0.16597	  -0.15716	  -0.16046	    0.1285	  -0.16296	   0.57538	0.00053456	    1.0966	 -0.051676
Iqcf3	 -0.15997	 -0.15891	 -0.15776	  -0.1656	 -0.15679	 -0.15723	  0.10158	0.0043759	  0.48361	 0.096847	   1.0383	  0.15863
Rimkla	  -0.20065	  -0.24942	  -0.15926	  -0.24945	  -0.24313	  -0.24938	-0.0013236	  0.084421	   0.65358	0.00049596	      1.07	  0.050353
Ctrb1	  -0.34174	  -0.34737	  -0.34487	  -0.34725	  -0.34124	  -0.34674	   0.10818	 0.0019664	   0.43522	0.00034698	    1.0407	0.00014142
Prss43	  -0.31662	  -0.31639	  -0.31559	  -0.31819	  -0.31599	  -0.31652	  0.045744	 0.0016207	   0.45534	0.00028518	    1.0936	0.00011604
Olfr1226	  -0.31441	  -0.31406	  -0.31288	  -0.31701	  -0.31346	  -0.31359	-0.0032543	 0.0069307	   0.37928	 0.0012789	     1.031	0.00053607
Gsta1	   -0.3638	  -0.36387	  -0.36359	  -0.32851	  -0.36393	  -0.36375	-0.0011134	 -0.057193	   0.38296	0.00041742	    1.1308	0.00017045
Ovol2	  -0.36238	  -0.32891	  -0.35232	  -0.37073	  -0.39334	  -0.37817	-0.0015269	 0.0032369	   0.36808	0.00057714	    1.0248	0.00023673
Slc22a8	  -0.30207	  -0.30158	   -0.3014	  -0.30159	  -0.30161	  -0.30159	0.00054617	 0.0014461	   0.53369	0.00025333	    1.1042	  0.066861
Psg21	   -0.31441	   -0.31406	   -0.31288	   -0.31701	   -0.31346	   -0.31359	-0.00088536	  0.0018742	    0.31436	   -0.12986	     1.1432	 0.00013462
Lin7a	   -0.24993	   -0.25788	   -0.32018	   -0.36506	   -0.42068	   -0.11631	-0.00034998	 0.00074006	    0.33272	 0.00012933	      1.096	 5.2408e-05
Cyp2b13	  -0.34027	   -0.3429	  -0.33887	  -0.33974	  -0.33941	  -0.33952	    0.2313	 0.0011575	   0.27863	0.00020294	    1.0985	8.2392e-05
Gm7134	  -0.32384	  -0.32654	  -0.32237	  -0.32328	  -0.32293	  -0.32305	   0.33464	 0.0011063	   0.24494	0.00019389	    1.0054	  0.024985
Gramd2	-0.086735	  -0.2839	 -0.02775	 -0.45639	 0.022499	 -0.12425	   0.1279	0.0020846	  0.47907	  0.11952	   1.1449	-0.075406
Dnajc22	  0.039621	  -0.19056	  -0.46807	  -0.41043	   -0.4564	  -0.21795	-0.0031255	 0.0066537	   0.20204	 0.0012243	    1.2198	0.00051224
Slc1a3	  -0.19754	  -0.28875	  -0.30772	  -0.48582	  -0.41466	-0.0090097	  0.061544	  -0.19724	   0.31675	0.00047828	    1.3257	  0.050028
Fabp12	  -0.18203	  -0.18148	    -0.181	   -0.1821	  -0.18125	  -0.18183	-0.0012862	 0.0027228	  -0.20648	  -0.30773	    1.0108	    0.2262
Gm6607	  -0.12927	 -0.026147	  -0.12881	  -0.12925	  -0.12859	  -0.12891	-0.0011636	  0.091416	  -0.25096	  -0.16912	     1.058	 0.0001784
Gm4598	   -0.24177	   -0.24063	   -0.24169	  -0.087388	   -0.16997	   0.086051	-0.00045877	 0.00097033	 0.00045769	   -0.32586	     1.2879	 6.8909e-05
Hcrtr2	   -0.15865	   -0.15752	   -0.15352	   -0.16101	   -0.15543	   -0.16055	-0.00095923	  0.0020309	  0.0009655	   -0.36289	     1.1726	   0.046376
Tinag	 -0.18977	 -0.18956	 -0.18924	 -0.17176	 -0.18936	 -0.18951	-0.055058	0.0015983	0.0007574	 -0.29533	   1.2093	 0.036303
Olfr710	  -0.19534	  -0.19428	   -0.1903	  -0.20155	  -0.19216	   -0.1926	-0.0016008	  0.003394	 0.0016307	  -0.35386	    1.1079	 -0.075869
Olfr695	  -0.28592	  -0.28571	  -0.28496	  -0.28556	  -0.28737	  -0.28575	-0.0012171	 0.0025783	 0.0012309	  -0.40495	    1.1596	0.00018691
Gm5460	 -0.21999	 -0.21479	 -0.21078	 -0.21883	 -0.21268	   -0.216	  0.18905	 0.041888	0.0027611	 -0.52437	   1.4292	    -0.15
Prol1	 -0.22012	 -0.21976	 -0.21918	 -0.18038	 -0.15424	 -0.21954	  0.35785	0.0015502	 0.092002	 -0.55074	    1.164	-0.070309
Myrfl	 0.024632	 -0.40704	 -0.41161	 -0.40255	 -0.37092	 -0.40887	-0.095836	 0.004937	  0.26853	 0.071296	    1.558	 0.061071
Reg3g	 0.022612	 -0.45634	 -0.38041	 -0.46156	 -0.45995	 -0.45675	 0.039923	 0.023298	0.0045946	0.0083625	   1.7304	0.0037948
Nt5c1b	 0.072095	  -0.2533	 -0.32316	 -0.32996	 -0.33307	 -0.33593	  0.24735	0.0011597	 0.075865	 -0.02204	   1.6033	 0.097658
Prss16	-0.074063	 0.062971	 -0.54566	 -0.33412	 -0.35442	  -0.3118	  0.15376	 0.001587	  0.39158	   0.1689	   1.3895	 0.076604
Sucnr1	   0.14377	  -0.34162	 -0.019998	  -0.64839	  -0.15458	  -0.15891	 -0.003949	 0.0084308	 0.0042442	 0.0015816	    1.3384	0.00067017
Acsl6	    0.16465	      0.255	    0.19188	    0.16524	    0.23271	    0.16522	-0.00078536	  -0.060644	    0.10425	    0.43451	     1.4146	   0.083061
Ghrhr	 0.098611	  0.09889	 0.099861	 0.099079	 0.099376	 0.096519	 0.068826	-0.056063	  0.15617	  0.53998	   1.6188	  0.26347
Tmem232	  0.055666	   0.17971	 0.0089784	 0.0091055	 0.0095039	 0.0094589	-0.0012835	  -0.12341	   0.02878	   0.39875	    1.5176	   0.19656
Sptlc1	  0.10777	  0.20103	  0.21247	  0.17153	-0.069643	  0.13199	 0.012975	 -0.30193	  0.23932	  0.45706	   1.3646	  0.39982
Nat10	 -0.057845	   0.14465	   0.20115	   0.12528	   0.14603	-0.0045927	  -0.34393	  -0.29301	   0.28368	   0.23536	    1.3551	   0.26328
Nr2e3	   0.12354	   0.10586	   0.10643	   0.10575	   0.10578	   0.10525	  -0.19932	  -0.29598	0.00081752	   0.33479	    1.2807	  0.029363
Asxl3	-0.024034	-0.023797	-0.023716	 -0.02394	-0.023851	-0.023914	  0.40445	-0.066489	 0.099863	  0.15013	   1.1551	  0.38293
Slc6a5	   0.1123	  0.11222	  0.11301	  0.11256	  0.11146	   0.1123	 0.061246	0.0028103	  0.12069	  0.16214	   1.1075	  0.58741
Snora36b	  0.13092	 0.084588	 0.055421	 0.087428	 0.055481	 0.055265	  0.15001	 -0.19978	0.0096918	   0.3497	   1.1452	  0.50689
Trip4	 -0.07363	  0.13693	-0.088576	-0.061693	 0.079052	 -0.14515	-0.099791	 -0.40833	  0.22656	   0.3573	    1.244	  0.52012
Acss3	 -0.023605	 -0.021362	 -0.031533	-0.0056881	 -0.045792	 -0.042861	-0.0031586	 0.0066944	 -0.028424	  -0.29497	    1.0502	   0.49275
Fam98a	  0.031094	   0.12419	 -0.036342	   0.15948	  -0.34032	 -0.023649	  0.029723	-0.0011558	  -0.05513	     -0.24	    1.1772	   0.51985
Wbp4	  0.023186	  -0.26165	 -0.062194	   0.15394	  -0.37483	  -0.25836	-0.0052177	  -0.14411	-0.0054839	   0.10273	    1.0501	   0.33255
Ttll9	   -0.37052	   0.052053	    0.13348	   -0.10721	   -0.21987	    0.25971	-0.00093136	   0.001971	   0.085959	  -0.099239	     1.3749	    0.40599
Acan	    0.22304	   0.094863	   0.095057	   0.094863	   0.094574	    0.22094	-0.00055367	  0.0011708	    0.50974	  -0.016724	     1.4537	   -0.12142
Gm12695	    0.10957	    0.10868	    0.11083	    0.10988	    0.11008	    0.17517	-0.00081025	  0.0017143	    0.42447	   -0.24504	     1.3221	  -0.077335
Tspan11	 0.027759	  0.02788	 0.028116	  0.13724	 0.027953	 0.028012	 0.079957	0.0018853	  0.46436	-0.035003	   1.2825	 -0.22159
Trp63	   0.17886	   0.19932	   0.22514	    0.2039	   0.20129	    0.1956	  -0.12032	  -0.12855	    0.5675	0.00021916	    1.3117	 -0.039755
Crhr2	  0.10256	  0.10247	  0.10277	  0.10245	  0.10261	  0.10268	  0.12912	0.0079794	  0.51935	 -0.30439	   1.2148	  0.26095
Cldnd2	  0.22672	 0.076068	  0.13838	 0.014629	 0.084819	 0.023176	  0.46955	0.0020765	  0.43182	 -0.18852	   1.3373	 0.049209
Edar	 0.081471	   0.0889	  0.08335	 0.084421	 0.082427	  0.08109	  0.26753	0.0046013	  0.63256	  0.13651	   1.0091	-0.058601
Rnf112	    0.1003	  0.098469	   0.10151	   0.10076	   0.10104	   0.10029	   0.31138	 -0.026028	   0.46488	  0.029194	    1.2338	0.00010031
Gm10825	  0.23493	 0.055722	  0.20173	 0.068935	 0.053231	   0.1685	  0.51239	-0.097078	  0.32161	  0.17776	   1.1784	   0.2376
Atg7	 0.14507	 0.15728	 0.35347	 0.26489	-0.12696	  0.2638	0.025377	0.089473	 0.35944	  0.1449	  1.0458	-0.10339
Ccdc83	  0.11515	  0.32813	   0.4231	  0.27218	 0.094877	  0.11146	  0.27182	0.0023369	  0.53131	  0.04903	   1.1295	 -0.04005
Cst6	  0.18146	  0.21851	  0.22319	  0.45635	  0.18147	   0.1835	  0.23298	0.0018684	  0.73205	  0.19003	   1.0103	  0.08685
Tmem87a	-0.0020712	   0.36148	   0.29803	   0.38034	   0.37508	   0.23143	  0.059816	  0.015786	   0.55505	  0.014772	     1.434	 -0.054172
Ube2v1	 0.19365	 0.20676	 0.10971	 0.15332	  0.4121	-0.19537	 0.48155	 0.14791	 0.36338	-0.24101	  1.1301	0.081107
Vimp	-0.031577	  0.35513	  0.26195	 0.041179	  0.13263	 -0.24512	  0.18986	  0.15274	  0.47465	0.0024035	   1.2295	  0.12463
Gm11837	  -0.12441	   0.70456	  -0.11477	  -0.12163	  -0.11831	  0.072175	-0.0036522	 0.0077885	   0.24178	 0.0014505	    1.1311	0.00061165
Tmem130	   0.12125	   0.61553	   0.12143	   0.12132	   0.12136	   0.12134	-0.0012482	 0.0026444	   0.42186	0.00046918	    1.1421	0.00019186
Csl	 -0.24328	 -0.40085	 -0.20751	 -0.14763	 0.014411	  0.23283	-0.027176	0.0059592	 0.002911	 -0.13581	   1.0406	  0.12845
Kcnj16	   -0.39355	   -0.47726	    0.01644	   -0.10537	    0.31719	    0.17672	-0.00073785	  0.0015615	    0.41538	 0.00027464	     1.1125	  0.0013866
Ggt7	 -0.16077	-0.096313	 -0.18735	  -0.2052	  0.27634	-0.099562	  0.23508	0.0055184	0.0026474	  -0.2642	   1.0412	  0.35009
Fam188b	  -0.090241	   0.031995	  -0.070101	  -0.090782	   0.066081	    0.40477	-0.00029729	 0.00062852	    0.56087	 0.00010964	     1.4313	 -0.0082933
Ky	  0.019241	  -0.13512	  -0.13939	 -0.093947	-0.0017879	    0.2594	-0.0014863	 0.0031471	   0.74832	 0.0046341	    1.3548	  0.047647
Ido2	  -0.038455	   -0.14373	  -0.060847	   -0.32525	  -0.038858	    0.38928	-0.00042976	       -0.3	    0.30924	   0.019514	     1.4457	 6.4335e-05
Spint4	  -0.11218	   0.17703	  -0.23019	  -0.24937	  -0.23427	   0.27028	-0.0014027	 0.0029727	   0.29771	0.00052887	    1.1876	  0.068757
Vwc2	 -0.089596	  -0.11618	  -0.11585	  -0.11618	  -0.11571	   0.27801	   0.28536	  -0.19561	   0.34441	0.00065401	    1.1176	    0.0658
Plekhm3	 -0.22946	 -0.14927	 -0.32245	 -0.26846	 0.083835	 0.092122	  0.47317	-0.028892	  0.51749	-0.031388	   1.0349	  0.12958
Trabd	 -0.31231	-0.084526	  -0.2662	 -0.48542	  0.11234	 0.067141	 0.015518	 0.041149	  0.80589	 -0.11696	   1.1255	  0.18376
Accsl	 0.012406	 0.012616	 0.013223	  0.01291	 0.012897	 0.012919	  0.13186	 -0.21613	  0.40432	-0.077668	   1.7127	  0.13895
Gm14169	0.059506	0.098506	0.059851	0.059587	0.059213	0.059286	  0.1372	-0.27294	 0.45125	-0.11927	  1.5337	 0.20977
Gm14092	 -0.0039175	 -0.0028567	   0.099366	 -0.0050334	-0.00073446	   0.094452	   0.016808	   -0.30242	    0.36883	 0.00021641	     1.7256	 8.7725e-05
Ccdc60	  0.034074	  0.034273	  0.034972	  0.034046	  0.034617	  0.032764	   0.37751	  -0.40772	    0.4554	0.00053097	       1.7	 0.0014438
Dcdc2a	 0.036941	 0.036973	 0.037282	 0.053458	  0.16532	 0.072143	 -0.15169	 -0.33436	  0.23798	-0.056161	    1.948	  0.04725
Moxd1	0.081723	0.082577	 0.08334	0.080689	0.081886	0.082272	0.027387	-0.15526	 0.32059	-0.15284	  1.8351	 0.14261
Mpp3	 0.082331	 0.082024	 0.082773	  0.08241	  0.08218	  0.11382	 0.077746	-0.065971	 0.080939	 -0.18858	   1.7793	  0.12253
Adarb2	   0.088389	    0.08946	   0.088756	   0.089254	    0.36493	   0.089056	-0.00077136	  -0.047778	     0.5136	   0.026788	      1.722	    0.02376
Gm10474	 0.059499	 0.059673	 0.099205	 0.059647	  0.25833	 0.059658	-0.017502	0.0046536	  0.37174	 0.083815	   1.6061	 0.072032
Gm12295	  0.026831	  0.070277	  0.027273	  0.076503	  0.082486	  0.027175	  0.099761	  0.068546	    0.5127	 -0.044066	    1.5971	0.00019764
Uba1y	  0.051699	  0.052188	  0.052925	   0.11121	   0.16737	   0.05216	   0.17173	 -0.043815	     0.448	  0.095984	    1.6153	0.00021072
Diras1	 0.080542	 0.080436	 0.080824	 0.080602	 0.080628	 0.080314	 0.080018	 -0.13356	  0.63869	0.0034746	   1.7872	-0.062177
Gal3st3	  0.11299	  0.11357	  0.11403	  0.17061	  0.11377	   0.1135	 -0.01396	0.0041763	  0.57763	-0.057446	   1.8946	0.0021951
Fmn2	    0.12018	   0.080943	   0.056218	   0.055644	    0.07155	   0.076024	-0.00042253	  0.0008934	    0.46248	  0.0014289	     1.7824	   0.027678
Prtg	 0.012292	 0.013507	 0.014271	 0.012864	 0.051761	 0.011924	-0.041086	-0.027822	   0.3951	0.0003082	   1.7961	 0.075816
Pnma2	  0.040923	  0.041009	   0.04101	  0.040776	  0.041159	  0.040585	-0.0019804	 0.0041933	   0.30862	  0.053249	    1.8937	   -0.1322
Slc26a5	 0.036691	 0.036673	 0.037226	 0.036663	 0.036433	  0.11456	  0.05776	0.0015712	  0.33645	 0.079706	     1.89	 0.023682
Ccdc65	  0.20153	  0.16735	 0.090377	 0.086489	 0.082171	 0.087431	  0.25503	0.0057341	  0.60959	 0.067015	   1.8122	 0.053105
Tenm2	  0.02753	  0.10551	 0.030422	 0.027868	 0.028684	 0.092369	  0.35389	0.0021535	  0.61219	 -0.10163	    1.797	 0.025094
Hmgcs2	   0.03161	   0.24039	  0.074085	   0.16294	   0.23718	   0.16463	   0.18769	   -0.3345	    0.7259	0.00026893	    1.6744	  0.068696
Ptk6	-0.047213	-0.026156	-0.084602	  0.32704	-0.046551	  0.14138	  0.22027	0.0052731	  0.60266	  0.12833	   1.7993	-0.082769
Csn3	0.072559	0.073617	0.077603	0.074309	 0.07291	0.069969	  0.3928	-0.10219	  0.5338	0.073813	  1.5063	 0.40855
Sun5	  0.11091	  0.39959	  0.11109	  0.11082	  0.11102	  0.12489	  0.29493	0.0029016	  0.31038	  0.19423	   1.5354	   0.3065
Aifm3	 0.094926	-0.082147	-0.083844	-0.084377	-0.083479	 -0.08545	 -0.10849	0.0039379	  0.58958	  0.12305	   2.0185	  0.10767
Dlk1	 -0.068902	 -0.068039	 -0.066889	 -0.068468	 -0.067711	 -0.068787	    -0.287	0.00092829	   0.34282	   0.06415	    2.1057	  -0.14595
Ccdc175	-0.010496	  0.18362	  0.28106	 0.025649	0.0088641	-0.023105	 -0.01106	0.0034252	  0.23095	  0.38428	   1.9088	 -0.24263
Cntn4	 0.061408	 0.061335	 0.061788	 0.061534	 0.061459	 0.082193	-0.098179	0.0065315	  0.38263	  0.34515	   1.9655	 -0.11013
Apba2	 0.034518	 0.035576	 0.039562	 0.036268	 0.034869	 0.037256	   0.2071	-0.037757	  0.68835	  0.34907	   1.3306	 -0.24545
Ltk	 0.026064	  0.08959	 0.026374	 0.026126	 0.025896	 0.026111	  0.46953	0.0031199	  0.49591	  0.35965	   1.3912	-0.028083
Etnppl	 -0.034917	 -0.034985	 -0.034466	  -0.03485	 -0.034625	 -0.034729	   0.32313	   0.07304	    0.6353	0.00055554	    1.4262	 -0.038367
Lrp1b	 -0.010221	-0.0099602	-0.0097247	-0.0099758	-0.0098214	 -0.010082	   0.27292	   0.35478	   0.76074	 0.0028557	    1.5717	 -0.063359
Megf10	  0.059464	  0.059546	  0.059697	  0.092865	  0.059463	   0.05966	   0.45043	 -0.039559	   0.81509	   0.11579	    1.5237	0.00026467
Trhde	 0.081205	 0.080975	 0.081571	 0.081269	   0.0808	 0.081362	  0.17808	0.0023831	  0.76464	-0.033107	   1.4079	 -0.16073
Mgat5b	        0	        0	        0	        0	        0	        0	  0.15845	0.0041697	   1.0413	  0.23484	   1.4412	  0.12913
Npas3	 0.076936	 0.077152	  0.11291	 0.076943	 0.077143	 0.077088	  0.12659	0.0026336	  0.85355	 0.042921	   1.3583	  0.21996
Tbata	 -0.051998	 -0.097351	 -0.036169	 -0.097698	  -0.09726	 -0.097816	   0.20131	  -0.17567	   0.93475	0.00079772	     1.334	   0.11712
Ascl4	-0.037772	-0.066723	-0.066312	-0.066682	-0.066718	-0.067119	 0.045372	 -0.33319	    0.844	-0.039467	   1.6631	 -0.13524
Chia1	 -0.088723	 -0.088752	 -0.025476	 -0.020145	 -0.049932	 -0.088616	  0.034928	  -0.24227	   0.80429	0.00038969	    1.3674	  -0.12465
Olfr1342	 -0.061217	 -0.060159	 -0.056173	 -0.059467	 -0.058037	 -0.061347	-0.0014808	   -0.3079	   0.65559	  0.036999	    1.4982	 0.0047079
B4galnt3	 -0.031733	 -0.030164	 -0.041108	 -0.041323	  0.078087	 -0.030833	   0.14705	  -0.19259	   0.50169	0.00063916	    1.5442	  -0.13308
Slc17a7	0.0072259	 -0.09898	-0.034946	-0.098854	-0.098854	-0.098721	-0.002381	-0.056949	  0.91701	 0.066108	   1.4221	 -0.24574
Astn1	 -0.098695	 -0.099636	 -0.097851	  -0.10007	  -0.10035	 -0.099473	  0.043605	 -0.036689	   0.58567	0.00042761	    1.5722	  -0.17583
Dpep1	 -0.12431	 -0.10594	-0.059446	 -0.18601	 -0.19526	 -0.19904	0.0091821	0.0002521	  0.57873	0.0043218	   1.6607	-0.017748
Wasf1	-0.030619	-0.077019	-0.066719	-0.074176	-0.070229	-0.081421	  0.11702	-0.033934	  0.67279	0.0016993	   1.8811	 -0.16789
Trabd2b	 -0.21654	 -0.27536	-0.089114	 -0.26459	  -0.3033	 -0.10247	 0.018779	0.0011328	  0.71339	  0.10077	   1.5232	 -0.25045
Grm1	   -0.23649	  -0.035142	   -0.22726	    0.12845	    -0.2285	   -0.22876	-0.00060095	   -0.17552	    0.45801	 0.00022259	     1.3467	   -0.04188
Lrrc48	  -0.3578	 -0.40393	-0.045098	  0.20352	 -0.47307	 -0.16473	 0.082262	0.0071061	  0.54991	0.0012793	   1.2582	  -0.2267
Rps6kb2	 -0.32856	-0.084626	  0.19833	  0.36006	  -0.1326	 -0.19636	 -0.05534	  -0.1696	  0.26079	  0.24336	   1.5908	 0.032463
Apba1	-0.048372	 -0.40604	  0.11227	 -0.02633	   0.1373	  0.17886	  0.47625	  0.33143	  0.45359	 0.018214	   1.3292	  0.19225
