	Hh_v_GF_CD11b-CD103-	Hh_v_GF_CD11b-CD103+	Hh_v_GF_CD11b+CD103-	Hh_v_GF_CD11b+CD103+	Hh_v_GF_Monocyte	Hh_v_GF_Macrophage
Gpr182	0.049847	 0.36107	 0.16244	 0.61726	  1.5498	-0.81158
Hdac10	0.075339	 0.10743	0.073255	 0.76098	  1.4817	-0.52049
Slc43a3	-0.28677	 0.75863	 0.23498	 0.35914	  1.6987	-0.84384
Celf3	-0.14135	-0.20482	  1.5649	  1.0888	  1.5497	-0.56668
Mapk11	-0.14446	-0.39602	  1.3788	  1.2908	  1.8189	-0.80423
Pgap3	-0.13899	 0.14279	 0.99878	  1.1845	  1.6777	-0.42261
Hoxa7	 0.35932	 0.28172	  1.2973	 0.71766	  2.1973	-0.64489
Mecom	-0.052158	 0.067453	   1.3282	  0.82456	   2.0687	 -0.58835
Cyp7b1	 0.67067	-0.13078	   1.471	 0.65787	  2.1864	  0.2501
Srl	  0.42744	-0.012605	   1.4463	  0.86085	   1.7574	-0.069824
Tmem52b	  0.89734	-0.021364	   1.2451	   0.8891	   1.6887	 -0.30736
Syt15	-0.69076	  1.1831	  1.2833	   1.043	  2.1392	-0.71137
Acad10	 0.21587	 0.89335	 0.38835	 0.55495	  2.2721	-0.13056
Gnat1	-0.023778	  0.41742	   0.5657	  0.82642	   2.8677	 -0.10817
Spats2	 0.10253	  0.4394	 0.19011	 0.81413	  2.6286	-0.38025
Tbc1d30	 0.47879	 0.71305	  0.1281	  1.0593	  2.7111	-0.33031
Cyb561	0.38541	0.18438	0.26317	 1.3815	 2.4309	-0.6526
Ext2	0.014875	 0.50812	-0.23388	  1.2402	  2.3454	-0.47673
Klk8	  0.2767	-0.16551	 0.94423	 0.81805	  3.0612	-0.56763
Vit	 1.0192	0.40727	0.97101	0.72514	  2.997	-0.4228
Nicn1	  0.57422	    1.082	  0.79909	 0.015973	   2.6287	-0.053668
Pcdh1	 0.82339	 0.57971	  1.1736	0.063407	  2.2937	-0.41186
Pfpl	 0.87874	 0.65886	  1.1095	 0.14425	  2.6369	-0.54825
Dmtn	  0.72219	   1.3805	   0.6528	  0.70552	   1.8462	-0.076326
Susd2	 0.37273	  1.6005	 0.67281	 0.69616	  2.4131	-0.91792
Bicd1	-0.066724	-0.052799	  0.23225	  0.27143	   2.4318	 -0.81961
Tbc1d10c	-0.39481	0.039623	 0.35278	-0.08749	  2.3276	 -1.3025
Shroom4	 0.22016	 0.19657	 0.73593	-0.33916	  2.1544	 -1.7425
Tonsl	 -1.0124	-0.50498	 0.77997	 0.24688	  2.7327	 -0.6094
Chst2	-0.36936	-0.13324	 0.63284	-0.29894	  2.3479	 0.52161
Psmc3ip	-0.52053	-0.33666	 0.57316	 0.17559	  3.1025	 0.72466
Enpp1	0.29047	0.10957	0.86324	0.48928	 2.7106	0.53705
Ntpcr	0.070648	 0.16021	  0.6345	 0.43452	  2.7955	 0.62965
Sema4f	0.096391	 0.28297	  1.0506	 0.39144	  3.3502	 0.60014
Adamts9	-0.48195	  1.3058	-0.66164	-0.18604	  1.5517	-0.45893
Fam189a2	-0.19681	  1.6478	-0.46668	 -0.1404	  1.7432	-0.71714
Gm4841	-0.24919	   1.327	-0.64333	-0.50924	  1.0058	-0.59877
Car7	 -0.1653	  1.1515	-0.19274	-0.38319	  2.1206	 -1.4292
Dmwd	0.096764	  1.3503	 -0.5525	-0.50552	  1.5159	 -1.5618
Tjp1	-0.60526	 0.54244	-0.48871	-0.32932	  1.5352	 -1.7687
Cacna1s	  0.7233	 0.44105	-0.36015	-0.42899	   1.262	-0.34623
Rpl3l	 0.79203	 0.44183	-0.24448	-0.12553	    1.12	-0.65937
Chga	  0.7093	  0.9223	  -0.568	-0.28176	  1.0563	 -0.8793
Tspan15	  0.84703	  0.78439	 -0.54526	0.0006531	   1.2347	 -0.60992
Ccdc138	  1.0144	 0.87136	-0.22917	0.035283	  1.5367	 -1.1234
Zfp473	 0.86331	  0.2628	-0.30651	 0.21024	  1.4939	-0.93747
Gapdhs	   0.6033	   1.5593	 0.076957	-0.094115	   1.2266	 -0.97771
Fgd1	 0.43067	 0.55558	-0.25256	 0.54981	  1.9605	   -1.47
Ablim1	-0.06688	 0.45479	 0.92337	  0.7893	  1.0778	 0.56856
Immp2l	-0.0033939	   0.46619	     1.047	   0.65574	    1.2677	   0.91592
Tango6	-0.34566	 0.13418	  1.1629	 0.60996	  1.0332	 0.92089
Dgkb	-0.58389	 0.26004	  1.3579	 0.67416	  1.1581	 0.45383
Nhej1	-0.94855	 0.12159	  1.3771	 0.66081	  1.3013	 0.81135
Ccser1	 0.3325	0.28852	 1.3436	0.78416	0.92279	0.75215
Gstp1	0.60005	0.12188	 1.2436	0.72157	0.55099	0.78329
Ptpn3	0.80245	0.38693	 1.4323	 0.7717	 1.0833	0.81231
Itga8	0.26267	0.28077	 1.0517	0.50063	 0.7839	0.43126
Itgb3	0.34338	0.39408	 1.1836	0.51755	0.89158	0.37477
Rimbp3	0.21176	0.79688	 1.0876	0.11437	0.65501	0.54764
Stmn1-rs1	0.31283	0.50728	 1.1316	0.18269	0.85168	0.48229
Mmab	 0.2139	  0.508	 1.6282	0.65308	0.70871	0.60273
Rab4b	-0.042446	  0.45644	   1.4817	  0.44859	  0.90279	   0.7578
Aif1l	0.10297	0.10558	0.84126	 1.1334	 1.4806	 1.5049
Scd1	0.51969	0.12424	0.61908	 1.1509	 1.1709	  1.327
Slpi	 0.12301	0.079796	 0.60391	   1.303	  0.9827	  1.1517
Bpgm	 0.18803	-0.23514	  1.1381	 0.78671	 0.88489	  1.0336
Hamp2	  0.39557	-0.044847	  0.88959	  0.53244	   1.0579	   1.0775
Il1f9	 0.48897	0.090116	 0.95332	 0.91999	  1.1292	 0.94093
Tarm1	 0.73461	-0.25928	 0.86701	  0.7677	 0.98551	  1.4789
Ccbl2	 0.55759	-0.41967	 0.53599	 0.58579	  1.3319	  1.1342
Cd59a	 0.74477	0.011464	 0.56177	 0.55879	  1.7839	  1.0426
Reep2	-0.28172	 -0.5333	 0.77349	  1.0873	  1.8516	  1.0769
Bcl2l14	 0.13031	 0.34348	  0.9223	-0.13859	  1.4736	  1.1976
Gm20748	-0.025831	  0.23254	   1.2508	 -0.19872	   1.4283	  0.94916
Pgp	 0.19284	-0.15964	 0.46635	0.079497	  1.4771	  1.0144
Tmem101	0.077482	-0.14431	 0.85963	-0.15763	  1.2771	  0.8009
Ctrc	  0.72254	 -0.13347	  0.99097	-0.097301	   0.8871	   1.0846
Gpr25	  0.46974	 0.095381	  0.80918	-0.023904	  0.85085	   1.1933
Fam65b	  0.43612	 -0.71866	  0.76017	-0.066358	     1.16	    1.142
Vamp5	 0.41522	-0.46336	  1.0399	-0.28343	  1.2962	   1.108
Trem2	  0.74665	 -0.23157	   1.1161	0.0086105	   1.6427	  0.93516
Ace	0.043094	  1.0552	  2.2548	  1.1239	 0.59172	 0.55143
Oprm1	-0.090745	  0.83397	   2.4593	   1.1607	   1.1632	  0.66291
Kif3c	-0.083096	  0.16145	   2.1651	   1.2114	  0.78693	   0.8605
Ccr4	0.46277	0.61174	 2.2819	0.29742	 1.5047	 1.2535
Ffar2	0.43505	0.66181	 1.6728	0.80122	 1.1308	 1.1759
Slc29a2	 1.1025	0.82676	 2.0544	0.41277	0.89478	0.72625
Gm9733	0.75753	 0.4053	 1.8369	0.86391	0.15473	  1.195
Oasl1	0.057267	 0.28655	  1.9958	 0.24164	 0.16257	 0.67691
Tmem9	0.38337	0.18306	 2.0986	0.52724	 0.5778	0.62559
Ablim3	-0.84177	 0.26058	  1.0036	 0.40867	  1.5245	-0.26237
Pitpnm2	-0.88032	 0.18923	 0.90428	 0.40982	  1.6095	-0.26465
Shank3	-0.94074	 0.60575	  1.2216	 0.66272	  1.5804	-0.36674
Nrip2	-0.98081	 0.27168	 0.98426	  1.0189	  1.7827	-0.28481
Il34	 -0.7209	 0.44476	  1.3631	  1.0672	  1.4163	-0.20218
Mir1956	-0.57584	 0.25926	  1.3972	  0.6579	  1.5024	-0.14152
Acta2	  -1.1815	  0.44415	   1.5601	  0.41542	   1.2574	-0.096367
Cldn5	-0.77277	 0.58626	   1.533	 0.36716	  1.2974	 0.36179
Map3k7cl	-0.88798	 0.70635	  1.5976	 0.28668	   1.345	 0.54396
Podxl	-0.82411	 0.69838	  1.4934	 0.43037	  1.1286	0.066216
Ptprb	 -1.029	0.89031	 1.5739	0.38738	 1.3607	0.12568
Ecscr	 -1.2287	 0.82469	  1.2914	0.097931	  1.2478	 0.12777
Esam	 -1.0768	  0.9085	  1.2342	 0.18721	  1.6584	-0.13231
Gp9	-0.52018	  1.1883	  1.6621	 0.55404	  1.3439	 0.52498
Tspan18	-0.65936	  1.1881	  1.3357	 0.62769	  1.3024	 0.20689
Apold1	 -0.54985	  0.67786	   1.8258	   0.4156	   1.0779	-0.091742
Sox7	-0.30806	  0.5256	  1.6446	 0.32734	   0.934	-0.15384
Cyyr1	-0.45297	 0.79125	   1.465	 0.35699	   1.122	0.039437
St6galnac2	-0.66688	 0.38107	  1.3902	 0.22146	   0.892	-0.16417
Nxn	0.034129	 0.60983	  1.7164	 0.19443	 0.92508	 0.13892
Tie1	-0.2326	0.69089	 1.8651	0.43585	0.91623	0.24892
Unc45b	-0.50844	 0.53556	  1.6591	 0.34114	  1.3756	-0.59889
Adat2	 -0.50296	  0.75665	   1.0647	  0.46155	0.0011224	  0.26303
Neil2	-0.28253	 0.53679	  1.1286	 0.47587	 0.22912	 0.31393
Aspa	-0.22353	  0.4718	  1.0258	 0.45256	 0.43298	-0.05426
Patz1	-0.50872	 0.25921	  1.0616	 0.44258	 0.45833	0.067829
Smim18	 -0.45418	  0.31577	   1.1048	   0.1937	  0.44267	-0.051797
Sox18	-0.53041	 0.73056	   1.009	 0.21589	 0.39318	 0.10485
Igf2	-0.46885	 0.18426	  1.2497	0.031273	 0.33696	 0.06339
Mrgbp	   -0.434	0.0046919	   1.0581	-0.041573	   0.4736	   0.1115
Ispd	 -0.67172	   0.2815	    1.314	0.0025845	  0.21292	 -0.12349
Tgds	 -0.59404	  0.38989	   1.0716	 -0.17158	-0.025733	   0.3242
Cacna1c	-0.56358	 0.46872	  1.1868	 0.48411	  0.6347	-0.60323
Rem2	-0.85365	 0.31326	  1.0337	 0.56888	 0.62127	 -0.5451
Filip1	-0.55022	0.033816	  1.1903	 0.34279	 0.89654	-0.49557
Pir	-0.32245	 0.10767	  1.0557	 0.47153	  0.8366	-0.31112
Kcne4	 -1.2138	-0.23147	   1.499	 0.33691	 0.77998	-0.11917
Myh11	  -0.8374	-0.044205	   1.1577	  0.41343	  0.72644	-0.030973
Kif5a	-0.63919	0.090376	  1.3892	 0.71015	 0.67764	 0.36847
Nrg2	 -0.74447	  0.12834	   1.4183	   0.7075	  0.60036	-0.028316
Zfp707	-0.51838	 0.36917	  1.5698	 0.84583	 0.83403	0.060451
Ndufa4l2	-0.68974	 0.38122	  1.1154	  0.7151	 0.84058	0.084925
Klc4	-0.30659	-0.22579	  1.4248	 0.51764	 0.50532	 0.23893
Ajuba	 -1.2146	-0.11501	 0.85517	 0.03233	 0.99421	 0.96298
Fam83d	 -1.0545	-0.42203	  1.0875	-0.32406	  1.2994	 0.84496
Phf7	 -0.95377	-0.040889	   1.1788	 -0.17278	   1.4426	  0.64153
Dhh	-0.72247	 0.24838	  1.5461	-0.54275	  1.3024	 0.92199
Klrg1	 -0.81267	-0.056216	   1.5955	 -0.13763	   1.1819	  0.32162
Fam229b	-0.43373	 0.24147	 0.89035	-0.94106	   1.171	 0.46462
Gm12992	 -0.5646	 -0.2796	  1.1127	-0.47618	  1.2344	 0.23326
Ormdl3	-0.49475	0.060526	   1.121	-0.71774	   1.209	 0.20276
Kif18a	 -0.3674	 0.32405	  1.1465	-0.46895	 0.61044	 0.43974
Plekha7	-0.35846	 0.30165	  1.2305	-0.89264	 0.66879	  1.2331
Cpne8	 -1.4717	  0.4126	  1.3021	-0.36784	  1.7007	-0.32467
Pcdh12	-0.66262	 0.40438	  1.3689	-0.33846	   1.477	-0.36633
Sorbs2	-0.79825	 0.27297	  1.5158	-0.19339	  1.9232	 -0.3648
Prox2	-0.78612	-0.23144	  1.7017	 -0.4467	  1.7295	-0.77763
Rnf113a1	-0.43479	0.041742	    1.57	-0.41561	  1.2015	-0.59393
Sycp3	-0.39423	-0.26023	  1.4427	-0.31291	  1.4522	-0.45365
Sncaip	0.041417	0.027554	  1.3331	-0.16194	  1.2249	-0.45427
Tcf19	  -0.3623	-0.019996	   1.4285	 0.044445	   2.1925	 -0.18851
Tll1	-0.54674	 0.58658	  1.1088	-0.27151	  2.3655	 0.21286
Angel1	 0.19327	  1.0452	  1.4781	-0.12511	  2.3516	 0.40864
Hs3st1	0.14802	0.52104	 1.3738	0.12553	 1.4818	 0.8107
Trib2	0.40626	0.67221	 1.4974	0.35146	 1.8335	0.57887
Eya4	 0.022579	 0.035293	   1.6446	0.0064273	    1.512	 0.067991
Lama5	   0.19194	   0.36578	    2.0297	0.00016224	    1.3094	 -0.026986
Padi4	0.028751	 0.04023	  2.1491	 0.27128	  1.7232	 0.49209
Tinagl1	-0.63191	  1.1284	  1.7651	 0.34334	  2.2475	 0.36632
Nxpe3	 -0.61445	   1.2488	   1.9456	-0.026369	  0.91686	  0.57297
Rgs16	-0.65566	 0.71597	  2.4387	-0.35138	  1.5938	-0.25054
Efr3b	  -1.38	0.39621	0.75927	0.69856	 1.9361	0.24469
Pigb	-0.98938	 0.25969	 0.38053	 0.73134	  1.7945	 0.44657
Palmd	 -1.2446	 0.86302	  0.5466	 0.96219	   1.827	0.087259
Eva1a	  -1.1479	  0.23214	  0.67914	  0.68852	   2.5686	-0.094223
Neil3	 -0.94132	  0.26565	  0.61789	  0.29182	   2.2395	-0.026039
Mmrn2	-1.4317	0.78846	0.94937	0.30225	 1.7381	0.69121
Fam101b	-1.2037	 1.1085	0.01344	 1.0507	0.76564	0.23939
Notch3	-1.2948	 1.1631	0.80224	  1.434	  1.477	0.43172
Adora2a	    1.1117	  0.079533	-0.0066193	  -0.18583	   0.89402	   0.69061
Dnajc12	  1.0936	-0.17041	 0.39735	-0.28181	 0.70822	  0.6832
Gimap8	  1.0525	-0.15087	-0.48484	-0.37391	 0.92867	  1.1292
Ankrd33b	  1.2529	 0.08356	 -0.1566	-0.46406	0.054415	 0.56159
Thap7	  1.0386	0.067235	-0.40765	-0.34191	 0.28618	 0.79622
Olr1	  1.2626	 0.25302	-0.17759	-0.90832	0.040872	 0.86468
Gm15850	  0.95763	 -0.54027	-0.062156	 -0.45186	-0.010922	   1.1351
Asgr2	   1.3845	-0.019251	   0.1802	  0.44688	  0.81445	  0.74267
Gstk1	 1.3939	-0.1978	0.11472	0.32932	0.47099	0.80093
Dtnb	 1.0632	0.44544	0.13092	0.66767	0.64282	0.78779
Slc16a3	 1.1588	 0.1461	0.24344	0.69561	0.54946	 0.7179
C1rl	  1.2046	 0.20094	 0.32908	 0.38769	0.079296	 0.74764
Pold4	 1.0851	 0.3926	0.24061	0.44227	0.11934	 1.0432
Cbr1	   1.2164	 0.093585	-0.079731	  0.51442	0.0042243	  0.94693
Cyp4f16	   1.048	-0.05748	0.068028	 0.30703	 0.35066	 0.71098
Ldlrap1	    1.178	-0.059792	   0.1497	  0.22254	 0.088043	  0.68643
Nrg1	 1.4009	0.34873	 0.5301	0.15755	0.37714	0.92543
St8sia6	 1.4951	0.37465	0.28268	0.17883	0.18687	0.83014
Ntng2	 0.60967	 0.38145	-0.32781	0.058694	 0.48817	   1.341
Rgs11	 0.89793	 0.44493	-0.17478	 0.13557	 0.54953	  1.0691
Trem3	 0.88444	 0.12915	-0.11485	 0.20872	 0.53936	  1.1241
Commd5	 0.72393	-0.53513	 0.76312	 0.74011	   1.106	 0.56123
Crisp1	  1.0337	-0.35829	 0.53255	 0.36138	  1.0332	 0.87561
Traf4	   1.0237	-0.076893	  0.62276	  0.58664	  0.87767	  0.54642
Fuz	  1.1681	-0.44664	 0.92723	 0.17303	 0.37292	  0.4269
Nod1	  1.0684	-0.15261	 0.60864	 0.56802	 0.32594	 0.34732
Agk	   1.1415	   0.6464	 -0.47536	  0.35968	  0.45804	-0.094114
Oosp1	  1.3254	 0.78143	-0.51796	 0.17726	 0.90519	-0.46705
Slc25a18	  1.2591	  0.7884	-0.35962	0.074351	   0.573	-0.58953
Plekhh1	  1.0242	 0.67844	-0.10443	 0.26522	 0.49212	-0.69351
Bank1	   1.5696	  0.13574	 -0.28925	  0.30423	  0.77883	-0.027523
Krt80	  1.3196	0.029588	0.023315	 0.59687	 0.69173	 0.26737
Bcas3os2	   1.2541	  0.52784	  0.22856	-0.095614	  0.67857	-0.048606
Optn	  1.2815	 0.28193	 0.25232	 0.28436	  0.6998	-0.29928
Capns2	  1.2643	-0.56594	-0.24181	    0.12	 0.29803	 0.09732
Cdk20	    1.128	 -0.30304	 0.050124	-0.015709	 0.082692	   0.1821
Htr5b	    1.3672	  -0.22448	  -0.49803	-0.0046952	   0.46739	  -0.28438
Pecr	   1.3741	 -0.16909	 -0.26661	-0.058157	  0.11241	 -0.14308
F5	  1.3016	-0.38854	 0.14058	 0.21774	 0.45262	-0.52849
Snord93	    1.146	-0.088831	 -0.25118	  0.22685	  0.54211	 -0.43017
Fmn1	  1.4316	 -0.1241	 0.38289	0.083063	 0.18542	-0.24354
Mir215	   1.3144	 -0.37337	0.0099472	  0.14909	 -0.14951	 -0.24647
Pnma1	   1.067	-0.43832	 0.42305	 0.28246	-0.31497	-0.45906
Gm5643	  1.0378	 0.17966	-0.18719	-0.29414	 0.23795	-0.23479
Snord67	  1.2261	  0.1616	-0.22478	-0.74458	 0.50293	-0.25101
Mthfs	  1.1719	 0.17718	0.085309	-0.29004	 0.65532	-0.44665
Mdga1	  1.3082	 0.19657	-0.29234	-0.35627	 0.40222	  0.2231
Pgf	  1.2817	 0.27725	-0.49914	-0.32242	 0.37433	 0.14088
Lrrc63	  1.0746	 0.46243	-0.71204	-0.33561	 0.22021	-0.25473
Olfr700	  1.0261	0.056879	-0.82938	-0.58804	 0.28153	-0.47264
Ak8	   1.1368	  0.76341	-0.090425	 -0.41029	 -0.33628	 0.061162
Gm19510	  1.2415	 0.44876	-0.28444	0.028642	-0.53113	-0.13654
Cage1	   1.1144	 0.080614	-0.090665	  0.33501	 -0.51186	  0.45973
Mirlet7f-1	  1.0199	 0.19222	-0.04474	 0.34548	-0.56539	0.058093
Fndc7	   1.2739	-0.065604	 -0.30769	 -0.10249	 -0.27749	  0.24474
Pacrg	    1.2778	  0.038555	 0.0083189	   0.12632	-0.0080618	  0.093883
Zkscan5	  1.1868	0.093929	-0.14874	0.056581	-0.19375	0.047012
Gm6455	   1.3561	  0.34548	-0.066684	  0.13234	-0.010678	  0.26503
Gstt1	  1.0721	  0.4416	 0.10714	0.025651	-0.15508	 0.27684
Tnfaip8l1	   1.0865	  0.28107	 0.057453	-0.059298	 0.094597	  0.29375
Rab20	  1.2737	   0.154	-0.25114	 0.25069	 0.28636	 0.29222
Cryba4	   1.4365	   0.3671	  0.72208	0.0093342	 -0.67459	  0.29365
Pkib	  1.0208	 0.57909	 0.33466	0.019162	-0.44756	 0.35102
Rab6b	   1.2912	  0.28707	  0.18431	-0.090427	  -0.6577	  0.31521
Armcx5	  1.1032	 0.19746	 0.60553	-0.16547	 0.16656	 0.10607
Gm5547	   1.0906	  0.44025	  0.77985	-0.060516	   0.1344	 0.026414
Rln1	 1.1583	0.56675	0.86368	0.27853	0.26849	0.44494
Zhx2	  1.047	0.36736	0.47727	0.34041	0.28657	0.33333
Gm6460	   1.4088	   0.3003	  0.32445	  0.52052	-0.014556	 0.051662
Paqr3	    1.147	  0.21364	  0.46524	  0.20127	-0.026679	 -0.33505
Zfp105	  1.2145	 0.42248	 0.64306	 0.22917	0.035663	-0.33191
Sh2d7	   1.0873	  0.64082	   0.4611	0.0050821	 0.064287	 -0.58155
Hus1b	  1.5998	 0.05078	 0.91806	 0.30672	-0.57539	-0.10937
Trp53inp1	    1.7963	   0.10517	   0.91694	   0.10268	0.00028753	  0.013582
Cmah	  1.7888	 0.79802	-0.15942	-0.56436	 0.43789	 0.48614
Fpr2	  1.8015	-0.28235	 -1.3023	-0.24747	0.061708	 0.79208
Sdr42e1	     1.6801	    0.34111	   -0.77483	-0.00043682	    0.38377	    0.72125
Ap5s1	    1.085	 -0.56089	   1.1516	 -0.22478	-0.054203	 0.065482
Lrrc71	  1.1443	-0.53146	 0.86769	-0.66335	-0.12965	-0.08601
Sec14l2	  1.0504	 -0.4457	  1.2151	-0.28224	 -0.5985	-0.11923
Ltf	  1.3815	-0.57542	 0.82751	0.098458	-0.68982	-0.38195
Bcl2a1b	  1.1536	  0.1481	 0.28809	-0.42804	 0.46741	 0.22815
Mir7027	   1.0753	  0.21901	  0.24706	 -0.74001	-0.026787	 -0.04847
Tlcd2	  1.0514	-0.43753	 0.10382	-0.54193	 0.29532	0.058262
Prss36	  1.0094	 0.30831	 0.94899	-0.92205	0.089863	0.063971
Rnf180	  1.2871	 0.03965	 0.67335	-0.74469	 0.26921	-0.17954
Snx16	  1.2162	-0.15123	 0.79417	-0.66179	 0.14236	-0.11678
Clec4e	    1.64	-0.38437	 0.52011	-0.43075	 0.40781	 0.55354
Gm9047	  1.6683	0.092704	  1.1397	-0.65635	 0.14634	-0.94552
Serpinb1b	  1.2483	-0.32759	  0.8915	-0.65676	 0.24913	-0.77676
Ccdc126	  1.2417	 0.61072	 0.16195	 -0.9891	-0.53003	 0.47233
Gm4759	   1.7414	0.0020381	  0.70534	 -0.90169	  -0.2948	  0.73389
Myl4	  1.4615	 0.77838	 0.86144	-0.52554	-0.20266	 0.68835
Rasgrp1	  2.2948	 0.30251	 0.18121	-0.76488	-0.76515	-0.06424
Src	  1.7188	  0.3208	 0.53743	 -1.0895	  -0.613	-0.41994
Blnk	   2.232	 -1.1818	0.097896	-0.46332	 0.26555	 0.17582
Ms4a7	  1.6659	 -1.4205	-0.14712	-0.51216	 0.33711	 0.17832
Olfr1372-ps1	  2.2799	  -1.273	 0.84462	 0.14471	 0.28827	0.033986
Cd300lb	   2.2064	 -0.40623	-0.037753	 0.034548	 -0.13415	  0.22099
Kcnk13	   2.2364	 0.039441	  0.44697	 -0.23375	-0.093937	   0.3017
Fasl	   2.078	-0.24381	 -0.6307	 0.62282	 0.38032	-0.58317
Lax1	  2.7825	-0.11735	-0.66619	-0.31415	 0.75046	-0.12165
Atxn7l2	  0.85573	  0.52246	   1.0982	-0.085035	  0.44297	 -0.38555
Sspn	  1.0823	 0.77808	  1.0966	-0.30553	0.057648	-0.58022
Ccdc40	  1.3475	 0.73843	  1.5477	-0.11329	-0.30696	-0.51131
Cdkl4	  1.1265	  1.2873	  1.3249	-0.26723	 0.49747	  0.6339
Gm2176	  1.1155	 0.88194	  1.2953	 -0.6014	 0.40658	0.073751
Ttc9	  0.7647	   1.309	  1.1334	-0.25787	 0.78031	-0.46514
Crb2	 0.73985	 0.36524	  0.9219	 -1.0531	  0.5907	-0.11524
Dixdc1	 0.76767	 0.45147	 0.50847	 -1.2555	 0.45918	-0.13588
Gm16938	 0.19694	 0.81119	  1.0877	-0.93904	  1.2028	 0.22464
Pabpc1l	   0.3882	  0.64001	   1.0027	  -1.1769	  0.81949	-0.047689
Foxc1	 0.56494	-0.23233	 0.88636	-0.73725	  1.2899	 0.53779
Wdr35	  1.0102	-0.15268	 0.69895	-0.59189	  1.1007	 0.34715
Rab39b	   1.395	 0.46522	 0.63423	-0.96951	  1.2155	 0.19186
Ephx3	  1.2068	 0.20087	  1.5199	-0.63674	 0.94647	-0.31927
Inpp5j	    1.8141	  -0.21565	    1.5492	-0.0081098	      1.33	  0.021183
Cabp1	  1.1435	-0.58517	-0.48917	-0.69021	 0.97667	-0.29905
Ccdc176	   1.0784	 -0.66342	 -0.82875	 -0.67661	  0.71652	-0.049442
Kcnrg	   1.2191	 -0.41856	 -0.54911	0.0045658	  0.72218	 0.005401
Mamdc4	   1.0781	-0.038514	 -0.33573	 -0.26423	  0.80493	 -0.10735
Nkx2-3	  0.89654	 -0.21749	 -0.84043	 -0.12876	   1.0688	-0.078805
Txlnb	   1.3899	-0.033192	 -0.56516	  -0.1794	   1.4127	  0.11222
Tsacc	   1.3941	 -0.55922	-0.056414	 -0.22051	   1.0051	  0.12761
Ccr1l1	  1.1671	-0.14187	 -1.0109	-0.37229	  1.3141	 0.71572
Hid1	  0.9743	0.020256	 -1.1335	 -0.3792	  1.3323	  0.2689
Cacna1f	0.73639	-0.4798	-1.0024	 0.5961	0.74271	0.51144
Olfr222	  0.7792	-0.46934	 -1.0427	 0.41603	 0.52338	  0.7827
Ttc12	  1.2408	-0.79317	 -1.1612	 0.46478	  0.4843	 0.33741
Oxld1	 0.98003	-0.31531	-0.87215	 0.54403	  1.2385	 0.45944
Srcrb4d	  1.1299	-0.85165	-0.35302	 0.41845	 0.95407	-0.34254
Zfp251	  1.1858	-0.85121	 -0.5967	 0.45472	 0.73365	-0.12375
Tldc1	  1.5192	-0.89683	-0.51519	 0.46466	  1.2814	 0.14702
Klhl3	  1.3018	 -1.0176	-0.86042	-0.31478	  0.7727	 0.71521
Crybb1	  0.53904	  -1.5909	 -0.10927	0.0047624	   0.7588	   0.7775
Gm5113	 0.60393	 -1.1292	-0.38695	 0.16037	 0.61785	 0.40146
Ribc1	 0.47067	 -1.0101	-0.49403	 0.51308	 0.41032	 0.30681
Kifc3	 0.78143	 -1.1138	-0.90351	 0.78103	 0.22337	 0.36167
Scube3	 0.28789	 -1.3717	-0.73354	 0.21025	  1.0164	0.058906
Cmya5	 0.75966	-0.74058	0.038865	 0.24731	  1.9569	 0.55784
Gpr176	  0.95076	 -0.66357	0.0099773	  0.88383	   1.7594	 0.089191
Tbc1d22bos	 0.58426	-0.81602	-0.33276	  0.7839	  1.8919	-0.12625
Ptgs2os	 0.70321	 -0.8326	-0.25884	 0.37501	  1.2308	 0.11481
Slc2a8	 0.75415	-0.65698	-0.45058	  0.7232	   1.578	 0.34284
Rapsn	 0.96454	 -1.0506	-0.49047	 0.46566	  1.8601	 0.20458
Nek2	0.025834	-0.81756	-0.20745	 0.86737	  2.0879	 0.56707
Gpr152	  1.5111	-0.46103	 -1.6778	  1.3899	  1.0807	0.023054
Angpt4	 0.94063	 -1.1113	 0.48923	 0.31216	  1.3457	-0.26715
Fam227b	0.89432	-1.0166	  0.658	0.16586	 1.2399	0.12653
Mir3095	 0.48647	-0.80027	  1.0418	 0.38766	  1.2515	 0.21939
Pex11a	 0.61031	 -1.2933	 0.38389	-0.43803	  1.4934	-0.18948
Pllp	 0.52339	 -1.4665	 0.63984	-0.41666	 0.85014	-0.13263
Cd276	   1.0671	   -1.487	  0.32234	-0.042078	  0.51586	 -0.18902
Ppp1r3b	  1.0509	-0.31379	  0.4023	-0.18941	 0.71952	-0.34486
Rnf128	   1.1801	 -0.85132	  0.57433	 -0.33108	  0.49814	-0.073754
Dio2	0.79079	-1.6118	 1.3383	0.13617	0.99473	0.25155
Smyd4	 0.67116	 -1.5008	  1.3359	0.042075	 0.82178	-0.23515
Gal	  0.49145	  -1.4413	    1.399	 -0.47199	  0.15154	-0.089628
Mfsd7a	 0.47598	-0.95551	  1.9123	 0.13819	  1.4863	 0.12928
Tmem53	  0.44917	 -0.74077	    1.658	0.0061936	   1.5359	-0.045349
Syngr3	  1.4468	 -1.1085	    1.09	 -1.5035	 0.31413	0.099527
Ccl5	 0.32525	 -1.9276	 0.90828	-0.70036	 0.57604	   1.454
Scn4b	  1.1192	-0.54867	  1.5625	 -1.0301	  2.2721	 0.51223
Abca13	 0.84903	 0.27784	 0.54583	 0.86728	 -1.4241	0.030706
