	SFB_v_GF_CD11b-CD103-	SFB_v_GF_CD11b-CD103+	SFB_v_GF_CD11b+CD103-	SFB_v_GF_CD11b+CD103+	SFB_v_GF_Monocyte	SFB_v_GF_Macrophage
Gm694	0.065826	0.065438	0.066546	0.066004	0.065693	0.066108
Tmeff2	0.065521	0.065506	0.066131	0.065584	0.064905	0.065468
Klhl1	0.065397	0.065775	0.066249	0.065704	0.066006	0.064803
Arhgef38	 0.06273	0.062727	0.063071	0.062148	0.062933	0.062906
Gm16596	0.062704	0.062656	0.062661	0.062956	0.063046	0.062741
Gsta2	0.062483	0.062325	0.062185	0.062563	 0.06265	 0.06261
Msx1os	0.062375	0.061919	0.062143	0.062235	0.062783	0.062729
Mir210	0.062202	0.062229	0.062575	0.062273	0.061744	0.062189
Col2a1	0.061516	0.061494	0.061589	0.061481	0.061604	0.061343
Slc34a2	0.061474	0.061368	0.061632	0.061509	0.061308	0.061511
Mir7014	0.061008	0.061202	 0.06076	0.061331	0.061536	0.060229
Gm15698	0.060648	0.060699	0.060856	0.072585	0.060663	0.060631
Zcchc5	0.062418	0.062467	0.062771	0.062578	0.077444	0.062582
Aldoart2	0.073701	0.074759	0.078745	0.067089	0.076881	 0.07644
Mir6373	0.073701	0.074759	0.078745	0.067089	0.076881	 0.07644
Kiss1	0.073997	0.075055	0.079041	 0.06733	0.077177	0.076736
Olfr532	0.073997	0.075055	0.079041	 0.06733	0.077177	0.076736
Evx2	0.074909	0.075967	0.079953	0.071002	0.078089	0.074819
Kctd8	0.074909	0.073138	0.079953	0.071002	0.078089	0.077648
Ush1g	0.074909	0.073138	0.079953	0.071002	0.078089	0.077648
Mir6927	 0.07208	0.075967	0.079953	0.071002	0.078089	0.077648
Cnpy1	0.074023	0.069512	0.079067	0.075773	0.077203	0.073933
Nxph4	 0.07146	0.072417	0.079232	0.075938	0.077368	0.074098
Gm16863	0.074023	0.069512	0.079067	0.075773	0.074375	0.076762
Lyg1	  0.0719	0.070135	0.079789	0.076495	0.077925	0.077483
Tectb	0.071812	0.070031	0.079684	 0.07639	 0.07782	0.077379
Spata33	0.074701	0.070081	0.076916	0.076451	0.077881	 0.07744
Vstm2b	0.074909	0.073138	0.079953	 0.07383	 0.07526	0.077648
Gm53	0.071989	0.064793	0.077033	0.073739	0.075169	0.074727
Vmn2r105	0.071534	0.064412	0.076578	0.073284	0.074714	0.074273
Trhr2	0.069933	0.068452	0.077805	0.074511	0.075941	  0.0755
Cyp2d10	0.069657	0.076438	0.080424	 0.07713	 0.07856	 0.07529
Gm20747	0.067309	0.076568	0.080554	 0.07726	 0.07869	0.078249
Krt14	0.069657	0.076438	0.080424	0.074302	 0.07856	0.078119
Dlx6	0.067112	0.073479	0.077465	0.074171	0.075601	0.072331
Gm11961	0.068015	0.074529	0.078515	0.075221	0.076651	0.073381
Mir668	0.068015	0.074529	0.078515	0.075221	0.076651	0.073381
Mir6338	0.063527	0.072665	0.076651	0.073357	0.074787	0.074346
Casp14	0.076726	0.076743	0.076841	 0.07664	0.076701	0.076762
Cxcl17	0.075967	0.076304	0.076228	0.076173	0.076431	0.076194
Entpd4	0.077684	0.077261	0.078067	0.077736	 0.07778	0.077497
Miox	0.077369	0.077158	0.077982	0.077433	0.077776	0.077078
Hcrt	0.077793	0.077919	0.077851	0.077612	0.078136	0.077359
Zfp354b	 0.07819	0.078215	0.078583	0.078335	0.077859	0.077933
Hhla1	0.074909	0.073138	0.074296	0.076659	0.078089	0.077648
Olfr530	0.074909	0.075967	0.074296	0.076659	0.078089	0.074819
Olfr697	 0.07146	0.075245	0.073574	0.075938	0.077368	0.076926
Lypd1	0.074133	0.075191	0.076348	0.075883	0.071764	0.076872
Mir453	0.072174	0.076076	0.080062	0.076768	 0.07537	0.074928
Olfr1335	0.075082	 0.07614	0.080126	0.076832	 0.07258	0.074992
Tacr2	0.075502	0.075496	0.075577	0.075494	0.075469	0.084741
Bai3	0.071485	0.071073	0.071993	0.071676	0.071477	0.071891
Pcdhb11	0.071857	0.071369	0.072458	0.071663	0.071613	 0.07217
Nlrp9b	0.071972	 0.07204	0.072156	0.072041	0.071881	0.071934
Brinp3	0.070602	0.070393	0.071069	0.070807	0.070622	0.070384
Fam115e	0.070941	 0.07097	0.070584	0.070975	 0.07109	0.071011
Stmn3	0.070882	0.070901	0.071194	0.070759	0.069287	0.070986
Myh2	0.069777	0.070085	0.070685	0.070006	0.070447	0.069546
Sgcg	0.069997	0.070022	0.070391	0.069762	0.069863	0.069878
Efcab3	0.070262	 0.06979	0.070943	0.070195	0.071837	 0.07181
Nlgn1	0.068666	0.068707	0.071873	0.069995	0.070487	0.067057
Bmpr1b	0.074564	0.074644	0.074663	 0.07434	0.074381	0.074701
Iyd	0.073968	0.074587	0.075024	 0.07397	0.074668	0.074605
Ccdc113	0.074399	0.074522	0.074958	0.074606	0.074603	0.073485
Fetub	0.071839	0.073243	0.073032	0.073309	0.072485	0.072523
Olfr110	0.073125	0.073197	  0.0734	0.073247	0.073236	0.072613
Spsb4	0.072805	0.072823	0.072804	0.072815	0.072789	 0.07276
Ldlrad2	0.072582	 0.07257	 0.07359	0.072148	0.073312	0.073257
Olfr1168	0.073177	 0.07336	0.074006	0.071677	0.073678	0.073611
Nwd1	0.073478	0.073488	0.073526	0.073525	0.073475	0.073519
Pcdhb7	0.073773	0.073759	0.073549	0.073734	0.073847	0.073822
Mir665	0.071236	0.072294	0.068287	0.072986	0.074416	0.073975
Olfr231	0.071236	0.072294	0.068287	0.072986	0.074416	0.073975
Vmn2r85	0.072091	0.073148	0.069005	0.073841	0.075271	0.074829
Bglap2	0.072986	0.074044	 0.07803	0.074736	0.070778	0.072896
Sptlc3	0.072986	0.074044	 0.07803	0.074736	0.070778	0.072896
Csn3	0.072559	0.073617	0.077603	0.074309	 0.07291	0.069969
Cyp24a1	0.072559	0.073617	0.077603	0.074309	 0.07291	0.069969
Morc2b	0.072559	0.073617	0.077603	0.074309	 0.07291	0.069969
Olfr495	0.072559	0.073617	0.077603	0.074309	 0.07291	0.069969
Tex16	0.072559	0.073617	0.077603	0.074309	 0.07291	0.069969
Brinp1	 0.06973	0.073617	0.077603	0.074309	0.075739	0.069969
Krtap5-3	0.069779	0.073676	0.077662	0.074368	0.075798	 0.07003
Neurod6	0.069395	0.073214	  0.0772	0.073906	0.075336	0.069555
Umodl1	0.069395	0.073214	  0.0772	0.073906	0.075336	0.069555
Ctnna2	0.072559	0.073617	0.074774	0.074309	0.075739	0.069969
Cyp2c39	0.072559	0.073617	0.074774	0.074309	0.075739	0.069969
Stfa3	0.072559	0.073617	0.074774	0.074309	0.075739	0.069969
Dynap	0.072559	0.073617	0.077603	 0.07148	0.075739	0.069969
Lep	0.072559	0.073617	0.077603	 0.07148	0.075739	0.069969
Sppl2c	0.072559	0.073617	0.077603	 0.07148	0.075739	0.069969
Zp4-ps	0.072559	0.073617	0.077603	 0.07148	0.075739	0.069969
Fbll1	0.072559	0.070788	0.077603	0.074309	0.075739	0.069969
Gm15319	0.072559	0.070788	0.077603	0.074309	0.075739	0.069969
Wfdc10	0.072559	0.070788	0.077603	0.074309	0.075739	0.069969
Foxd4	0.071876	0.072934	 0.07692	0.073626	0.075056	 0.06642
Mir6408	0.071749	0.072807	0.076793	0.073499	0.074929	0.066313
Mir6940	0.071459	0.072517	0.076503	0.073209	0.074639	0.066069
Slc6a18	0.072324	0.073382	0.077368	0.074074	0.075504	0.066796
Mir144	0.070186	0.071244	 0.07523	0.071936	0.073366	   0.065
Mir466n	0.070186	0.071244	 0.07523	0.071936	0.073366	   0.065
Cldn24	0.074286	0.075344	 0.07933	0.073207	0.077466	0.071453
Gm7325	0.074839	0.075896	0.077054	0.076589	0.078019	0.071917
Chn1os3	0.067453	0.068511	0.072497	0.069203	0.063188	0.070191
Pabpc5	0.069966	0.071024	 0.07501	0.071716	0.065241	0.072705
Gsc2	0.072407	0.073465	0.077451	0.074157	0.067226	0.075146
Lipi	0.072407	0.073465	0.077451	0.074157	0.067226	0.075146
Mir6938	0.072407	0.073465	0.077451	0.074157	0.067226	0.075146
Olfr397	0.072407	0.073465	0.077451	0.074157	0.067226	0.075146
Psapl1	0.072407	0.073465	0.077451	0.074157	0.067226	0.075146
Rhox11	0.072407	0.073465	0.077451	0.074157	0.067226	0.075146
Trh	0.072986	0.071215	 0.07803	0.074736	0.070778	0.075725
Anks4b	0.067688	0.067849	 0.06811	0.082213	0.068013	0.085964
Chil1	0.085748	0.063173	0.063264	0.063103	0.063216	0.063049
Kirrel2	0.089172	0.062825	0.062669	0.062819	0.062842	0.062572
Tmem52	0.092716	0.067079	 0.06733	0.066872	0.067223	0.067225
Cnr1	0.079862	0.066591	0.066975	0.066829	0.066692	0.066845
Lefty2	0.084552	0.058196	0.058367	0.058051	0.058278	0.058242
Sbk2	0.095505	0.056864	0.057169	0.056802	0.057106	0.057088
Tdrd1	0.072157	0.071945	0.072434	0.097803	0.072234	0.071997
Wap	0.066253	0.066385	 0.06668	0.097087	0.066415	0.065796
Arhgef33	0.072615	 0.04767	0.047681	0.080075	0.047904	 0.04758
Mir8102	0.081306	0.063464	0.040795	0.069166	0.041154	0.041079
Ncmap	0.079801	0.037955	0.038182	0.067105	0.037798	0.060859
Cntn4	0.061408	0.061335	0.061788	0.061534	0.061459	0.082193
Scrt2	0.059363	 0.05947	0.059336	0.059522	0.059671	0.085964
Tmprss13	0.060803	0.060373	0.060762	  0.0602	0.060428	 0.09724
Wnt9a	0.061698	 0.06164	0.061792	 0.06173	0.061629	  0.1073
Ninj2	 0.04624	0.046711	0.046948	0.046499	0.046825	 0.11883
Sntg2	0.048151	0.048484	 0.04875	0.048362	0.048228	 0.10055
Tekt3	0.054842	0.054999	0.055301	0.055105	0.055269	 0.12117
Gja10	0.042156	0.042202	0.042326	0.089003	0.042324	0.058971
Serpina3c	0.043076	 0.04332	0.043673	0.077003	 0.04322	 0.07683
Ucn2	0.034055	0.034428	0.034646	 0.06503	0.034511	0.074158
Psg23	0.070169	0.082735	0.034627	 0.03404	0.080059	0.076164
Agtr2	0.034518	0.035576	0.039562	0.036268	0.037698	 0.13549
Olfm3	0.034518	0.035576	0.039562	0.036268	0.037698	 0.13549
Olfr139	0.034518	0.035576	0.039562	0.036268	0.037698	 0.13549
Olfr1425	0.034518	0.035576	0.039562	0.036268	0.037698	 0.13549
Olfr508	0.034518	0.035576	0.039562	0.036268	0.037698	 0.13549
Olfr550	0.034518	0.035576	0.039562	0.036268	0.037698	 0.13549
Ptpn20	0.034518	0.035576	0.039562	0.036268	0.037698	 0.13549
Rgr	0.034518	0.035576	0.039562	0.036268	0.037698	 0.13549
Tdpoz3	0.034518	0.035576	0.039562	0.036268	0.037698	 0.13549
Tff1	0.034518	0.035576	0.039562	0.036268	0.037698	 0.13549
Vmn1r231	0.034518	0.035576	0.039562	0.036268	0.037698	 0.13549
Mir96	0.034518	0.035576	0.039562	0.036268	0.037698	 0.13549
Mir702	0.034518	0.035576	0.039562	0.036268	0.037698	 0.13549
Mir698	0.034518	0.035576	0.039562	0.036268	0.037698	 0.13549
Mir6931	0.034518	0.035576	0.039562	0.036268	0.037698	 0.13549
Mir669k	0.034518	0.035576	0.039562	0.036268	0.037698	 0.13549
Mir297-1	0.034518	0.035576	0.039562	0.036268	0.037698	 0.13549
Higd1c	0.034518	0.035576	0.039562	0.036268	0.037698	 0.13549
Gm1968	0.034518	0.035576	0.039562	0.036268	0.037698	 0.13549
Defb37	0.034518	0.035576	0.039562	0.036268	0.037698	 0.13549
Crygc	0.034518	0.035576	0.039562	0.036268	0.037698	 0.13549
Gm20319	0.036026	0.036851	 0.04089	0.034947	0.034974	 0.13738
Pabpc4l	0.034295	0.034246	0.034626	0.034216	0.034145	 0.10726
Sept12	0.035798	0.035784	0.036529	0.035959	0.036312	 0.10778
Pcdh20	0.038746	0.037751	0.039222	0.038734	0.039265	 0.11413
Slc26a5	0.036691	0.036673	0.037226	0.036663	0.036433	 0.11456
Zfp879	0.030278	 0.03032	0.030287	0.030342	0.030329	 0.10713
Eif3h	 0.01957	0.032948	0.033906	0.048827	0.055877	  0.1186
Crxos	0.052501	0.022108	0.022505	0.022181	 0.05067	 0.11487
Klk10	0.054854	0.016771	0.017319	  0.0174	 0.01661	 0.11909
Fam57b	0.017788	 0.01779	0.018132	0.017491	0.017603	 0.10518
Mbd3l2	0.021987	0.022129	 0.02209	0.022206	0.022235	 0.11835
Mir3971	0.023487	0.023465	0.023866	0.023627	 0.02337	0.063206
Vsx1	 0.02366	0.023789	0.023791	0.023787	0.023697	0.087796
Hoxb6	 0.033989	 0.012948	 0.052418	 0.071007	0.0043017	  0.10789
Il31	0.014474	0.014794	0.015071	0.070546	0.015052	 0.12916
Sytl5	0.025235	 0.02525	0.025616	 0.08319	0.025463	 0.14321
Col19a1	  0.0698	0.069963	0.070141	0.069818	0.069826	 0.17896
Ube2ql1	0.065818	 0.06577	0.066463	0.065683	0.066205	 0.16688
Mir466f-1	0.072119	0.073177	0.077163	0.073869	0.075299	 0.16769
Cxcl15	0.054713	0.055771	0.056929	0.056463	0.057893	 0.15569
Pabpc2	0.054713	0.055771	0.059757	0.056463	0.055065	 0.15569
Gm2897	0.054713	0.055771	0.059757	0.056463	0.057893	 0.15286
Mir6998	0.054713	0.055771	0.059757	0.056463	0.057893	 0.15286
Vmn2r47	0.054713	0.055771	0.059757	0.056463	0.057893	 0.15286
Ensa	 0.027317	 0.081421	  0.03959	0.0080368	 0.060954	   0.1579
Acsm5	0.091273	 0.10735	0.032889	 0.03005	  0.0312	0.030223
Tnmd	 0.11231	  0.1092	0.035809	0.033416	0.034328	0.032648
Apol9a	0.023063	 0.10891	0.023713	0.023303	0.022674	0.023201
Tbx1	0.023665	 0.10907	0.024022	0.023462	0.026208	0.023804
Mir7081	0.028772	 0.10732	0.032576	0.029621	0.029842	0.029796
Gm2030	0.034518	 0.13381	0.039562	0.036268	0.037698	0.037256
Gvin1	0.034518	 0.13381	0.039562	0.036268	0.037698	0.037256
Irx6	0.034518	 0.13381	0.039562	0.036268	0.037698	0.037256
Mafa	0.034518	 0.13381	0.039562	0.036268	0.037698	0.037256
Mir486	0.034518	 0.13381	0.039562	0.036268	0.037698	0.037256
Mt4	0.034518	 0.13381	0.039562	0.036268	0.037698	0.037256
Olfr711	0.034518	 0.13381	0.039562	0.036268	0.037698	0.037256
Vmn2r55	0.034518	 0.13381	0.039562	0.036268	0.037698	0.037256
Rsph6a	0.060984	 0.10544	0.035005	0.034719	  0.0346	0.034638
Cdx2	0.032759	 0.16665	 0.03311	0.058663	0.033077	 0.03274
Doxl2	0.054713	 0.15401	0.059757	0.056463	0.057893	0.054623
Krt1	0.054713	 0.15401	0.059757	0.056463	0.057893	0.054623
Olfr655	0.054713	 0.15401	0.059757	0.056463	0.057893	0.054623
Klra23	0.051885	 0.15401	0.059757	0.056463	0.057893	0.057452
Rex2	0.054713	 0.15401	0.059757	0.056463	0.055065	0.057452
Mir6921	 0.05414	  0.1617	0.054569	0.054361	0.054559	0.054756
Myh6	0.047262	 0.15367	0.048049	0.047243	0.046622	0.047673
Enpp7	0.062176	 0.12444	0.063057	0.061218	0.062675	0.062276
Gnrhr	0.054738	 0.12489	0.055259	0.054196	 0.05505	0.054686
Gm14169	0.059506	0.098506	0.059851	0.059587	0.059213	0.059286
Tctex1d1	0.054579	 0.11763	0.054721	0.054188	0.054756	0.082526
Adcy10	0.074473	 0.12869	0.021443	0.082767	0.022342	0.022734
Atp1a4	0.052165	0.080112	0.052608	 0.09525	0.042921	0.051828
Ctsll3	0.042036	0.085563	0.041608	0.083669	0.042346	 0.04202
Lyg2	0.034688	 0.11539	0.038835	 0.11579	0.036877	0.034966
Wdr20rt	0.042434	 0.11395	0.045407	 0.11253	0.043629	  0.0422
Mir7231	0.030614	 0.12334	0.031252	 0.13248	 0.08464	0.030286
C2cd4b	0.061891	 0.13098	0.034438	0.034402	0.034368	 0.14586
Gm14440	0.042075	 0.12092	0.047196	0.043908	0.042805	 0.13915
Gm4907	0.043766	 0.13196	0.046036	0.045541	0.046912	 0.12489
Tenm2	 0.02753	 0.10551	0.030422	0.027868	0.028684	0.092369
Mir324	0.032447	 0.13578	0.033213	0.032624	 0.10537	 0.10078
Ankrd17	0.087479	0.032753	0.061549	0.026104	 0.12392	0.082618
Avpr1b	0.073403	0.011849	0.014512	0.011656	0.077047	0.078898
Hs6st2	0.077538	0.036559	0.037082	0.036793	0.079929	 0.10231
Mir30b	0.049117	  0.0493	0.097256	 0.04914	 0.10286	 0.12572
Mir6983	0.056675	0.056867	0.058143	0.056995	 0.12493	 0.11426
Chst5	0.054713	0.055771	0.059757	0.053635	 0.15613	0.057452
Lor	0.054713	0.055771	0.059757	0.056463	 0.15613	0.054623
Plscr5	0.054713	0.055771	0.059757	0.056463	 0.15613	0.054623
Mir6396	0.054713	0.052942	0.059757	0.056463	 0.15613	0.057452
Olfr1382	0.051885	0.055771	0.059757	0.056463	 0.15613	0.057452
Dcdc2a	0.036941	0.036973	0.037282	0.053458	 0.16532	0.072143
Cib4	0.034518	0.035576	0.039562	0.036268	 0.13594	0.037256
Gm12191	0.034518	0.035576	0.039562	0.036268	 0.13594	0.037256
Gm19303	0.034518	0.035576	0.039562	0.036268	 0.13594	0.037256
Mir128-2	0.034518	0.035576	0.039562	0.036268	 0.13594	0.037256
Mir878	0.034518	0.035576	0.039562	0.036268	 0.13594	0.037256
Olfr1107	0.034518	0.035576	0.039562	0.036268	 0.13594	0.037256
Olfr1428	0.034518	0.035576	0.039562	0.036268	 0.13594	0.037256
Olfr167	0.034518	0.035576	0.039562	0.036268	 0.13594	0.037256
Mir7031	0.039602	0.037733	0.046871	0.041365	 0.13566	0.039795
Lyzl6	0.043549	0.044018	0.043782	0.044145	 0.11982	0.043429
Mir3077	0.028361	0.030277	0.029754	0.030867	 0.12338	0.029849
Olfr701	0.021534	0.021621	0.021203	0.021615	 0.12868	 0.02174
Foxa2	0.031973	0.031831	0.034689	0.031933	 0.18128	0.031441
Tmem151a	0.033436	0.033042	 0.03454	0.032949	 0.16762	0.053847
Olfr1443	0.020874	 0.02118	0.021703	0.020771	 0.16125	0.020836
Adam6b	 0.17629	0.046755	0.047405	0.046153	 0.04716	 0.10485
Arid3c	 0.12116	0.094405	0.067539	0.067091	0.067002	0.067284
Fmn2	 0.12018	0.080943	0.056218	0.055644	 0.07155	0.076024
Catsper4	 0.13558	0.067576	0.068002	0.067542	 0.06766	0.067123
Defb30	 0.13689	0.065073	0.065732	0.065201	0.065399	0.063556
Sema3e	 0.12797	0.063342	0.065281	0.062226	0.060896	0.063926
Mir7030	 0.11493	0.062795	0.062825	0.063156	0.062872	0.063046
Col22a1	 0.10689	0.056554	0.057098	0.056444	0.056407	0.056005
Krt85	 0.11136	0.053605	0.054869	 0.05437	0.054554	0.053505
Dlx2	 0.11602	0.050177	0.050786	 0.04977	0.050768	0.050206
Gm14124	 0.15012	0.055771	0.059757	0.056463	0.057893	0.057452
Olfr1086	 0.15295	0.055771	0.059757	0.056463	0.057893	0.054623
Gm20750	 0.15862	 0.06222	0.062514	0.062163	0.062133	0.061796
Klhdc8a	  0.1507	0.056102	0.087526	 0.05584	0.056059	0.056026
Snora36b	 0.13092	0.084588	0.055421	0.087428	0.055481	0.055265
Tcfl5	 0.11107	0.058937	0.059091	0.093238	0.059023	0.058437
Snord90	 0.11582	0.071917	0.072332	 0.11514	0.071984	0.071966
Fgf16	 0.16693	0.044642	0.045653	0.083036	0.046868	0.045378
Chgb	0.099326	0.036512	0.036704	0.036541	0.036338	 0.10312
Slc35f3	 0.11177	0.053756	0.054209	0.053922	  0.0534	0.096625
Mir6975	0.090221	0.052687	0.052612	0.086676	0.052774	0.093731
Akr1c6	 0.13276	0.035576	0.039562	0.036268	0.037698	0.037256
Olfr259	 0.13276	0.035576	0.039562	0.036268	0.037698	0.037256
Olfr355	 0.13276	0.035576	0.039562	0.036268	0.037698	0.037256
Olfr509	 0.13276	0.035576	0.039562	0.036268	0.037698	0.037256
Uncx	 0.13276	0.035576	0.039562	0.036268	0.037698	0.037256
Gm7168	 0.13276	0.035576	0.039562	0.036268	0.037698	0.037256
Gm3286	 0.13276	0.035576	0.039562	0.036268	0.037698	0.037256
Gm16130	 0.13276	0.035576	0.039562	0.036268	0.037698	0.037256
Gm136	 0.13276	0.035576	0.039562	0.036268	0.037698	0.037256
Cyp19a1	 0.13276	0.035576	0.039562	0.036268	0.037698	0.037256
Clvs1	 0.11156	0.044635	0.044997	 0.04489	0.044982	0.044657
Cyp3a11	 0.11583	 0.03935	0.039592	0.039409	0.039221	0.039255
Kcnh8	 0.12335	0.020899	0.021498	0.019984	0.021193	0.020703
Tekt1	 0.10793	0.023268	0.023513	 0.02319	0.022977	0.023013
Trpc7	 0.13207	0.027314	0.027854	0.026636	0.027578	0.026809
Mir7049	 0.13703	0.068021	 0.02235	0.022709	0.022849	0.022801
Ceacam15	 0.18982	 0.03142	0.031485	0.031341	0.031466	0.031457
Cts6	 0.17455	0.024052	 0.02899	0.024992	0.027036	0.026615
Hes5	 0.16409	0.030533	 0.03106	0.030993	0.031124	0.030811
Epha6	  0.17859	 0.009122	 0.015481	0.0094928	 0.010681	 0.013151
Mir7041	 0.16988	0.010421	0.014122	0.011061	0.015126	0.014683
Mir6941	 0.18874	0.029068	0.070472	0.029518	0.029628	 0.02959
Khdc1a	 0.15746	0.022537	0.022567	0.022366	0.088178	0.022619
Ceacam-ps1	  0.13538	0.0060722	 0.010079	 0.004022	0.0082068	0.0077606
Padi3	   0.11524	   0.05159	-0.0041287	-0.0046121	-0.0045043	  0.024096
Mir6939	 0.11521	0.018765	0.019329	 0.12683	0.018931	0.018679
Saa2	 0.12804	0.010951	0.011209	0.096632	0.011065	0.011059
Serp2	  0.12707	0.0019002	0.0061363	 0.099662	 0.010936	0.0091702
Alb	0.039461	0.039826	0.042893	 0.18195	0.040934	0.038575
Cyp2c65	0.046566	0.046701	 0.04677	 0.20316	0.046714	0.046708
Fam189a1	0.064007	0.030207	0.034835	 0.21825	0.030543	0.033215
Ivl	0.054713	0.055771	0.059757	 0.25294	0.057893	0.057452
St8sia3os	0.054713	0.055771	0.059757	 0.25294	0.057893	0.057452
Mir6912	 0.05404	0.053933	0.055114	 0.22588	0.054548	0.053511
Panx3	0.051924	0.052947	0.053221	 0.22734	0.053274	0.053206
Rprml	 0.05978	0.059739	0.059678	 0.22142	0.060226	0.059704
Ngef	0.047953	0.078556	0.048454	 0.20138	 0.04832	0.069886
Lcn12	0.045633	 0.10237	0.095928	 0.17954	0.045781	0.045759
Ankar	0.047505	0.047707	 0.04812	 0.15719	0.047125	0.047754
Faim2	0.054713	0.055771	0.059757	 0.15187	0.057893	0.057452
Serpina1b	0.054713	0.055771	0.059757	 0.15187	0.057893	0.057452
Vnn1	0.054713	0.055771	0.059757	 0.15187	0.057893	0.057452
Pet117	0.054713	0.055771	0.059757	  0.1547	0.057893	0.054623
Redrum	0.054713	0.055771	0.059757	  0.1547	0.057893	0.054623
Wdr16	0.054713	0.055771	0.056929	  0.1547	0.057893	0.057452
Cyp2b10	0.059475	0.059575	 0.05993	 0.18109	0.059178	0.059399
Mir8103	0.061148	0.061269	0.062154	 0.17015	0.061674	0.061159
Bdh2	0.074337	0.074486	0.074642	 0.12258	0.074228	0.074352
Lancl3	 0.07117	0.069714	0.070424	 0.13809	0.069753	0.071332
Ghrh	0.062832	0.064689	0.065639	 0.11802	0.061102	0.062173
Tmem210	 0.05729	0.056366	0.057946	 0.11405	0.057684	0.057256
Olfr266	0.051977	0.052471	0.054657	 0.12581	0.053439	0.053368
Hcn2	0.054296	0.054308	0.054369	 0.16446	0.099453	0.054331
Fzd9	0.052977	0.036169	 0.03624	 0.16287	0.036096	0.084942
Tssk1	  0.1109	0.041659	0.069259	 0.14494	0.041873	0.061216
Boll	 0.037482	0.0059723	0.0061355	  0.12258	0.0057788	0.0061076
Rfpl3s	0.057149	0.016973	0.017505	 0.12558	 0.01742	0.016866
Cst10	0.034518	0.035576	0.039562	 0.13451	0.037698	0.037256
Krtap4-13	0.034518	0.035576	0.039562	 0.13451	0.037698	0.037256
Mir2861	0.034518	0.035576	0.039562	 0.13451	0.037698	0.037256
Mir8119	0.034518	0.035576	0.039562	 0.13451	0.037698	0.037256
Olfr479	0.034518	0.035576	0.039562	 0.13451	0.037698	0.037256
Scgb2b26	0.034518	0.035576	0.039562	 0.13451	0.037698	0.037256
Tmem213	0.034518	0.035576	0.039562	 0.13451	0.037698	0.037256
Fbxw13	0.040412	0.040946	0.042663	 0.11514	0.041308	0.039909
Gabra4	0.040834	0.040787	0.041477	 0.12436	 0.04122	0.040419
Mir7039	0.068055	0.031451	0.031882	  0.1302	0.031217	0.031717
Mir6947	0.019321	0.022706	0.026707	 0.11396	0.024844	  0.0196
Trim30e-ps1	0.024116	0.025205	0.026516	 0.12192	0.027331	0.021613
Tspan11	0.027759	 0.02788	0.028116	 0.13724	0.027953	0.028012
Slc28a1	0.014019	0.014284	0.013808	 0.11168	0.014516	0.014096
Rab3gap2	 0.059133	-0.016485	  0.05512	  0.13027	 0.043887	 0.033949
Scgb3a1	  0.017443	  0.062976	-0.0038725	   0.16604	   0.05377	  0.011548
Idh3g	 0.01848	0.055233	0.010506	 0.10081	0.082304	 0.07814
Plch1	0.046982	0.046888	0.047367	0.099784	0.080534	 0.11456
Zc3hav1	  0.09755	0.0066758	 0.039903	  0.15029	 0.082909	  0.11099
Cyp4f39	0.027331	0.027731	0.028018	 0.15778	 0.12848	0.027492
Gm6034	0.024778	 0.02484	 0.07007	 0.14196	 0.12735	0.024782
Marcksl1-ps4	0.039383	0.042257	0.041078	 0.13611	 0.13841	0.082353
Uba1y	0.051699	0.052188	0.052925	 0.11121	 0.16737	 0.05216
Clint1	  0.083751	  0.096958	0.00022506	   0.13491	 -0.013878	   0.05998
Fam84a	  0.05106	  0.10394	0.0029985	 0.078126	0.0026635	  0.05214
Gm1604b	  0.071404	  0.068548	0.00075077	  0.075308	 0.0012637	  0.075381
Ncdn	  0.07322	 0.081564	-0.045909	 0.094251	-0.029784	 0.038319
Gm10373	-0.012373	 0.071101	 -0.01194	  0.12074	-0.011874	-0.012412
Gm11744	0.00028215	   0.12529	0.00071284	   0.11534	0.00046312	  0.033635
Rpl32	-0.064256	 0.096801	0.0033818	 0.063011	-0.043311	 0.054544
Ttc18	-0.020506	 0.054688	-0.018709	 0.084582	-0.017934	 0.075266
Vmn1r32	0.0028269	 0.064671	0.0032128	 0.071162	0.0033467	 0.096408
Pip4k2a	-0.0080007	    0.0854	  0.068719	   0.11908	 -0.052296	  0.070997
Abhd12b	0.040561	0.017315	 0.13378	0.041767	0.017155	0.017361
Hsd3b4	0.034518	0.035576	  0.1378	0.036268	0.037698	0.037256
Iltifb	0.034518	0.035576	  0.1378	0.036268	0.037698	0.037256
Mir4660	0.034518	0.035576	  0.1378	0.036268	0.037698	0.037256
Mir684-2	0.034518	0.035576	  0.1378	0.036268	0.037698	0.037256
Pou3f4	0.034518	0.035576	  0.1378	0.036268	0.037698	0.037256
Rmst	0.034518	0.035576	  0.1378	0.036268	0.037698	0.037256
Ubd	0.024114	0.024073	 0.11112	0.023533	0.024301	0.024347
Hrg	0.054713	0.055771	   0.158	0.056463	0.057893	0.054623
Pcdhb4	0.046877	0.046891	 0.17465	0.047127	0.047182	0.047453
Cdh10	 0.01774	0.018187	 0.21228	0.055446	0.018275	0.018234
Dusp15	0.025885	0.026126	 0.19034	0.026109	0.026251	0.026179
Gm11127	0.023307	0.024384	 0.12423	0.025101	 0.11614	0.023563
Mir5100	0.027975	0.027939	0.093365	0.028447	0.079579	0.027996
