	LI_v_SI_GF_CD11b-CD103-	LI_v_SI_GF_CD11b-CD103+	LI_v_SI_GF_CD11b+CD103-	LI_v_SI_GF_CD11b+CD103+	LI_v_SI_GF_Monocyte	LI_v_SI_GF_Macrophage
Fkbp14	1.3951	1.5387	1.3243	1.3368	 1.911	1.0552
Col6a2	1.5252	1.4903	 1.646	1.4734	1.7872	1.2287
Clu	1.4623	1.7084	1.6573	 1.408	1.5781	1.1059
Gpihbp1	1.2998	1.5424	1.6148	1.3063	1.4995	 1.184
Slc37a3	1.4296	1.7194	1.3586	1.2687	1.4549	1.1712
Rhobtb3	 1.4927	 1.4631	 1.3839	 1.1935	 1.5402	0.90187
Dennd5b	 1.0787	 1.5356	 1.4273	 1.4036	  1.638	0.92317
Scube1	0.97141	 1.5276	  1.586	 1.7379	  1.585	0.96556
Gm1564	1.2054	 1.263	1.8832	 1.311	2.0498	1.3171
Car8	 1.5639	 1.3727	  2.253	 1.2333	 1.2535	0.78926
Unc5b	 1.6791	 1.0025	 2.3413	 1.4813	 1.3221	0.96878
Casp12	 1.3681	 1.5308	 1.8537	 1.1154	 1.2386	0.92964
Eml1	1.5614	1.4019	1.9113	1.4676	1.3103	1.2449
Fmo2	1.6225	1.2303	1.7783	1.4887	1.2521	1.4477
Gdf10	1.7282	1.2818	1.9489	1.1335	1.2346	1.1906
Cd160	 1.3346	 1.2574	 1.6424	 1.4702	0.89527	 1.2622
Csgalnact1	 1.4159	 1.1836	 1.5219	 1.1719	0.97719	 1.3301
Cdh6	 1.4662	 1.5192	  1.479	 1.4749	0.98871	 1.5174
Fam124a	1.5896	1.5306	1.5678	1.3704	1.1525	1.6402
Epdr1	1.5415	 1.605	1.3053	1.2595	1.0929	1.4544
Ppargc1a	  1.599	 1.4203	 1.3794	 1.5422	0.99335	 1.2792
Dner	 1.5632	 1.6004	 1.2127	 1.0597	0.86507	 1.7109
Mfsd6	1.7504	1.8798	1.4778	1.1096	1.0181	1.4636
Mb21d2	 1.7142	 1.5924	  1.379	 1.0391	0.61285	  1.169
Dtnbp1	0.85241	 1.0032	 1.6147	  1.671	 1.1042	  1.194
Rab22a	0.99984	 1.0915	 1.5091	 1.6493	 1.0112	 1.1689
Fam69c	1.1993	1.0829	 1.781	1.6725	1.0923	1.0116
Gm14057	0.9877	1.2905	1.9091	1.5716	1.1949	1.1657
Hand1	0.93049	 1.1676	 1.9349	 1.6252	 1.2374	 1.3855
Prr15	 1.3491	 1.5498	 1.5091	 1.6486	 1.0969	0.90976
Rhou	1.1658	1.4753	1.6257	1.8223	1.1714	1.1459
Enah	1.4285	1.0623	1.3179	1.6059	 1.432	1.3484
Slc16a2	 1.3648	0.97992	 1.4631	 1.6921	 1.2735	 1.3984
Tmem65	 1.694	 1.042	1.4396	1.7724	1.2606	1.3723
Paqr8	1.6539	1.0872	1.4466	 1.723	1.3946	1.0364
Frem2	1.7215	1.0194	1.0624	1.5909	1.1168	1.3695
Wnt2b	1.6261	1.0626	1.3487	1.4231	1.0136	1.5059
Fam24a	  1.152	  1.274	 1.5718	 1.8443	0.75722	 1.3255
Fem1b	1.1414	1.0847	1.4525	1.9565	1.0003	1.4114
N4bp1	 1.3163	 1.0415	 1.5325	 1.7328	0.91668	 1.3457
Kalrn	 1.3877	 1.0046	 1.4668	 2.1132	0.64253	 1.3125
Klhl4	1.4128	 1.212	1.7274	 1.898	1.0871	 1.627
Mir466i	1.3839	1.1849	1.5438	1.6948	1.1106	1.6429
Papln	 1.546	1.3815	1.5551	1.6393	 0.837	1.5578
Sh3bp2	 1.5686	  1.204	 1.6826	 1.7362	0.98933	 1.4662
Lcn2	 1.7877	 1.0567	 1.3719	 2.0802	0.97691	 1.4599
Ndrg2	 1.8396	 1.2495	 1.2869	 2.1777	0.71567	 1.4224
Cldn11	 1.4692	0.76119	 1.4494	 1.0546	 1.1246	 1.2191
Pde8a	 1.5853	0.82405	 1.4711	 1.1626	 1.2301	 1.1884
Spats2l	 1.5822	0.71582	 1.5374	0.98458	0.90413	 1.1708
Ermn	 1.3224	0.83503	 1.5742	 1.1987	 1.3405	 1.5825
Foxp2	 1.3622	0.78312	  1.374	 1.1061	 1.0437	 1.5906
Wnk2	 1.2073	0.96836	 1.4424	 1.0249	 1.1694	 1.5702
Eif1ax	 1.0342	0.94258	 1.4782	 1.5427	 1.1552	0.98567
Speg	 1.0581	0.89193	 1.3702	 1.3412	 1.0818	0.97009
Sim2	 1.2446	0.89629	 1.5175	 1.3633	0.97641	0.90813
Nod2	 1.0971	0.64421	 1.3338	  1.464	 1.1913	0.86063
Epb4.1l5	1.1995	1.0117	1.5456	1.1196	1.3366	1.0565
Ints5	 1.0142	 1.0587	 1.5909	 1.1827	 1.2308	0.94573
Unc13b	 1.2374	  1.042	 1.5086	 1.3114	 1.3636	0.82185
Lrrc49	 1.1811	0.52373	 1.7977	 1.2113	 1.2727	  1.014
Tril	 1.4956	0.80064	 1.7333	 1.2957	   1.42	0.93834
Adamts12	1.8845	1.1492	1.0067	1.1689	1.5549	2.1847
Fam20a	 1.565	1.2791	1.0922	1.2497	1.5855	2.1571
Svopl	 1.6836	 1.3687	0.84652	 1.0819	 1.5106	 1.9815
Gulp1	1.6442	1.0073	 1.057	1.2537	1.9293	2.0179
Irs1	 1.9617	 1.0081	0.70571	 1.0084	 1.7136	 2.0563
Fzd8	 2.167	1.0209	0.9526	1.4217	1.0514	 1.634
Mir7073	 1.8242	0.91806	 1.5088	  1.078	 1.0159	 1.9217
Scara3	1.8548	1.0452	1.5584	1.3563	1.2612	1.6721
Ak4	1.8078	1.0935	1.9577	1.2553	1.6505	1.5811
Akr1b8	1.5582	1.0841	1.8876	1.1503	1.8062	1.6683
Itih2	  1.598	0.77295	 1.7359	0.98313	 1.6183	 1.4652
Ssc5d	1.6138	0.4443	1.7811	1.0501	 1.673	1.5569
Tmem88b	 1.6501	 1.2671	 2.0546	0.70913	 2.1414	 1.3578
Dtna	 1.6811	 1.2922	 1.0687	0.64804	 1.2407	 1.1531
Gm16861	 1.8977	 1.3055	 1.0756	0.82011	 1.4545	 1.1822
Tbx3	 1.8218	 1.5156	 1.4063	0.75693	 1.4116	 1.3342
Ptx3	1.9838	1.6275	1.1305	1.0793	1.5078	1.4829
Pcdhgb1	 1.6648	 1.3981	 1.5746	0.92088	 1.5154	 1.6667
Pde3b	  1.928	 1.6282	  1.699	0.78405	 1.6673	 1.5737
Fhl3	  1.336	 1.3574	 1.2448	0.87792	  1.659	 1.4517
Zfp949	1.2053	1.3308	1.5683	0.6644	1.5956	1.2454
Zfp748	 1.2766	 0.9681	 1.3849	0.70462	 1.4299	 1.4743
Fkbp11	 1.2497	 1.6945	 1.4902	0.88355	 1.4847	 1.0065
Lrfn4	 1.5234	 1.5441	 1.3478	 0.6739	 1.4166	0.90256
Chst11	 1.0069	0.52095	 1.8736	  1.644	 1.1622	 2.0022
Gorab	0.96903	0.84224	 1.8208	 1.4891	 1.0172	 1.6799
Ucp1	 1.2483	0.94131	 1.7464	 1.3786	0.95688	 2.0435
Zcchc3	 1.3098	0.33062	 1.6371	 1.4391	 1.2299	 2.4239
Mir1b	 1.3273	0.35244	 1.3473	 1.6856	 1.1183	 1.6054
Htr2b	 1.0662	0.96147	 1.2518	 1.5669	 1.3998	 2.0983
Serpine3	 1.4479	0.78148	0.92987	 1.5657	 1.2277	  2.067
Igf2bp2	0.96392	0.75327	 1.0512	 1.3498	0.90236	  2.089
Serpinb6a	0.87224	0.89472	0.83965	  1.501	 1.0628	 1.8896
Ryr3	0.54642	 0.6725	 1.0765	 1.3371	 1.3351	 1.9939
Agpat2	 1.5417	 1.3439	 1.6826	0.80898	0.79879	 1.6043
Col9a2	 1.3027	0.93051	 1.8193	0.71928	 0.8051	 1.4631
Fam63a	 1.2326	 1.0688	 1.8266	  0.679	0.47514	  1.621
Otof	 1.6114	 1.0293	 1.7649	0.44372	0.45109	  1.242
Ldlrad1	 1.1477	 0.7373	 1.8145	 1.0482	0.81892	 1.1701
Txndc2	  1.279	0.60752	 2.1453	0.60393	0.73902	  1.381
Sstr2	 1.7415	0.69263	  1.929	 1.0971	0.83432	 1.5262
Zfp59	 1.7629	0.91712	 2.0078	0.80367	0.64059	 1.2518
Spock2	 1.2804	0.27229	 1.5728	0.74531	0.61914	 1.6576
Ttc39b	 0.88349	-0.11347	  1.7968	 0.75352	 0.51953	  1.5164
Agpat9	 1.0707	 1.2569	  1.129	0.96206	0.45078	 1.4698
Tesc	 1.2108	 1.1648	 1.4374	 1.1173	0.13586	 1.5659
Defb48	0.74001	 1.0297	 1.0615	0.76495	0.71547	 1.1773
Lrrfip2	0.91102	0.98755	 1.0204	0.87026	0.74547	 1.3931
Fbxl22	0.53119	0.98638	0.98058	0.86795	 0.5579	 1.4628
U90926	0.72044	 1.1324	0.97963	0.87211	0.57199	 1.3805
Prr5l	0.67826	0.87471	0.92492	0.98125	0.45081	 1.3445
Gm10791	 1.0584	0.94066	0.96912	0.93427	0.27773	 1.0381
Serpinc1	0.86473	0.98983	 1.1007	0.90035	0.40643	 1.1382
Vim	0.86447	 1.0756	0.99068	0.96195	0.50561	 1.1367
Fbxo41	0.80191	0.68943	0.79001	0.52111	0.42584	 1.2245
Mir181a-2	0.92317	0.79953	0.86064	0.77489	0.54799	 1.5371
Olfml1	 1.1174	0.68795	 0.9944	0.59521	0.37193	 1.3854
Tll2	 1.3162	0.86823	0.72629	0.59608	0.66527	 1.5639
Ccdc57	 1.0297	0.72011	  1.193	0.49916	 0.8519	 1.3604
Srsf12	 1.1713	0.69299	 1.2129	0.53719	0.93783	 1.5305
Greb1l	  1.194	0.53676	 1.3716	 0.5258	 1.0838	  1.367
Hkdc1	   1.04	0.43725	 1.3291	0.71461	0.76732	 1.1726
Loxl4	0.89908	 0.5257	 1.3071	0.75681	0.98855	 1.3386
Gan	0.73126	0.85052	 1.2087	 1.0506	0.81178	 1.5726
Lgals1	 1.0506	0.72525	 1.1381	  1.251	 0.7577	 1.5078
Tmem100	0.85862	 0.7358	 1.0904	 1.2083	0.97734	   1.54
Kcnj1	0.95722	  1.005	 1.3918	0.83148	0.85125	 1.5922
Zbtb7c	0.68919	0.61195	 1.4634	0.82202	0.67092	 1.4837
Apoa1	0.92823	 1.2527	 1.2631	0.59713	0.88474	 1.1518
Tchh	0.88689	 1.5001	 1.1873	0.62625	0.65984	 1.3121
Rcvrn	0.91995	 1.1648	 1.2924	0.46207	0.48454	0.97233
Chrna5	0.62854	  1.554	 1.6625	0.50655	0.56777	 1.3709
Colgalt2	0.68461	 1.5238	 1.5929	0.46399	0.61331	 1.4866
Wscd2	 0.7449	 1.6932	 1.4496	0.38524	0.56188	 1.6683
Sorcs2	0.51547	 1.6174	 1.3596	0.48329	0.88629	 1.5645
Gm5779	0.47625	0.94701	 1.2692	0.85734	 0.3467	 1.3004
Morn4	0.31137	 1.2034	 1.3971	0.76919	0.40989	 1.0815
Tnnt3	0.31388	 1.5215	 1.0967	0.92126	0.53899	 1.5091
Egflam	 1.1138	 1.0025	 1.2545	0.17215	0.65019	 1.3374
Gsdma	  1.513	  1.379	 1.3615	0.27956	0.68677	 1.5443
Ankrd50	 1.1416	 1.2023	 1.3539	 1.0303	0.94696	 1.1526
Gpr22	 1.0583	 1.1237	 1.2547	 1.0505	0.70118	 1.1371
Runx1t1	  1.229	 1.2167	 1.2507	 1.2299	0.98097	0.91161
Pros1	 1.2643	  1.122	 1.6386	 1.1464	0.77926	0.92276
Csf1	 1.1526	 1.3131	 1.2082	0.69263	0.81676	0.49852
Tnip2	 1.1096	 1.3451	 1.2119	0.74184	0.74044	0.77461
Fam117b	 1.0228	 1.2756	    1.2	 1.0215	0.81406	0.63951
Tnfaip8	0.93744	 1.2697	 1.4126	 1.0883	  0.704	0.78824
Atp2b1	 1.2302	 1.5666	 1.5934	0.86615	0.78778	 0.6095
Chsy1	 1.3021	 1.4975	 1.5153	0.63057	 1.0717	0.43434
Crk	  1.196	0.93465	  1.108	0.79096	0.93656	 1.0879
Jph1	 1.3005	0.97275	 1.0211	0.71996	0.97676	 1.0049
Zfp738	 1.1418	0.91812	  1.041	 0.5241	 1.0532	 1.1721
Fam161b	 1.2702	0.74142	0.80142	0.50776	0.97099	0.82728
Ppp1r1c	 1.1564	0.77421	0.95795	0.57742	0.76431	0.75591
Zbtb3	 1.3959	0.84095	 1.0758	0.42289	0.82596	0.79049
Tbc1d2b	 1.1569	 1.1592	 1.0376	 0.2908	 1.0804	0.90045
Exoc8	 1.3883	0.96811	 1.6801	 0.4823	 1.2215	0.98408
Zfp7	 1.2126	0.90898	 1.4554	0.47189	 1.2486	 1.1362
Plekha4	  1.491	0.98959	 1.4465	0.24423	 1.1973	 1.2379
Frk	 1.1823	0.97988	 1.2743	0.64785	 1.3814	 0.8986
Sptbn2	0.88474	 1.1353	 1.4128	0.71787	 1.0491	0.87759
Gipc3	 1.5362	0.96113	 1.6153	0.49575	 0.8552	0.62189
Gli1	1.6822	1.0321	1.4776	1.0117	1.1723	0.4478
Adamtsl3	0.75075	 1.4744	 1.8643	0.95478	 1.8164	 1.5088
P4ha3	0.59422	 1.0862	 2.1637	0.95782	 1.5657	 1.4095
Gdpd2	0.63911	 1.0228	 2.4186	0.65406	 1.1818	0.88505
Piwil2	 0.9489	0.90017	 2.1157	0.63506	 1.5649	 1.0696
Nos2	0.64974	0.66432	 2.4112	 1.2079	 1.2748	 1.2534
Sox5os3	0.92544	0.93023	 2.3274	 1.4886	 1.2766	 1.4759
Camk2n1	1.0613	1.4854	2.2345	1.1917	1.2855	1.1837
Frmpd4	1.1139	1.3712	1.9531	1.3512	1.3687	1.2012
Tmem56	0.99273	 1.6267	 2.2269	 1.4346	 1.2547	 1.4401
Elovl7	0.98085	 2.0167	 2.3821	 1.2718	 1.0839	 1.2494
F10	0.6142	1.6933	2.4217	1.4034	1.0282	1.5504
Ltbp3	 1.1616	  1.412	 2.4548	 1.1012	0.84808	 0.7981
Faxc	 1.0952	  1.369	 2.0206	0.86283	0.81055	 1.3646
Tmem151b	0.86429	 1.3635	 2.1659	 1.1005	0.77763	   1.31
Gm16793	0.94763	 1.3054	  2.221	 1.2202	0.72444	 1.6965
Upk1a	 1.0837	 1.1612	 1.9879	 1.3857	0.72164	 1.7982
Npas1	0.61172	 1.1039	 1.9715	 1.0142	0.68065	 1.9923
Arhgef26	0.82271	 1.2382	 0.9666	0.85816	 1.5294	 1.6026
Gm11517	0.69175	0.98123	 1.2231	0.82783	 1.4764	 1.3466
Rho	0.66766	  1.119	0.97812	 1.0004	 1.4271	 1.2024
Entpd1	0.82062	 1.1968	 1.3896	 1.0186	 1.7636	 1.4042
Cutal	0.5004	1.1303	1.5707	1.0312	 1.497	1.5879
Ercc6	0.47033	0.91222	 1.2078	 0.9685	 1.2926	 1.5815
Dsp	0.71294	 1.4547	 1.5247	 1.1303	 1.2586	 1.2259
Gm4566	0.52642	 1.6078	 1.4901	 1.2183	 1.4584	 1.2258
Gpr20	0.89657	 1.3638	 1.7559	 1.1492	 1.5503	 1.1697
Lrrfip1	0.61064	 1.1046	 1.4516	 1.1671	 1.2568	 1.2105
Sobp	0.61536	 1.0683	 1.4377	 1.0963	 1.3955	 1.0294
Ptpru	0.54169	 1.1764	 1.2146	 1.4002	 1.2339	 1.2603
Phf23	0.23515	  1.268	 1.2582	 1.1226	 1.2454	 1.1021
Rgs6	0.53735	  1.425	 1.3338	 1.6391	 1.1658	0.67605
Tmem171	0.72705	 1.2313	 1.6064	 1.4152	 1.2453	 1.0346
Zbtb7a	0.67179	 1.0657	 1.6093	  1.578	 1.1827	0.79191
C5ar1	0.30663	0.74777	 1.6894	 1.4956	 1.0565	0.97263
Zbtb46	0.31435	0.77316	 1.4056	 1.4879	 1.3712	0.79891
Ldlrap1	0.14624	  1.043	 1.6147	   1.32	 1.4627	 1.0518
Tnip1	0.20105	 1.0027	 1.5809	 1.6147	 1.5031	 1.1216
Xkr8	-0.036989	  0.35529	    1.745	   1.6805	   1.2197	  0.87824
Camkk2	0.41207	0.99997	 1.3443	 1.2058	0.71841	 1.6781
Gfpt1	0.37181	 1.0634	 1.3351	 1.4273	0.97973	  1.415
Sfn	0.34644	0.95179	 1.5162	 1.2634	 1.0978	 1.4222
Ccdc71l	0.74071	0.83898	 1.8203	 1.3563	 1.4092	 1.4984
Cdc42ep4	 0.467	0.6915	1.9837	1.4699	1.1411	1.4441
Cd300lh	0.65652	0.66821	 1.6142	 1.3483	0.97754	 1.3878
Ppp4r2	0.66654	 0.8017	 1.5293	  1.602	 1.0228	 1.3713
Car4	0.53006	0.65267	 1.8693	 1.9018	 2.0004	 1.0212
Cdc42bpa	0.53343	 1.0804	 1.4263	 1.6037	 2.0928	0.65437
Flt4	 0.9396	0.92337	 1.1694	 1.6374	  2.063	  1.029
Uck2	 0.7872	0.85863	 1.4123	 1.5002	 2.0806	 1.3529
Peak1	0.60463	 1.1424	 1.6892	 2.1282	 2.1357	 1.5694
Sel1l3	0.45058	0.90459	 1.3157	 1.8803	 2.5635	 1.7382
Ccdc37	0.71095	 1.3745	  1.342	 1.3821	 1.5412	 1.9029
Tspan15	0.81681	 1.4265	 1.5053	 1.1506	 1.7026	  1.896
Pax8	0.83399	  1.306	 1.1622	 1.3617	 1.6675	 1.6637
Spag9	0.93301	 1.0829	 1.2402	 1.4541	 1.5481	 1.7283
Sh2d4b	0.48168	 1.3711	 1.6597	 1.1236	  1.702	 2.0545
Clip3	0.73207	   1.39	 1.6349	 1.4991	 1.8885	 1.5799
Nkd1	0.89126	 1.4689	 1.6273	 1.6404	 2.0568	 1.7089
Myo5c	0.47769	 1.6759	 1.4588	 1.6448	 1.8802	 1.7615
Itga11	0.67924	  1.143	 1.0473	 1.3698	 1.9481	 2.2196
Prg4	0.12203	 1.5464	 1.0044	 1.6317	 2.1613	 1.3188
Sox13	0.12956	 1.3119	 1.1153	 1.5521	 1.5964	 1.6133
Sfrp2	0.68397	 1.2582	0.75947	 1.6819	 2.2106	 1.6567
Tubb4a	0.21697	 1.3947	0.60231	 1.4951	 2.1412	 1.8695
Atcay	0.27371	0.68459	 1.0238	 1.4201	 2.1841	  1.406
Lrrc32	-0.076956	  0.47861	   1.1313	   1.7029	   1.8306	   1.5391
Tmod1	-0.0097891	   0.21882	   0.55281	     1.228	    1.7516	    1.4877
F2rl1	-0.52184	 0.90217	  1.1602	  1.0493	  1.9463	  1.0804
Ovol1	-0.089051	   1.0177	   1.1232	  0.96757	   1.5028	    1.162
Fam89a	0.008687	  1.4015	  1.1624	 0.61515	  2.1591	  1.4519
Amigo2	 1.9302	 1.0178	0.50351	 2.0577	0.93108	0.62876
Lhx6	 1.9215	 1.0997	0.41363	 1.9888	0.39776	0.70323
Bcr	  1.3333	 0.89079	-0.09221	   1.651	 0.61287	 0.71961
Ehd3	   1.5894	  0.85811	-0.084558	   1.4306	  0.35366	  0.56527
Ptpn13	 1.4057	0.47802	0.19084	 1.6466	 0.4837	0.26045
Itga9	   1.5422	    1.071	-0.020052	   1.6042	 -0.34129	  0.39016
Nipal4	 1.4329	 1.1955	0.16881	 1.8404	0.15705	0.47521
Cnksr3	 1.3853	0.87876	0.24288	 1.1299	0.23382	0.15254
Pdgfb	   1.55	0.95989	0.62258	 1.0445	0.72824	0.11715
Pkp4	 1.8051	0.65175	0.42558	 1.2058	0.50304	0.38021
Dchs1	  2.2498	   1.777	-0.06838	  1.2135	 0.67249	 0.65928
Dnajb3	  2.669	0.93392	0.20088	0.87674	0.82558	0.82806
Gng12	 2.1532	 1.1794	0.63709	0.37532	0.77458	0.19809
Crim1	  0.79114	-0.026198	   1.2458	   1.8894	   1.1127	  0.62803
Itga6	 1.1949	0.24585	0.83627	 2.2451	0.95244	0.78686
Gm20257	0.10264	0.52922	0.70788	 2.4051	0.89736	0.45471
Zfp2	0.46858	0.51875	0.66368	 2.1455	0.17122	 1.0208
Dppa3	 0.08207	-0.42423	 0.94273	  2.0762	  0.7168	 0.94462
Mesdc1	0.12964	-0.1586	  1.229	 1.8172	0.33363	 1.1453
Erc1	 0.37671	-0.36508	  1.1372	  2.6414	 0.63329	  1.6946
Ppap2a	0.38458	-0.4754	0.19323	 1.7818	  1.283	0.65818
Acss1	 0.50801	 0.79197	 0.58034	  1.7075	-0.42447	  1.5817
Slc26a9	 0.92008	  1.0398	 0.81126	  1.9919	-0.29266	  1.7466
Capsl	 0.69043	 0.71302	  1.3586	  1.6961	-0.54269	  1.4939
Nudt17	0.079068	  1.0918	  1.3529	  1.7338	-0.89007	  1.7692
Btnl1	 0.98172	 0.72259	 0.25782	 0.88085	-0.64987	   1.403
Zfp867	  1.0186	  1.0182	 0.31828	 0.85004	-0.66661	  1.3818
Celf3	  0.98618	    1.559	-0.066845	   1.1027	 -0.29026	   1.6216
Tldc2	 0.58323	  1.0747	-0.31296	  1.1145	-0.57332	  1.0481
Tnfaip8l3	  0.4569	  1.3304	0.055315	  1.0576	-0.28391	 0.92672
Eya1	 0.53175	 0.48993	 0.90845	  1.0873	-0.67528	 0.80236
Ly75	 0.54152	 0.49513	 0.82596	  1.5768	-0.94074	 0.78581
Iqcg	0.22068	0.75505	0.72393	0.92294	-0.2263	 1.1313
Spef1	 0.19002	  0.6308	 0.77525	  0.8852	-0.30522	  1.1935
Slc2a4rg-ps	 0.50911	 0.81259	 0.74277	  1.1693	-0.11059	 0.97708
Pde4c	 0.58036	 0.46278	 0.37917	  0.8169	-0.24203	  1.1453
Polr3e	0.44386	0.33928	0.66028	0.86802	-0.3341	 1.0893
P2rx5	 0.10503	  1.1007	 0.69524	 0.99478	-0.51459	  1.0424
Pabpc1l	0.015169	 0.65616	 0.41175	  1.4561	-0.54396	  1.1174
Heatr9	 0.30286	  1.4093	 0.61512	 0.43531	-0.79452	 0.73578
Hspbap1	0.10246	 1.0686	0.13047	0.53695	-0.3371	 1.0462
L3mbtl1	 0.44388	 0.81917	 0.21013	 0.45923	-0.78821	  1.1498
Msantd1	-0.29201	  1.0274	0.087631	 0.32141	-0.63028	   0.645
Rapsn	-0.25742	  1.1182	 0.21896	0.011516	 -0.6163	 0.49979
Gm128	  1.2994	 0.63223	 0.34385	 0.92435	-0.12096	  1.0619
Gnrh1	   1.3722	   1.2561	  0.72399	   0.9938	-0.075766	   1.0395
Mmp13	  1.3476	 0.85104	  0.9436	  1.0214	-0.35395	 0.66893
Pou6f1	   1.139	  0.4316	  1.1034	  1.1202	-0.32876	 0.46953
Nrarp	  1.3638	 0.87056	 0.93244	  1.3287	-0.21817	  1.1238
Ptprn	  1.1451	 0.44484	 0.92531	  1.3944	-0.10526	 0.91624
Il18r1	 0.81041	 0.71748	 0.38517	  1.1737	-0.83598	 0.17361
Tcp11	0.90247	 1.0753	0.58059	0.97737	-1.2757	0.88445
Tm4sf5	0.81632	 1.2651	0.58371	 0.9757	-1.0987	0.38207
Sept3	  1.2623	  1.0726	   1.101	 0.96472	-0.80872	 0.56842
Sh3tc1	  1.3494	   0.892	 0.88674	 0.76802	-0.98575	 0.24612
Gm10677	  1.7692	  1.2622	  1.9879	 0.28075	-0.53385	   1.982
Hspb9	   1.162	 0.37658	  1.5434	 0.38492	-0.19712	 0.96444
Zfp112	  1.0153	 0.42157	  1.5829	 0.27768	-0.44799	  1.2683
Mtss1	  1.5518	 0.60298	  1.7145	  0.2581	0.047706	 0.79742
Zfp790	  1.4829	 0.81247	  1.3724	 0.78615	-0.27403	  1.1619
Adap2	0.72572	0.96079	0.66009	 1.8611	0.13344	0.42453
Egf	  0.82407	   1.2556	  0.82044	   1.8573	-0.020453	 0.085055
Eqtn	0.74017	 1.0357	0.76765	 1.4829	0.45796	0.37793
Flcn	0.58166	 1.2087	0.75124	 1.7628	0.49836	 0.1914
Gpr21	   0.655	 0.93729	  0.9638	  1.5374	0.061787	 0.65601
Zfp212	 0.92888	 0.82769	 0.72343	   1.565	-0.19698	 0.51559
Bcl9l	 0.34648	   1.294	 0.58155	  1.1664	 0.22319	0.026837
Syngr2	 0.47659	  1.0548	 0.73038	  1.4295	 0.26985	-0.02036
Tmem131	0.61413	0.91607	0.56389	 1.3325	0.16284	0.11726
Pkib	 0.56086	 0.73797	 0.89115	  1.4547	 0.33451	-0.15575
Uap1	 0.79974	 0.64883	 0.77439	  1.2671	 0.22188	0.044744
Batf	0.18713	 1.1174	 1.3936	 1.5943	0.33114	0.24039
Prkce	-0.047967	  0.93203	   1.6376	   1.4463	   0.3249	  0.33401
Gm10432	  -0.2666	  0.90347	   1.3268	   1.4882	  0.41262	0.0015105
Sqrdl	 -0.1027	 0.63983	  1.3451	  1.5737	 0.22263	0.015385
Rabep2	-0.066597	  0.79446	  0.99402	    1.678	  0.13003	  0.16188
Mir155	0.47527	0.94565	 1.4821	  1.831	0.19138	0.22246
Ripk2	0.53276	0.80297	 1.1978	 1.5996	0.33622	0.12253
Ptprj	  0.38078	   0.7351	   1.5524	   1.5598	-0.085149	  0.16453
Nmrk1	 0.51261	 0.81282	 0.93339	  1.5957	-0.16928	0.026875
Nudt9	 0.16373	 0.74397	   1.145	  1.7326	-0.28261	 0.21664
Pfkfb3	  0.23362	  0.70858	   1.0463	   1.6918	 -0.12708	-0.052441
Iffo2	  0.31113	   1.2876	   1.2526	   1.3493	-0.043211	-0.098476
Tmem51	 0.36963	  1.0108	  1.2088	  1.6397	-0.03087	-0.31404
Tox3	   0.4111	   1.2684	  0.75695	   1.5729	 -0.30382	-0.086342
Itsn1	  0.12325	   1.0943	  0.88451	   1.2649	 -0.21336	0.0099405
Slc16a7	-0.26122	  1.2256	 0.85569	  1.2465	-0.37445	-0.12793
Cdc42ep3	 0.97872	 0.72029	  1.0946	  1.5438	-0.60289	 0.26521
Ehd4	 0.71208	  1.1519	  1.3624	  1.9072	-0.43039	 0.23151
Glipr2	  0.74313	   1.1977	   1.1888	   1.7902	 -0.24685	-0.074731
Fabp5	 0.47508	  1.2193	  1.2644	  2.3847	-0.02741	 0.26626
Wnt11	 0.10217	   1.025	  1.1733	  2.1676	-0.31118	 0.21127
Slc22a23	 0.38073	 0.69221	  1.2702	  2.3569	-0.77881	 0.60351
Ccl22	 0.40373	 0.54312	  1.4949	  1.7477	-0.26219	-0.50082
Poglut1	  0.4154	 0.44973	  1.4104	  1.6617	-0.14358	-0.60485
Sema4c	 0.13697	 0.97528	   1.473	  1.9241	 -0.1351	-0.50296
Cd40	 0.51264	 0.39317	   1.466	  1.9224	 0.27343	0.055595
Cxcr5	 0.65447	 0.40918	   1.774	  2.0097	0.042606	-0.36913
C3	 0.89836	  1.2885	 0.73173	  0.9325	-0.11756	-0.34102
Nfil3	 0.41644	  1.3054	 0.87137	 0.91577	-0.14445	-0.31203
Gadd45b	  0.86762	   1.5974	   1.0357	   1.2665	0.0056992	 -0.22804
Rgag4	 0.87118	  1.3842	  1.1091	 0.84444	0.028283	0.015001
Slco5a1	 0.18464	  1.2645	  1.0578	  1.1117	 0.49566	-0.31096
Zfp459	 0.47804	  1.2334	   1.556	 0.90527	 0.67259	-0.49231
Il1b	-0.11329	  2.2153	  1.3326	  1.2748	 0.40804	0.069458
Lgmn	   0.22983	    1.8742	   0.74545	    0.9945	   0.11715	-0.0058086
Mreg	  0.04556	   1.7797	  0.99763	   1.5453	 0.032123	-0.013191
Ptpn1	0.56127	 1.6666	 1.2755	 0.9996	0.43663	0.42043
Slc15a3	   0.55	 1.9008	 1.2274	 1.3197	0.30152	0.28336
Tmem132a	  0.3521	  1.8849	  1.5286	  1.3654	0.061982	 0.15558
Tacc2	  0.59404	   1.3963	   1.8213	   1.1857	0.0078296	  0.21664
Trf	 0.46722	   1.814	  1.9568	 0.82396	 0.16201	0.097873
Ak8	 0.62243	 0.58546	  2.3695	  1.1655	0.030132	  1.2021
